hour,price_import,price_export
3658,23.3,23.3
3659,29.87,29.87
3660,29.9,29.9
3661,27.49,27.49
3662,27.92,27.92
3663,32.21,32.21
3664,31.29,31.29
3665,30.88,30.88
3666,49.58,49.58
3667,45.49,45.49
3668,27.24,27.24
3669,23.55,23.55
3670,19.85,19.85
3671,16.0,16.0
3672,13.87,13.87
3673,13.24,13.24
3674,12.75,12.75
3675,13.48,13.48
3676,14.94,14.94
3677,15.16,15.16
3678,12.54,12.54
3679,10.02,10.02
3680,10.49,10.49
3681,13.26,13.26
3682,16.08,16.08
3683,23.79,23.79
3684,29.83,29.83
3685,30.64,30.64
3686,34.63,34.63
3687,36.97,36.97
3688,33.02,33.02
3689,32.71,32.71
3690,40.82,40.82
3691,37.8,37.8
3692,25.82,25.82
3693,19.75,19.75
3694,17.64,17.64
3695,16.18,16.18
3696,13.28,13.28
3697,11.32,11.32
3698,10.42,10.42
3699,10.43,10.43
3700,12.42,12.42
3701,12.17,12.17
3702,11.11,11.11
3703,9.41,9.41
3704,11.3,11.3
3705,13.98,13.98
3706,21.52,21.52
3707,23.35,23.35
3708,31.61,31.61
3709,31.63,31.63
3710,35.04,35.04
3711,46.99,46.99
3712,43.93,43.93
3713,39.42,39.42
3714,53.25,53.25
3715,38.82,38.82
3716,24.58,24.58
3717,20.76,20.76
3718,18.15,18.15
3719,16.04,16.04
3720,13.76,13.76
3721,11.98,11.98
3722,12.4,12.4
3723,13.35,13.35
3724,15.34,15.34
3725,14.69,14.69
3726,13.42,13.42
3727,11.32,11.32
3728,13.99,13.99
3729,17.04,17.04
3730,21.69,21.69
3731,30.59,30.59
3732,35.74,35.74
3733,41.61,41.61
3734,51.05,51.05
3735,63.77,63.77
3736,60.5,60.5
3737,61.88,61.88
3738,112.54,112.54
3739,79.07,79.07
3740,38.57,38.57
3741,26.92,26.92
3742,21.91,21.91
3743,18.54,18.54
3744,17.12,17.12
3745,16.57,16.57
3746,16.83,16.83
3747,17.77,17.77
3748,19.76,19.76
3749,22.15,22.15
3750,19.71,19.71
3751,17.09,17.09
3752,17.75,17.75
3753,20.88,20.88
3754,24.14,24.14
3755,31.37,31.37
3756,41.26,41.26
3757,46.02,46.02
3758,65.33,65.33
3759,78.78,78.78
3760,77.05,77.05
3761,77.53,77.53
3762,117.64,117.64
3763,138.96,138.96
3764,63.25,63.25
3765,28.44,28.44
3766,23.72,23.72
3767,20.05,20.05
3768,17.42,17.42
3769,16.38,16.38
3770,15.7,15.7
3771,15.23,15.23
3772,16.88,16.88
3773,20.17,20.17
3774,18.5,18.5
3775,16.11,16.11
3776,15.77,15.77
3777,18.5,18.5
3778,23.44,23.44
3779,37.15,37.15
3780,56.36,56.36
3781,67.84,67.84
3782,95.82,95.82
3783,119.33,119.33
3784,119.02,119.02
3785,96.02,96.02
3786,187.62,187.62
3787,119.32,119.32
3788,37.44,37.44
3789,25.19,25.19
3790,20.15,20.15
3791,15.19,15.19
3792,13.99,13.99
3793,12.77,12.77
3794,12.41,12.41
3795,12.49,12.49
3796,13.88,13.88
3797,16.4,16.4
3798,14.34,14.34
3799,12.75,12.75
3800,13.0,13.0
3801,15.85,15.85
3802,20.3,20.3
3803,27.92,27.92
3804,37.76,37.76
3805,47.24,47.24
3806,50.43,50.43
3807,57.31,57.31
3808,56.7,56.7
3809,50.3,50.3
3810,44.99,44.99
3811,42.81,42.81
3812,31.45,31.45
3813,22.73,22.73
3814,19.06,19.06
3815,16.14,16.14
3816,13.97,13.97
3817,12.38,12.38
3818,11.82,11.82
3819,11.0,11.0
3820,10.02,10.02
3821,11.16,11.16
3822,10.19,10.19
3823,10.17,10.17
3824,11.52,11.52
3825,16.02,16.02
3826,20.89,20.89
3827,24.45,24.45
3828,28.06,28.06
3829,30.27,30.27
3830,35.9,35.9
3831,42.29,42.29
3832,39.1,39.1
3833,37.64,37.64
3834,46.59,46.59
3835,43.01,43.01
3836,28.35,28.35
3837,22.35,22.35
3838,19.0,19.0
3839,17.35,17.35
3840,14.06,14.06
3841,12.75,12.75
3842,11.76,11.76
3843,11.83,11.83
3844,13.46,13.46
3845,15.77,15.77
3846,15.25,15.25
3847,13.55,13.55
3848,13.62,13.62
3849,19.52,19.52
3850,21.94,21.94
3851,26.88,26.88
3852,35.43,35.43
3853,40.99,40.99
3854,39.92,39.92
3855,60.0,60.0
3856,62.74,62.74
3857,60.6,60.6
3858,82.56,82.56
3859,64.56,64.56
3860,44.28,44.28
3861,26.54,26.54
3862,24.08,24.08
3863,25.01,25.01
3864,20.94,20.94
3865,19.78,19.78
3866,20.68,20.68
3867,21.41,21.41
3868,22.05,22.05
3869,28.15,28.15
3870,25.21,25.21
3871,24.17,24.17
3872,24.03,24.03
3873,26.39,26.39
3874,31.46,31.46
3875,41.28,41.28
3876,38.23,38.23
3877,42.55,42.55
3878,57.0,57.0
3879,65.77,65.77
3880,62.34,62.34
3881,91.15,91.15
3882,118.24,118.24
3883,126.75,126.75
3884,74.66,74.66
3885,32.56,32.56
3886,27.19,27.19
3887,27.16,27.16
3888,25.05,25.05
3889,23.96,23.96
3890,23.58,23.58
3891,23.28,23.28
3892,25.83,25.83
3893,27.71,27.71
3894,25.44,25.44
3895,24.47,24.47
3896,23.77,23.77
3897,27.32,27.32
3898,29.6,29.6
3899,36.52,36.52
3900,49.44,49.44
3901,52.17,52.17
3902,58.43,58.43
3903,58.59,58.59
3904,58.75,58.75
3905,59.71,59.71
3906,76.47,76.47
3907,90.64,90.64
3908,46.48,46.48
3909,29.31,29.31
3910,26.11,26.11
3911,28.53,28.53
3912,26.49,26.49
3913,25.01,25.01
3914,25.28,25.28
3915,25.65,25.65
3916,26.63,26.63
3917,29.16,29.16
3918,26.05,26.05
3919,24.23,24.23
3920,21.83,21.83
3921,25.27,25.27
3922,31.36,31.36
3923,37.3,37.3
3924,47.19,47.19
3925,55.71,55.71
3926,65.08,65.08
3927,69.4,69.4
3928,60.77,60.77
3929,65.46,65.46
3930,82.84,82.84
3931,84.13,84.13
3932,41.0,41.0
3933,26.31,26.31
3934,24.74,24.74
3935,20.66,20.66
3936,17.83,17.83
3937,16.29,16.29
3938,17.05,17.05
3939,18.19,18.19
3940,20.53,20.53
3941,24.73,24.73
3942,23.3,23.3
3943,21.14,21.14
3944,20.14,20.14
3945,26.82,26.82
3946,35.91,35.91
3947,47.15,47.15
3948,67.24,67.24
3949,76.03,76.03
3950,86.36,86.36
3951,89.06,89.06
3952,76.03,76.03
3953,74.89,74.89
3954,109.61,109.61
3955,73.29,73.29
3956,37.11,37.11
3957,27.7,27.7
3958,25.56,25.56
3959,20.63,20.63
3960,19.21,19.21
3961,17.24,17.24
3962,17.59,17.59
3963,17.96,17.96
3964,20.82,20.82
3965,21.01,21.01
3966,19.99,19.99
3967,18.12,18.12
3968,18.93,18.93
3969,27.08,27.08
3970,35.58,35.58
3971,46.63,46.63
3972,61.02,61.02
3973,66.86,66.86
3974,73.7,73.7
3975,74.55,74.55
3976,53.81,53.81
3977,44.44,44.44
3978,57.4,57.4
3979,55.73,55.73
3980,32.34,32.34
3981,28.16,28.16
3982,24.87,24.87
3983,24.71,24.71
3984,22.73,22.73
3985,21.14,21.14
3986,21.48,21.48
3987,21.09,21.09
3988,21.1,21.1
3989,18.46,18.46
3990,17.7,17.7
3991,15.65,15.65
3992,16.26,16.26
3993,20.83,20.83
3994,29.42,29.42
3995,39.98,39.98
3996,49.62,49.62
3997,45.67,45.67
3998,51.33,51.33
3999,56.14,56.14
4000,45.4,45.4
4001,41.96,41.96
4002,60.75,60.75
4003,51.81,51.81
4004,33.52,33.52
4005,28.33,28.33
4006,23.46,23.46
4007,21.91,21.91
4008,18.7,18.7
4009,16.99,16.99
4010,15.54,15.54
4011,14.91,14.91
4012,15.43,15.43
4013,14.86,14.86
4014,13.7,13.7
4015,9.2,9.2
4016,11.69,11.69
4017,17.19,17.19
4018,22.1,22.1
4019,26.06,26.06
4020,29.4,29.4
4021,30.31,30.31
4022,34.22,34.22
4023,36.31,36.31
4024,35.71,35.71
4025,36.38,36.38
4026,43.34,43.34
4027,48.64,48.64
4028,31.71,31.71
4029,28.43,28.43
4030,23.83,23.83
4031,21.18,21.18
4032,19.48,19.48
4033,17.38,17.38
4034,16.15,16.15
4035,16.31,16.31
4036,18.74,18.74
4037,18.98,18.98
4038,17.52,17.52
4039,14.4,14.4
4040,14.45,14.45
4041,17.86,17.86
4042,22.84,22.84
4043,26.41,26.41
4044,34.15,34.15
4045,30.49,30.49
4046,30.86,30.86
4047,30.57,30.57
4048,27.39,27.39
4049,26.38,26.38
4050,34.37,34.37
4051,35.76,35.76
4052,26.64,26.64
4053,28.22,28.22
4054,19.71,19.71
4055,21.55,21.55
4056,20.66,20.66
4057,18.76,18.76
4058,18.18,18.18
4059,19.93,19.93
4060,22.23,22.23
4061,22.65,22.65
4062,20.63,20.63
4063,18.1,18.1
4064,17.46,17.46
4065,19.37,19.37
4066,22.98,22.98
4067,26.3,26.3
4068,29.83,29.83
4069,33.15,33.15
4070,35.31,35.31
4071,34.16,34.16
4072,32.71,32.71
4073,30.48,30.48
4074,36.27,36.27
4075,35.76,35.76
4076,28.28,28.28
4077,28.63,28.63
4078,22.51,22.51
4079,23.18,23.18
4080,18.58,18.58
4081,17.31,17.31
4082,16.8,16.8
4083,17.63,17.63
4084,20.26,20.26
4085,24.03,24.03
4086,23.2,23.2
4087,20.97,20.97
4088,20.88,20.88
4089,25.66,25.66
4090,28.23,28.23
4091,31.35,31.35
4092,28.79,28.79
4093,28.02,28.02
4094,23.53,23.53
4095,24.05,24.05
4096,24.13,24.13
4097,23.3,23.3
4098,27.53,27.53
4099,31.61,31.61
4100,26.06,26.06
4101,28.14,28.14
4102,23.21,23.21
4103,20.43,20.43
4104,18.47,18.47
4105,18.85,18.85
4106,19.08,19.08
4107,20.04,20.04
4108,23.14,23.14
4109,23.58,23.58
4110,22.84,22.84
4111,21.07,21.07
4112,22.8,22.8
4113,24.71,24.71
4114,28.28,28.28
4115,29.77,29.77
4116,34.68,34.68
4117,34.41,34.41
4118,35.1,35.1
4119,37.32,37.32
4120,38.8,38.8
4121,32.68,32.68
4122,51.9,51.9
4123,60.54,60.54
4124,44.02,44.02
4125,33.06,33.06
4126,26.8,26.8
4127,25.43,25.43
4128,23.57,23.57
4129,23.19,23.19
4130,23.66,23.66
4131,24.16,24.16
4132,27.41,27.41
4133,30.39,30.39
4134,26.95,26.95
4135,22.72,22.72
4136,21.45,21.45
4137,23.4,23.4
4138,23.51,23.51
4139,27.97,27.97
4140,31.76,31.76
4141,35.57,35.57
4142,40.2,40.2
4143,40.76,40.76
4144,38.32,38.32
4145,37.07,37.07
4146,61.5,61.5
4147,57.79,57.79
4148,36.53,36.53
4149,27.62,27.62
4150,22.85,22.85
4151,19.74,19.74
4152,18.01,18.01
4153,17.37,17.37
4154,16.94,16.94
4155,16.93,16.93
4156,17.15,17.15
4157,18.58,18.58
4158,17.67,17.67
4159,16.17,16.17
4160,15.18,15.18
4161,17.13,17.13
4162,20.27,20.27
4163,24.33,24.33
4164,25.51,25.51
4165,28.08,28.08
4166,35.0,35.0
4167,37.96,37.96
4168,38.74,38.74
4169,45.27,45.27
4170,84.11,84.11
4171,82.15,82.15
4172,35.97,35.97
4173,27.44,27.44
4174,24.05,24.05
4175,18.23,18.23
4176,17.61,17.61
4177,16.31,16.31
4178,15.42,15.42
4179,15.64,15.64
4180,15.4,15.4
4181,15.4,15.4
4182,14.28,14.28
4183,12.83,12.83
4184,15.58,15.58
4185,18.65,18.65
4186,25.87,25.87
4187,32.88,32.88
4188,37.64,37.64
4189,41.2,41.2
4190,46.6,46.6
4191,57.87,57.87
4192,65.0,65.0
4193,74.44,74.44
4194,197.53,197.53
4195,215.18,215.18
4196,59.41,59.41
4197,32.77,32.77
4198,25.29,25.29
4199,20.69,20.69
4200,17.99,17.99
4201,16.95,16.95
4202,16.97,16.97
4203,17.91,17.91
4204,19.48,19.48
4205,20.45,20.45
4206,18.15,18.15
4207,17.66,17.66
4208,18.25,18.25
4209,23.97,23.97
4210,28.73,28.73
4211,35.22,35.22
4212,43.22,43.22
4213,47.67,47.67
4214,60.63,60.63
4215,70.22,70.22
4216,69.61,69.61
4217,70.91,70.91
4218,122.61,122.61
4219,116.23,116.23
4220,39.12,39.12
4221,29.24,29.24
4222,23.36,23.36
4223,17.48,17.48
4224,16.56,16.56
4225,15.0,15.0
4226,14.59,14.59
4227,14.73,14.73
4228,16.47,16.47
4229,17.79,17.79
4230,15.67,15.67
4231,14.57,14.57
4232,13.82,13.82
4233,17.98,17.98
4234,23.27,23.27
4235,27.75,27.75
4236,32.27,32.27
4237,34.54,34.54
4238,38.14,38.14
4239,46.37,46.37
4240,45.53,45.53
4241,46.47,46.47
4242,86.37,86.37
4243,71.15,71.15
4244,31.02,31.02
4245,27.46,27.46
4246,22.44,22.44
4247,19.74,19.74
4248,17.91,17.91
4249,16.5,16.5
4250,16.17,16.17
4251,17.08,17.08
4252,18.69,18.69
4253,19.7,19.7
4254,19.25,19.25
4255,18.45,18.45
4256,18.91,18.91
4257,26.77,26.77
4258,33.03,33.03
4259,40.15,40.15
4260,50.54,50.54
4261,61.76,61.76
4262,63.74,63.74
4263,65.02,65.02
4264,60.37,60.37
4265,59.72,59.72
4266,149.54,149.54
4267,136.17,136.17
4268,59.01,59.01
4269,34.95,34.95
4270,28.52,28.52
4271,27.74,27.74
4272,24.72,24.72
4273,22.59,22.59
4274,22.41,22.41
4275,23.87,23.87
4276,25.6,25.6
4277,26.14,26.14
4278,24.54,24.54
4279,21.78,21.78
4280,21.19,21.19
4281,27.9,27.9
4282,33.47,33.47
4283,40.86,40.86
4284,51.99,51.99
4285,55.2,55.2
4286,55.97,55.97
4287,53.17,53.17
4288,42.96,42.96
4289,43.21,43.21
4290,59.27,59.27
4291,50.3,50.3
4292,31.79,31.79
4293,28.44,28.44
4294,22.03,22.03
4295,19.96,19.96
4296,18.42,18.42
4297,17.02,17.02
4298,15.86,15.86
4299,15.36,15.36
4300,17.04,17.04
4301,16.91,16.91
4302,15.89,15.89
4303,14.53,14.53
4304,14.75,14.75
4305,17.94,17.94
4306,22.23,22.23
4307,28.0,28.0
4308,32.84,32.84
4309,36.32,36.32
4310,41.87,41.87
4311,40.15,40.15
4312,36.77,36.77
4313,29.75,29.75
4314,44.48,44.48
4315,36.72,36.72
4316,25.78,25.78
4317,24.06,24.06
4318,19.11,19.11
4319,20.79,20.79
4320,17.8,17.8
4321,16.16,16.16
4322,14.81,14.81
4323,15.25,15.25
4324,16.29,16.29
4325,17.29,17.29
4326,16.61,16.61
4327,14.63,14.63
4328,15.41,15.41
4329,18.71,18.71
4330,23.5,23.5
4331,29.71,29.71
4332,36.06,36.06
4333,34.39,34.39
4334,36.59,36.59
4335,36.34,36.34
4336,33.06,33.06
4337,32.99,32.99
4338,43.23,43.23
4339,54.43,54.43
4340,33.03,33.03
4341,28.34,28.34
4342,23.41,23.41
4343,19.18,19.18
4344,18.08,18.08
4345,17.61,17.61
4346,17.67,17.67
4347,17.37,17.37
4348,18.61,18.61
4349,18.26,18.26
4350,15.81,15.81
4351,15.2,15.2
4352,16.5,16.5
4353,19.83,19.83
4354,23.17,23.17
4355,28.88,28.88
4356,31.88,31.88
4357,34.54,34.54
4358,37.77,37.77
4359,39.08,39.08
4360,39.3,39.3
4361,37.43,37.43
4362,63.14,63.14
4363,71.21,71.21
4364,37.83,37.83
4365,24.83,24.83
4366,19.56,19.56
4367,20.6,20.6
4368,18.63,18.63
4369,17.21,17.21
4370,16.9,16.9
4371,16.91,16.91
4372,17.32,17.32
4373,18.19,18.19
4374,17.1,17.1
4375,14.1,14.1
4376,14.95,14.95
4377,19.1,19.1
4378,24.03,24.03
4379,29.55,29.55
4380,35.4,35.4
4381,39.42,39.42
4382,41.28,41.28
4383,40.49,40.49
4384,36.89,36.89
4385,35.46,35.46
4386,41.27,41.27
4387,46.66,46.66
4388,31.7,31.7
4389,27.42,27.42
4390,21.52,21.52
4391,19.78,19.78
4392,17.56,17.56
4393,17.51,17.51
4394,16.62,16.62
4395,15.84,15.84
4396,17.54,17.54
4397,15.5,15.5
4398,13.17,13.17
4399,11.06,11.06
4400,12.76,12.76
4401,16.93,16.93
4402,20.71,20.71
4403,28.55,28.55
4404,33.73,33.73
4405,37.57,37.57
4406,44.68,44.68
4407,44.73,44.73
4408,42.24,42.24
4409,35.42,35.42
4410,49.08,49.08
4411,50.43,50.43
4412,32.64,32.64
4413,25.8,25.8
4414,22.31,22.31
4415,19.02,19.02
4416,16.17,16.17
4417,15.25,15.25
4418,14.87,14.87
4419,14.9,14.9
4420,16.05,16.05
4421,16.43,16.43
4422,13.78,13.78
4423,11.09,11.09
4424,11.25,11.25
4425,14.65,14.65
4426,22.43,22.43
4427,28.51,28.51
4428,34.94,34.94
4429,36.88,36.88
4430,35.77,35.77
4431,33.87,33.87
4432,31.9,31.9
4433,31.49,31.49
4434,47.45,47.45
4435,44.77,44.77
4436,27.67,27.67
4437,26.04,26.04
4438,20.92,20.92
4439,18.25,18.25
4440,15.74,15.74
4441,13.84,13.84
4442,12.69,12.69
4443,12.53,12.53
4444,13.24,13.24
4445,12.61,12.61
4446,11.44,11.44
4447,9.0,9.0
4448,8.73,8.73
4449,12.35,12.35
4450,19.08,19.08
4451,22.3,22.3
4452,27.45,27.45
4453,28.36,28.36
4454,30.1,30.1
4455,34.99,34.99
4456,35.12,35.12
4457,38.43,38.43
4458,77.0,77.0
4459,75.2,75.2
4460,37.83,37.83
4461,28.47,28.47
4462,22.24,22.24
4463,27.71,27.71
4464,23.01,23.01
4465,19.64,19.64
4466,18.93,18.93
4467,18.68,18.68
4468,19.99,19.99
4469,19.38,19.38
4470,17.1,17.1
4471,14.04,14.04
4472,13.6,13.6
4473,16.53,16.53
4474,21.34,21.34
4475,26.2,26.2
4476,30.61,30.61
4477,33.82,33.82
4478,31.75,31.75
4479,33.1,33.1
4480,32.11,32.11
4481,29.6,29.6
4482,38.64,38.64
4483,45.12,45.12
4484,32.87,32.87
4485,33.94,33.94
4486,27.85,27.85
4487,23.47,23.47
4488,22.88,22.88
4489,21.72,21.72
4490,20.56,20.56
4491,19.93,19.93
4492,23.01,23.01
4493,21.99,21.99
4494,18.16,18.16
4495,16.21,16.21
4496,17.96,17.96
4497,17.4,17.4
4498,20.97,20.97
4499,24.71,24.71
4500,32.17,32.17
4501,34.56,34.56
4502,35.14,35.14
4503,35.73,35.73
4504,30.85,30.85
4505,32.13,32.13
4506,52.89,52.89
4507,40.67,40.67
4508,28.08,28.08
4509,20.88,20.88
4510,18.2,18.2
4511,19.01,19.01
4512,16.75,16.75
4513,15.36,15.36
4514,14.87,14.87
4515,13.79,13.79
4516,13.95,13.95
4517,13.22,13.22
4518,11.12,11.12
4519,8.32,8.32
4520,9.07,9.07
4521,12.07,12.07
4522,14.96,14.96
4523,17.5,17.5
4524,20.74,20.74
4525,22.48,22.48
4526,23.43,23.43
4527,26.34,26.34
4528,27.06,27.06
4529,28.11,28.11
4530,34.34,34.34
4531,35.05,35.05
4532,24.81,24.81
4533,19.2,19.2
4534,17.96,17.96
4535,20.09,20.09
4536,18.36,18.36
4537,18.46,18.46
4538,19.18,19.18
4539,21.26,21.26
4540,24.44,24.44
4541,20.0,20.0
4542,16.89,16.89
4543,12.74,12.74
4544,12.77,12.77
4545,14.16,14.16
4546,13.86,13.86
4547,14.39,14.39
4548,15.38,15.38
4549,16.15,16.15
4550,17.23,17.23
4551,17.89,17.89
4552,18.78,18.78
4553,18.63,18.63
4554,18.72,18.72
4555,25.72,25.72
4556,23.39,23.39
4557,27.5,27.5
4558,21.1,21.1
4559,21.5,21.5
4560,17.68,17.68
4561,16.77,16.77
4562,15.86,15.86
4563,16.15,16.15
4564,17.23,17.23
4565,16.77,16.77
4566,13.62,13.62
4567,10.55,10.55
4568,10.72,10.72
4569,12.33,12.33
4570,15.35,15.35
4571,18.23,18.23
4572,23.53,23.53
4573,25.42,25.42
4574,28.01,28.01
4575,37.1,37.1
4576,32.82,32.82
4577,35.06,35.06
4578,88.59,88.59
4579,81.47,81.47
4580,37.2,37.2
4581,32.21,32.21
4582,23.2,23.2
4583,17.5,17.5
4584,15.27,15.27
4585,13.47,13.47
4586,12.4,12.4
4587,12.79,12.79
4588,13.86,13.86
4589,12.58,12.58
4590,11.06,11.06
4591,9.4,9.4
4592,10.9,10.9
4593,14.24,14.24
4594,17.81,17.81
4595,25.0,25.0
4596,27.8,27.8
4597,30.07,30.07
4598,30.86,30.86
4599,38.35,38.35
4600,34.47,34.47
4601,33.82,33.82
4602,70.41,70.41
4603,62.59,62.59
4604,30.63,30.63
4605,27.13,27.13
4606,22.97,22.97
4607,18.97,18.97
4608,16.09,16.09
4609,15.1,15.1
4610,14.63,14.63
4611,14.91,14.91
4612,16.47,16.47
4613,15.97,15.97
4614,13.01,13.01
4615,11.37,11.37
4616,12.63,12.63
4617,15.6,15.6
4618,22.48,22.48
4619,29.19,29.19
4620,28.43,28.43
4621,29.46,29.46
4622,30.37,30.37
4623,32.88,32.88
4624,34.05,34.05
4625,35.88,35.88
4626,60.18,60.18
4627,63.57,63.57
4628,33.0,33.0
4629,25.2,25.2
4630,20.39,20.39
4631,17.35,17.35
4632,14.57,14.57
4633,13.6,13.6
4634,13.32,13.32
4635,13.81,13.81
4636,14.85,14.85
4637,14.11,14.11
4638,12.51,12.51
4639,11.12,11.12
4640,12.91,12.91
4641,16.52,16.52
4642,21.58,21.58
4643,26.16,26.16
4644,28.08,28.08
4645,28.27,28.27
4646,29.99,29.99
4647,33.61,33.61
4648,29.5,29.5
4649,28.29,28.29
4650,35.95,35.95
4651,34.73,34.73
4652,24.47,24.47
4653,21.35,21.35
4654,17.66,17.66
4655,14.27,14.27
4656,13.11,13.11
4657,12.99,12.99
4658,13.73,13.73
4659,14.31,14.31
4660,14.91,14.91
4661,14.72,14.72
4662,11.99,11.99
4663,8.8,8.8
4664,9.8,9.8
4665,13.72,13.72
4666,18.31,18.31
4667,23.23,23.23
4668,25.11,25.11
4669,25.79,25.79
4670,26.99,26.99
4671,26.55,26.55
4672,23.86,23.86
4673,22.82,22.82
4674,28.63,28.63
4675,25.58,25.58
4676,21.5,21.5
4677,18.81,18.81
4678,16.55,16.55
4679,14.43,14.43
4680,12.95,12.95
4681,12.01,12.01
4682,11.85,11.85
4683,12.38,12.38
4684,13.39,13.39
4685,13.02,13.02
4686,10.7,10.7
4687,5.72,5.72
4688,8.1,8.1
4689,11.84,11.84
4690,15.29,15.29
4691,18.37,18.37
4692,20.2,20.2
4693,20.88,20.88
4694,21.82,21.82
4695,23.93,23.93
4696,23.7,23.7
4697,26.91,26.91
4698,34.33,34.33
4699,34.68,34.68
4700,23.64,23.64
4701,19.28,19.28
4702,15.18,15.18
4703,14.27,14.27
4704,12.42,12.42
4705,11.79,11.79
4706,11.69,11.69
4707,11.96,11.96
4708,13.37,13.37
4709,13.39,13.39
4710,11.96,11.96
4711,11.02,11.02
4712,10.2,10.2
4713,12.17,12.17
4714,15.88,15.88
4715,19.24,19.24
4716,21.61,21.61
4717,23.5,23.5
4718,24.96,24.96
4719,27.09,27.09
4720,28.09,28.09
4721,28.94,28.94
4722,44.71,44.71
4723,39.5,39.5
4724,23.81,23.81
4725,19.44,19.44
4726,15.55,15.55
4727,13.62,13.62
4728,12.58,12.58
4729,11.79,11.79
4730,11.94,11.94
4731,12.46,12.46
4732,13.71,13.71
4733,15.09,15.09
4734,12.37,12.37
4735,10.46,10.46
4736,9.75,9.75
4737,13.67,13.67
4738,18.41,18.41
4739,24.83,24.83
4740,28.5,28.5
4741,29.89,29.89
4742,34.91,34.91
4743,37.29,37.29
4744,38.88,38.88
4745,42.21,42.21
4746,81.6,81.6
4747,60.42,60.42
4748,28.92,28.92
4749,23.7,23.7
4750,18.05,18.05
4751,18.03,18.03
4752,16.05,16.05
4753,14.39,14.39
4754,14.38,14.38
4755,16.33,16.33
4756,18.65,18.65
4757,19.18,19.18
4758,18.67,18.67
4759,16.59,16.59
4760,15.77,15.77
4761,19.02,19.02
4762,25.01,25.01
4763,31.01,31.01
4764,38.29,38.29
4765,42.15,42.15
4766,42.27,42.27
4767,48.27,48.27
4768,47.91,47.91
4769,42.34,42.34
4770,67.37,67.37
4771,66.08,66.08
4772,32.24,32.24
4773,25.81,25.81
4774,21.14,21.14
4775,23.77,23.77
4776,21.51,21.51
4777,19.6,19.6
4778,18.36,18.36
4779,18.76,18.76
4780,21.37,21.37
4781,23.67,23.67
4782,21.36,21.36
4783,17.96,17.96
4784,16.8,16.8
4785,18.53,18.53
4786,21.21,21.21
4787,22.68,22.68
4788,25.14,25.14
4789,23.28,23.28
4790,25.49,25.49
4791,25.44,25.44
4792,25.0,25.0
4793,25.43,25.43
4794,43.04,43.04
4795,45.63,45.63
4796,27.13,27.13
4797,22.03,22.03
4798,20.16,20.16
4799,18.97,18.97
4800,17.32,17.32
4801,15.23,15.23
4802,14.88,14.88
4803,15.29,15.29
4804,17.05,17.05
4805,17.34,17.34
4806,16.39,16.39
4807,14.19,14.19
4808,13.61,13.61
4809,15.18,15.18
4810,18.61,18.61
4811,22.01,22.01
4812,24.36,24.36
4813,25.67,25.67
4814,27.97,27.97
4815,30.03,30.03
4816,31.72,31.72
4817,30.64,30.64
4818,49.18,49.18
4819,44.87,44.87
4820,24.63,24.63
4821,22.01,22.01
4822,18.64,18.64
4823,15.35,15.35
4824,13.51,13.51
4825,11.69,11.69
4826,11.36,11.36
4827,11.16,11.16
4828,12.34,12.34
4829,15.07,15.07
4830,13.1,13.1
4831,9.83,9.83
4832,9.63,9.63
4833,13.16,13.16
4834,17.88,17.88
4835,25.66,25.66
4836,27.46,27.46
4837,28.26,28.26
4838,30.63,30.63
4839,33.32,33.32
4840,35.15,35.15
4841,35.3,35.3
4842,46.96,46.96
4843,53.96,53.96
4844,28.89,28.89
4845,21.65,21.65
4846,21.5,21.5
4847,18.61,18.61
4848,18.1,18.1
4849,16.67,16.67
4850,16.49,16.49
4851,16.24,16.24
4852,15.71,15.71
4853,17.11,17.11
4854,15.48,15.48
4855,13.3,13.3
4856,14.95,14.95
4857,18.1,18.1
4858,19.77,19.77
4859,21.21,21.21
4860,23.61,23.61
4861,23.54,23.54
4862,25.05,25.05
4863,24.93,24.93
4864,25.61,25.61
4865,28.82,28.82
4866,43.5,43.5
4867,45.59,45.59
4868,30.37,30.37
4869,21.59,21.59
4870,20.81,20.81
4871,17.54,17.54
4872,16.61,16.61
4873,16.43,16.43
4874,15.9,15.9
4875,15.82,15.82
4876,16.89,16.89
4877,20.5,20.5
4878,19.77,19.77
4879,17.75,17.75
4880,18.39,18.39
4881,23.48,23.48
4882,25.89,25.89
4883,26.71,26.71
4884,26.26,26.26
4885,23.74,23.74
4886,23.56,23.56
4887,24.14,24.14
4888,24.96,24.96
4889,26.6,26.6
4890,26.06,26.06
4891,36.45,36.45
4892,29.28,29.28
4893,21.36,21.36
4894,19.64,19.64
4895,21.16,21.16
4896,19.64,19.64
4897,17.96,17.96
4898,17.24,17.24
4899,17.92,17.92
4900,19.32,19.32
4901,21.8,21.8
4902,19.46,19.46
4903,17.15,17.15
4904,16.98,16.98
4905,18.2,18.2
4906,19.12,19.12
4907,20.62,20.62
4908,21.42,21.42
4909,22.52,22.52
4910,23.06,23.06
4911,23.28,23.28
4912,22.78,22.78
4913,26.01,26.01
4914,36.92,36.92
4915,44.24,44.24
4916,29.91,29.91
4917,23.52,23.52
4918,20.77,20.77
4919,20.59,20.59
4920,18.17,18.17
4921,17.95,17.95
4922,17.76,17.76
4923,18.15,18.15
4924,20.11,20.11
4925,24.01,24.01
4926,22.69,22.69
4927,17.58,17.58
4928,17.7,17.7
