hour,price_import,price_export
2387,17.45,17.45
2388,20.51,20.51
2389,24.7,24.7
2390,27.99,27.99
2391,30.51,30.51
2392,34.25,34.25
2393,37.55,37.55
2394,64.59,64.59
2395,55.07,55.07
2396,29.94,29.94
2397,22.74,22.74
2398,21.67,21.67
2399,32.85,32.85
2400,21.59,21.59
2401,17.26,17.26
2402,14.36,14.36
2403,11.08,11.08
2404,13.9,13.9
2405,17.31,17.31
2406,16.58,16.58
2407,13.06,13.06
2408,11.48,11.48
2409,9.94,9.94
2410,10.66,10.66
2411,10.73,10.73
2412,11.21,11.21
2413,11.29,11.29
2414,11.09,11.09
2415,15.09,15.09
2416,16.88,16.88
2417,16.43,16.43
2418,48.83,48.83
2419,85.75,85.75
2420,43.85,43.85
2421,26.96,26.96
2422,24.15,24.15
2423,17.12,17.12
2424,14.88,14.88
2425,14.28,14.28
2426,14.87,14.87
2427,15.04,15.04
2428,17.5,17.5
2429,27.23,27.23
2430,21.71,21.71
2431,10.79,10.79
2432,7.94,7.94
2433,8.71,8.71
2434,9.97,9.97
2435,11.88,11.88
2436,14.13,14.13
2437,15.51,15.51
2438,16.53,16.53
2439,18.11,18.11
2440,22.37,22.37
2441,53.88,53.88
2442,230.6,230.6
2443,120.38,120.38
2444,31.1,31.1
2445,16.85,16.85
2446,13.5,13.5
2447,11.99,11.99
2448,9.88,9.88
2449,7.03,7.03
2450,6.85,6.85
2451,7.81,7.81
2452,10.87,10.87
2453,20.05,20.05
2454,18.18,18.18
2455,10.96,10.96
2456,8.99,8.99
2457,7.44,7.44
2458,7.85,7.85
2459,9.13,9.13
2460,11.55,11.55
2461,13.69,13.69
2462,15.97,15.97
2463,18.64,18.64
2464,18.89,18.89
2465,19.76,19.76
2466,32.43,32.43
2467,27.42,27.42
2468,19.05,19.05
2469,15.75,15.75
2470,11.6,11.6
2471,11.31,11.31
2472,8.63,8.63
2473,7.23,7.23
2474,6.52,6.52
2475,6.35,6.35
2476,6.74,6.74
2477,8.52,8.52
2478,8.75,8.75
2479,7.54,7.54
2480,5.46,5.46
2481,5.74,5.74
2482,6.5,6.5
2483,7.94,7.94
2484,9.36,9.36
2485,10.79,10.79
2486,13.55,13.55
2487,16.49,16.49
2488,19.74,19.74
2489,21.06,21.06
2490,31.26,31.26
2491,24.66,24.66
2492,16.31,16.31
2493,13.23,13.23
2494,12.24,12.24
2495,7.16,7.16
2496,5.38,5.38
2497,3.1,3.1
2498,2.58,2.58
2499,2.17,2.17
2500,4.09,4.09
2501,7.82,7.82
2502,8.66,8.66
2503,6.44,6.44
2504,5.42,5.42
2505,7.51,7.51
2506,11.12,11.12
2507,14.91,14.91
2508,12.83,12.83
2509,14.52,14.52
2510,16.76,16.76
2511,16.47,16.47
2512,27.17,27.17
2513,44.01,44.01
2514,84.4,84.4
2515,40.3,40.3
2516,20.0,20.0
2517,13.57,13.57
2518,9.27,9.27
2519,8.28,8.28
2520,5.62,5.62
2521,3.99,3.99
2522,4.41,4.41
2523,5.77,5.77
2524,9.7,9.7
2525,17.71,17.71
2526,16.8,16.8
2527,12.36,12.36
2528,10.62,10.62
2529,10.98,10.98
2530,12.58,12.58
2531,13.31,13.31
2532,15.29,15.29
2533,15.72,15.72
2534,15.2,15.2
2535,21.42,21.42
2536,19.31,19.31
2537,19.18,19.18
2538,21.19,21.19
2539,18.46,18.46
2540,14.07,14.07
2541,10.37,10.37
2542,8.54,8.54
2543,8.31,8.31
2544,7.21,7.21
2545,7.18,7.18
2546,6.97,6.97
2547,9.26,9.26
2548,12.73,12.73
2549,15.61,15.61
2550,15.37,15.37
2551,11.18,11.18
2552,9.02,9.02
2553,8.6,8.6
2554,10.56,10.56
2555,13.46,13.46
2556,18.04,18.04
2557,17.24,17.24
2558,19.43,19.43
2559,27.07,27.07
2560,37.84,37.84
2561,81.84,81.84
2562,272.84,272.84
2563,212.03,212.03
2564,88.38,88.38
2565,33.34,33.34
2566,23.16,23.16
2567,18.36,18.36
2568,15.88,15.88
2569,14.34,14.34
2570,13.59,13.59
2571,14.15,14.15
2572,15.4,15.4
2573,21.22,21.22
2574,22.6,22.6
2575,22.78,22.78
2576,25.05,25.05
2577,28.02,28.02
2578,29.9,29.9
2579,32.97,32.97
2580,49.34,49.34
2581,52.09,52.09
2582,62.4,62.4
2583,110.01,110.01
2584,129.93,129.93
2585,131.45,131.45
2586,246.45,246.45
2587,151.85,151.85
2588,29.34,29.34
2589,18.19,18.19
2590,13.15,13.15
2591,10.32,10.32
2592,6.71,6.71
2593,3.45,3.45
2594,4.7,4.7
2595,7.88,7.88
2596,10.97,10.97
2597,17.35,17.35
2598,17.09,17.09
2599,15.08,15.08
2600,13.01,13.01
2601,13.94,13.94
2602,16.45,16.45
2603,18.61,18.61
2604,22.67,22.67
2605,27.17,27.17
2606,33.03,33.03
2607,35.09,35.09
2608,29.22,29.22
2609,31.66,31.66
2610,52.79,52.79
2611,38.94,38.94
2612,24.92,24.92
2613,19.79,19.79
2614,14.64,14.64
2615,11.39,11.39
2616,9.49,9.49
2617,8.49,8.49
2618,8.86,8.86
2619,9.99,9.99
2620,12.01,12.01
2621,20.07,20.07
2622,17.74,17.74
2623,15.82,15.82
2624,16.72,16.72
2625,19.02,19.02
2626,19.37,19.37
2627,21.32,21.32
2628,23.21,23.21
2629,26.9,26.9
2630,32.69,32.69
2631,38.1,38.1
2632,40.42,40.42
2633,38.47,38.47
2634,61.25,61.25
2635,55.12,55.12
2636,33.23,33.23
2637,32.73,32.73
2638,22.4,22.4
2639,29.64,29.64
2640,20.64,20.64
2641,18.17,18.17
2642,17.35,17.35
2643,14.9,14.9
2644,15.53,15.53
2645,14.85,14.85
2646,13.33,13.33
2647,13.01,13.01
2648,13.71,13.71
2649,14.33,14.33
2650,14.87,14.87
2651,15.33,15.33
2652,15.88,15.88
2653,16.21,16.21
2654,17.14,17.14
2655,18.85,18.85
2656,22.5,22.5
2657,20.76,20.76
2658,24.77,24.77
2659,29.72,29.72
2660,23.91,23.91
2661,25.91,25.91
2662,19.46,19.46
2663,22.06,22.06
2664,19.71,19.71
2665,17.9,17.9
2666,16.64,16.64
2667,16.41,16.41
2668,15.99,15.99
2669,17.29,17.29
2670,20.96,20.96
2671,18.65,18.65
2672,16.17,16.17
2673,13.92,13.92
2674,13.59,13.59
2675,12.47,12.47
2676,10.04,10.04
2677,10.14,10.14
2678,10.85,10.85
2679,12.58,12.58
2680,15.65,15.65
2681,21.88,21.88
2682,59.41,59.41
2683,75.39,75.39
2684,45.24,45.24
2685,27.12,27.12
2686,24.63,24.63
2687,25.1,25.1
2688,19.18,19.18
2689,18.84,18.84
2690,18.87,18.87
2691,18.73,18.73
2692,26.28,26.28
2693,46.37,46.37
2694,31.14,31.14
2695,13.05,13.05
2696,8.72,8.72
2697,6.88,6.88
2698,7.41,7.41
2699,7.72,7.72
2700,7.88,7.88
2701,8.41,8.41
2702,8.57,8.57
2703,9.16,9.16
2704,9.72,9.72
2705,15.55,15.55
2706,28.46,28.46
2707,33.27,33.27
2708,17.56,17.56
2709,12.63,12.63
2710,10.87,10.87
2711,9.0,9.0
2712,6.47,6.47
2713,3.2,3.2
2714,1.67,1.67
2715,3.63,3.63
2716,9.89,9.89
2717,13.34,13.34
2718,13.2,13.2
2719,6.75,6.75
2720,5.99,5.99
2721,5.59,5.59
2722,6.67,6.67
2723,8.04,8.04
2724,9.87,9.87
2725,11.23,11.23
2726,13.24,13.24
2727,13.98,13.98
2728,15.88,15.88
2729,23.54,23.54
2730,55.8,55.8
2731,37.12,37.12
2732,22.23,22.23
2733,16.17,16.17
2734,14.51,14.51
2735,13.43,13.43
2736,12.6,12.6
2737,11.91,11.91
2738,14.69,14.69
2739,15.74,15.74
2740,23.75,23.75
2741,38.69,38.69
2742,32.07,32.07
2743,23.15,23.15
2744,19.11,19.11
2745,22.39,22.39
2746,22.81,22.81
2747,22.81,22.81
2748,23.93,23.93
2749,23.33,23.33
2750,26.43,26.43
2751,30.8,30.8
2752,39.19,39.19
2753,47.76,47.76
2754,96.8,96.8
2755,58.27,58.27
2756,26.68,26.68
2757,22.04,22.04
2758,16.84,16.84
2759,11.95,11.95
2760,8.83,8.83
2761,7.07,7.07
2762,6.96,6.96
2763,8.33,8.33
2764,11.08,11.08
2765,19.57,19.57
2766,18.12,18.12
2767,13.72,13.72
2768,12.2,12.2
2769,10.82,10.82
2770,13.91,13.91
2771,14.59,14.59
2772,16.45,16.45
2773,17.73,17.73
2774,23.95,23.95
2775,22.41,22.41
2776,24.52,24.52
2777,24.29,24.29
2778,31.42,31.42
2779,30.78,30.78
2780,21.98,21.98
2781,16.41,16.41
2782,17.0,17.0
2783,13.76,13.76
2784,11.09,11.09
2785,11.2,11.2
2786,12.27,12.27
2787,14.4,14.4
2788,18.49,18.49
2789,33.4,33.4
2790,24.67,24.67
2791,17.81,17.81
2792,12.26,12.26
2793,14.14,14.14
2794,15.89,15.89
2795,18.75,18.75
2796,21.4,21.4
2797,22.41,22.41
2798,23.46,23.46
2799,23.95,23.95
2800,23.17,23.17
2801,27.37,27.37
2802,84.0,84.0
2803,83.16,83.16
2804,34.33,34.33
2805,22.63,22.63
2806,16.75,16.75
2807,14.04,14.04
2808,10.46,10.46
2809,8.39,8.39
2810,9.16,9.16
2811,8.79,8.79
2812,10.96,10.96
2813,16.5,16.5
2814,14.61,14.61
2815,13.71,13.71
2816,13.2,13.2
2817,16.15,16.15
2818,18.76,18.76
2819,19.15,19.15
2820,19.68,19.68
2821,20.64,20.64
2822,21.56,21.56
2823,23.2,23.2
2824,22.51,22.51
2825,24.0,24.0
2826,41.63,41.63
2827,42.85,42.85
2828,25.91,25.91
2829,20.07,20.07
2830,19.0,19.0
2831,17.07,17.07
2832,16.31,16.31
2833,16.51,16.51
2834,16.38,16.38
2835,15.94,15.94
2836,17.11,17.11
2837,25.88,25.88
2838,21.06,21.06
2839,13.96,13.96
2840,13.14,13.14
2841,13.45,13.45
2842,16.02,16.02
2843,19.01,19.01
2844,19.72,19.72
2845,20.01,20.01
2846,27.0,27.0
2847,30.7,30.7
2848,36.69,36.69
2849,100.03,100.03
2850,597.65,597.65
2851,590.07,590.07
2852,219.35,219.35
2853,42.56,42.56
2854,20.84,20.84
2855,24.41,24.41
2856,18.7,18.7
2857,17.06,17.06
2858,16.73,16.73
2859,19.54,19.54
2860,23.58,23.58
2861,41.04,41.04
2862,32.69,32.69
2863,17.61,17.61
2864,14.55,14.55
2865,14.99,14.99
2866,16.49,16.49
2867,17.75,17.75
2868,22.51,22.51
2869,24.39,24.39
2870,28.51,28.51
2871,31.97,31.97
2872,33.29,33.29
2873,52.12,52.12
2874,217.72,217.72
2875,128.21,128.21
2876,26.03,26.03
2877,16.38,16.38
2878,12.04,12.04
2879,11.29,11.29
2880,8.73,8.73
2881,6.99,6.99
2882,6.36,6.36
2883,7.31,7.31
2884,9.64,9.64
2885,14.94,14.94
2886,14.52,14.52
2887,13.11,13.11
2888,12.43,12.43
2889,13.81,13.81
2890,18.05,18.05
2891,20.61,20.61
2892,22.71,22.71
2893,25.82,25.82
2894,28.74,28.74
2895,32.12,32.12
2896,36.06,36.06
2897,37.59,37.59
2898,137.5,137.5
2899,97.5,97.5
2900,24.77,24.77
2901,19.3,19.3
2902,15.81,15.81
2903,11.76,11.76
2904,10.0,10.0
2905,9.43,9.43
2906,9.07,9.07
2907,9.87,9.87
2908,12.64,12.64
2909,17.2,17.2
2910,15.45,15.45
2911,12.27,12.27
2912,13.31,13.31
2913,14.08,14.08
2914,15.33,15.33
2915,16.52,16.52
2916,17.1,17.1
2917,18.09,18.09
2918,19.44,19.44
2919,22.14,22.14
2920,20.97,20.97
2921,21.09,21.09
2922,34.3,34.3
2923,39.31,39.31
2924,28.25,28.25
2925,23.91,23.91
2926,16.37,16.37
2927,15.75,15.75
2928,15.43,15.43
2929,14.67,14.67
2930,12.79,12.79
2931,13.16,13.16
2932,16.44,16.44
2933,26.45,26.45
2934,21.86,21.86
2935,15.54,15.54
2936,14.98,14.98
2937,16.36,16.36
2938,16.45,16.45
2939,19.96,19.96
2940,24.23,24.23
2941,23.33,23.33
2942,29.18,29.18
2943,44.04,44.04
2944,58.79,58.79
2945,75.29,75.29
2946,498.77,498.77
2947,384.08,384.08
2948,79.74,79.74
2949,31.49,31.49
2950,20.24,20.24
2951,17.92,17.92
2952,16.35,16.35
2953,16.38,16.38
2954,18.43,18.43
2955,26.46,26.46
2956,36.81,36.81
2957,78.17,78.17
2958,64.51,64.51
2959,55.08,55.08
2960,35.49,35.49
2961,34.45,34.45
2962,24.8,24.8
2963,22.05,22.05
2964,22.25,22.25
2965,19.43,19.43
2966,18.12,18.12
2967,21.52,21.52
2968,20.04,20.04
2969,26.8,26.8
2970,71.04,71.04
2971,88.99,88.99
2972,47.07,47.07
2973,27.97,27.97
2974,19.76,19.76
2975,13.61,13.61
2976,10.42,10.42
2977,10.15,10.15
2978,10.59,10.59
2979,10.98,10.98
2980,12.76,12.76
2981,13.57,13.57
2982,13.92,13.92
2983,11.49,11.49
2984,10.43,10.43
2985,10.73,10.73
2986,11.94,11.94
2987,12.71,12.71
2988,14.77,14.77
2989,14.85,14.85
2990,15.72,15.72
2991,19.82,19.82
2992,23.86,23.86
2993,27.44,27.44
2994,51.03,51.03
2995,60.1,60.1
2996,41.58,41.58
2997,31.58,31.58
2998,20.39,20.39
2999,17.13,17.13
3000,16.52,16.52
3001,16.45,16.45
3002,17.55,17.55
3003,19.88,19.88
3004,21.4,21.4
3005,24.74,24.74
3006,23.0,23.0
3007,17.48,17.48
3008,18.83,18.83
3009,18.57,18.57
3010,17.51,17.51
3011,17.01,17.01
3012,18.0,18.0
3013,17.18,17.18
3014,20.59,20.59
3015,22.38,22.38
3016,27.06,27.06
3017,36.63,36.63
3018,57.25,57.25
3019,58.86,58.86
3020,25.86,25.86
3021,15.8,15.8
3022,12.47,12.47
3023,9.72,9.72
3024,8.52,8.52
3025,7.44,7.44
3026,6.51,6.51
3027,7.19,7.19
3028,10.16,10.16
3029,13.45,13.45
3030,15.84,15.84
3031,10.22,10.22
3032,9.92,9.92
3033,11.61,11.61
3034,14.45,14.45
3035,16.93,16.93
3036,18.68,18.68
3037,18.29,18.29
3038,20.52,20.52
3039,25.03,25.03
3040,29.58,29.58
3041,31.53,31.53
3042,50.26,50.26
3043,68.16,68.16
3044,36.63,36.63
3045,29.52,29.52
3046,16.53,16.53
3047,13.04,13.04
3048,11.55,11.55
3049,10.86,10.86
3050,11.55,11.55
3051,14.78,14.78
3052,21.63,21.63
3053,34.46,34.46
3054,32.44,32.44
3055,21.78,21.78
3056,19.84,19.84
3057,21.96,21.96
3058,26.15,26.15
3059,30.74,30.74
3060,39.77,39.77
3061,38.68,38.68
3062,42.35,42.35
3063,43.6,43.6
3064,47.67,47.67
3065,43.8,43.8
3066,123.54,123.54
3067,79.27,79.27
3068,23.01,23.01
3069,16.2,16.2
3070,16.28,16.28
3071,12.7,12.7
3072,10.92,10.92
3073,9.16,9.16
3074,8.14,8.14
3075,9.05,9.05
3076,12.1,12.1
3077,14.96,14.96
3078,14.95,14.95
3079,12.18,12.18
3080,13.23,13.23
3081,15.97,15.97
3082,18.41,18.41
3083,24.85,24.85
3084,37.68,37.68
3085,47.6,47.6
3086,78.89,78.89
3087,240.34,240.34
3088,704.77,704.77
3089,898.97,898.97
3090,2215.08,2215.08
3091,1898.15,1898.15
3092,209.84,209.84
3093,64.25,64.25
3094,25.6,25.6
3095,18.87,18.87
3096,16.12,16.12
3097,15.63,15.63
3098,15.18,15.18
3099,16.33,16.33
3100,18.97,18.97
3101,25.45,25.45
3102,19.48,19.48
3103,15.59,15.59
3104,13.89,13.89
3105,17.15,17.15
3106,20.99,20.99
3107,26.3,26.3
3108,39.63,39.63
3109,41.56,41.56
3110,56.73,56.73
3111,56.07,56.07
3112,52.68,52.68
3113,41.25,41.25
3114,48.27,48.27
3115,41.74,41.74
3116,24.61,24.61
3117,17.98,17.98
3118,15.29,15.29
3119,13.87,13.87
3120,13.02,13.02
3121,12.78,12.78
3122,16.31,16.31
3123,18.23,18.23
3124,19.94,19.94
3125,20.95,20.95
3126,16.06,16.06
3127,11.73,11.73
3128,10.6,10.6
3129,10.35,10.35
3130,12.46,12.46
3131,14.48,14.48
3132,16.2,16.2
3133,17.74,17.74
3134,20.83,20.83
3135,32.4,32.4
3136,33.63,33.63
3137,43.54,43.54
3138,91.27,91.27
3139,86.46,86.46
3140,56.4,56.4
3141,33.46,33.46
3142,26.02,26.02
3143,29.72,29.72
3144,24.18,24.18
3145,24.61,24.61
3146,23.52,23.52
3147,23.7,23.7
3148,25.64,25.64
3149,23.24,23.24
3150,19.03,19.03
3151,16.46,16.46
3152,14.53,14.53
3153,14.46,14.46
3154,14.65,14.65
3155,15.01,15.01
3156,16.19,16.19
3157,17.36,17.36
3158,18.82,18.82
3159,22.26,22.26
3160,24.88,24.88
3161,22.51,22.51
3162,28.58,28.58
3163,32.53,32.53
3164,23.7,23.7
3165,19.57,19.57
3166,16.9,16.9
3167,15.73,15.73
3168,13.12,13.12
3169,13.24,13.24
3170,15.05,15.05
3171,17.13,17.13
3172,17.3,17.3
3173,16.84,16.84
3174,14.32,14.32
3175,13.2,13.2
3176,12.77,12.77
3177,12.59,12.59
3178,12.64,12.64
3179,13.15,13.15
3180,12.94,12.94
3181,15.19,15.19
3182,16.3,16.3
3183,17.66,17.66
3184,17.67,17.67
3185,18.57,18.57
3186,38.57,38.57
3187,59.28,59.28
3188,30.44,30.44
3189,24.91,24.91
3190,22.78,22.78
3191,25.14,25.14
3192,21.94,21.94
3193,20.08,20.08
3194,19.02,19.02
3195,18.99,18.99
3196,24.47,24.47
3197,33.51,33.51
3198,28.0,28.0
3199,17.3,17.3
3200,15.32,15.32
3201,16.68,16.68
3202,17.07,17.07
3203,20.75,20.75
3204,26.85,26.85
3205,27.05,27.05
3206,30.1,30.1
3207,34.84,34.84
3208,35.22,35.22
3209,42.06,42.06
3210,248.55,248.55
3211,371.15,371.15
3212,152.63,152.63
3213,50.53,50.53
3214,28.18,28.18
3215,32.08,32.08
3216,30.14,30.14
3217,29.15,29.15
3218,29.43,29.43
3219,30.99,30.99
3220,33.9,33.9
3221,37.95,37.95
3222,28.46,28.46
3223,17.39,17.39
3224,16.74,16.74
3225,18.88,18.88
3226,20.59,20.59
3227,25.16,25.16
3228,34.44,34.44
3229,42.73,42.73
3230,56.43,56.43
3231,83.07,83.07
3232,100.24,100.24
3233,106.53,106.53
3234,500.36,500.36
3235,137.56,137.56
3236,31.06,31.06
3237,20.33,20.33
3238,17.04,17.04
3239,12.39,12.39
3240,10.18,10.18
3241,8.94,8.94
3242,8.22,8.22
3243,8.71,8.71
3244,10.71,10.71
3245,14.8,14.8
3246,14.45,14.45
3247,11.07,11.07
3248,10.99,10.99
3249,13.21,13.21
3250,14.17,14.17
3251,16.67,16.67
3252,20.47,20.47
3253,23.23,23.23
3254,30.8,30.8
3255,30.61,30.61
3256,32.88,32.88
3257,29.4,29.4
3258,45.59,45.59
3259,44.82,44.82
3260,29.74,29.74
3261,19.34,19.34
3262,17.55,17.55
3263,16.03,16.03
3264,13.93,13.93
3265,13.02,13.02
3266,14.25,14.25
3267,17.9,17.9
3268,22.78,22.78
3269,30.26,30.26
3270,28.3,28.3
3271,19.97,19.97
3272,18.76,18.76
3273,19.28,19.28
3274,19.22,19.22
3275,20.3,20.3
3276,25.13,25.13
3277,28.16,28.16
3278,29.92,29.92
3279,33.54,33.54
3280,34.28,34.28
3281,37.36,37.36
3282,78.78,78.78
3283,118.89,118.89
3284,102.13,102.13
3285,46.44,46.44
3286,28.94,28.94
3287,30.91,30.91
3288,27.75,27.75
3289,25.36,25.36
3290,24.79,24.79
3291,24.57,24.57
3292,29.76,29.76
3293,48.42,48.42
3294,37.19,37.19
3295,28.25,28.25
3296,30.06,30.06
3297,28.17,28.17
3298,23.8,23.8
3299,24.81,24.81
3300,31.52,31.52
3301,31.44,31.44
3302,35.23,35.23
3303,61.04,61.04
3304,79.69,79.69
3305,122.17,122.17
3306,422.11,422.11
3307,690.2,690.2
3308,249.93,249.93
3309,46.61,46.61
3310,27.93,27.93
3311,15.6,15.6
3312,12.54,12.54
3313,11.46,11.46
3314,11.35,11.35
3315,10.06,10.06
3316,13.91,13.91
3317,14.07,14.07
3318,11.56,11.56
3319,9.91,9.91
3320,12.79,12.79
3321,15.53,15.53
3322,18.89,18.89
3323,25.33,25.33
3324,38.82,38.82
3325,40.82,40.82
3326,49.42,49.42
3327,68.51,68.51
3328,70.1,70.1
3329,70.81,70.81
3330,109.88,109.88
3331,48.34,48.34
3332,28.5,28.5
3333,20.2,20.2
3334,17.11,17.11
3335,13.91,13.91
3336,13.11,13.11
3337,11.39,11.39
3338,10.21,10.21
3339,10.36,10.36
3340,10.84,10.84
3341,12.44,12.44
3342,10.93,10.93
3343,7.2,7.2
3344,10.83,10.83
3345,13.31,13.31
3346,16.11,16.11
3347,20.54,20.54
3348,27.79,27.79
3349,31.67,31.67
3350,32.89,32.89
3351,38.72,38.72
3352,37.94,37.94
3353,37.42,37.42
3354,47.27,47.27
3355,42.26,42.26
3356,28.67,28.67
3357,19.47,19.47
3358,16.43,16.43
3359,14.37,14.37
3360,12.71,12.71
3361,11.93,11.93
3362,11.6,11.6
3363,11.73,11.73
3364,13.36,13.36
3365,17.72,17.72
3366,15.42,15.42
3367,13.78,13.78
3368,14.31,14.31
3369,17.49,17.49
3370,24.99,24.99
3371,40.64,40.64
3372,52.53,52.53
3373,48.02,48.02
3374,53.0,53.0
3375,55.89,55.89
3376,49.54,49.54
3377,41.4,41.4
3378,47.25,47.25
3379,39.22,39.22
3380,26.76,26.76
3381,19.4,19.4
3382,16.33,16.33
3383,13.47,13.47
3384,12.6,12.6
3385,12.23,12.23
3386,10.8,10.8
3387,11.84,11.84
3388,13.44,13.44
3389,16.15,16.15
3390,15.66,15.66
3391,13.83,13.83
3392,15.08,15.08
3393,20.91,20.91
3394,26.77,26.77
3395,31.66,31.66
3396,42.32,42.32
3397,44.59,44.59
3398,56.26,56.26
3399,66.12,66.12
3400,50.7,50.7
3401,46.22,46.22
3402,85.75,85.75
3403,83.13,83.13
3404,36.38,36.38
3405,27.88,27.88
3406,21.24,21.24
3407,21.45,21.45
3408,19.5,19.5
3409,16.77,16.77
3410,15.06,15.06
3411,14.76,14.76
3412,16.92,16.92
3413,19.03,19.03
3414,17.8,17.8
3415,16.06,16.06
3416,15.76,15.76
3417,18.52,18.52
3418,24.16,24.16
3419,26.85,26.85
3420,37.05,37.05
3421,40.04,40.04
3422,45.48,45.48
3423,49.42,49.42
3424,47.33,47.33
3425,44.67,44.67
3426,73.17,73.17
3427,88.42,88.42
3428,32.82,32.82
3429,26.04,26.04
3430,20.5,20.5
3431,20.14,20.14
3432,20.04,20.04
3433,19.04,19.04
3434,17.99,17.99
3435,17.96,17.96
3436,21.15,21.15
3437,22.71,22.71
3438,20.18,20.18
3439,16.41,16.41
3440,14.7,14.7
3441,15.1,15.1
3442,18.72,18.72
3443,23.85,23.85
3444,32.17,32.17
3445,40.42,40.42
3446,45.55,45.55
3447,54.95,54.95
3448,53.34,53.34
3449,39.14,39.14
3450,45.29,45.29
3451,58.46,58.46
3452,28.27,28.27
3453,23.76,23.76
3454,18.55,18.55
3455,15.54,15.54
3456,14.32,14.32
3457,13.09,13.09
3458,12.92,12.92
3459,12.64,12.64
3460,15.44,15.44
3461,15.65,15.65
3462,16.04,16.04
3463,15.87,15.87
3464,17.04,17.04
3465,19.8,19.8
3466,31.34,31.34
3467,32.89,32.89
3468,47.4,47.4
3469,58.66,58.66
3470,99.67,99.67
3471,210.33,210.33
3472,243.73,243.73
3473,331.71,331.71
3474,653.5,653.5
3475,485.01,485.01
3476,82.17,82.17
3477,32.03,32.03
3478,29.4,29.4
3479,21.14,21.14
3480,19.65,19.65
3481,17.9,17.9
3482,17.0,17.0
3483,17.86,17.86
3484,18.44,18.44
3485,19.07,19.07
3486,17.12,17.12
3487,14.28,14.28
3488,14.0,14.0
3489,16.69,16.69
3490,24.77,24.77
3491,33.18,33.18
3492,38.37,38.37
3493,50.26,50.26
3494,55.58,55.58
3495,56.85,56.85
3496,49.63,49.63
3497,40.39,40.39
3498,37.08,37.08
3499,44.43,44.43
3500,23.64,23.64
3501,19.82,19.82
3502,16.8,16.8
3503,14.7,14.7
3504,13.3,13.3
3505,11.02,11.02
3506,10.88,10.88
3507,8.41,8.41
3508,9.14,9.14
3509,8.65,8.65
3510,7.28,7.28
3511,7.07,7.07
3512,10.0,10.0
3513,12.8,12.8
3514,24.99,24.99
3515,31.63,31.63
3516,37.67,37.67
3517,44.26,44.26
3518,61.02,61.02
3519,83.23,83.23
3520,110.51,110.51
3521,214.25,214.25
3522,1014.97,1014.97
3523,1519.63,1519.63
3524,349.41,349.41
3525,70.45,70.45
3526,39.28,39.28
3527,32.35,32.35
3528,28.67,28.67
3529,22.74,22.74
3530,21.95,21.95
3531,20.56,20.56
3532,20.92,20.92
3533,18.56,18.56
3534,15.79,15.79
3535,14.13,14.13
3536,14.62,14.62
3537,20.25,20.25
3538,35.28,35.28
3539,44.69,44.69
3540,62.4,62.4
3541,84.66,84.66
3542,108.42,108.42
3543,164.58,164.58
3544,146.65,146.65
3545,138.01,138.01
3546,276.92,276.92
3547,144.25,144.25
3548,31.81,31.81
3549,23.43,23.43
3550,21.03,21.03
3551,18.91,18.91
3552,16.33,16.33
3553,13.68,13.68
3554,14.64,14.64
3555,14.58,14.58
3556,17.26,17.26
3557,22.35,22.35
3558,20.93,20.93
3559,17.26,17.26
3560,19.09,19.09
3561,22.96,22.96
3562,25.98,25.98
3563,31.46,31.46
3564,42.24,42.24
3565,46.38,46.38
3566,51.04,51.04
3567,55.69,55.69
3568,44.67,44.67
3569,38.23,38.23
3570,49.94,49.94
3571,40.85,40.85
3572,28.3,28.3
3573,22.02,22.02
3574,17.49,17.49
3575,15.78,15.78
3576,15.65,15.65
3577,15.87,15.87
3578,15.21,15.21
3579,16.54,16.54
3580,18.32,18.32
3581,22.22,22.22
3582,20.06,20.06
3583,20.01,20.01
3584,18.65,18.65
3585,18.5,18.5
3586,21.27,21.27
3587,24.46,24.46
3588,29.36,29.36
3589,30.24,30.24
3590,29.78,29.78
3591,36.92,36.92
3592,33.91,33.91
3593,27.48,27.48
3594,32.85,32.85
3595,36.53,36.53
3596,27.79,27.79
3597,22.59,22.59
3598,18.37,18.37
3599,14.32,14.32
3600,13.19,13.19
3601,12.62,12.62
3602,13.29,13.29
3603,15.4,15.4
3604,18.03,18.03
3605,22.68,22.68
3606,22.43,22.43
3607,20.56,20.56
3608,16.09,16.09
3609,19.09,19.09
3610,22.41,22.41
3611,24.41,24.41
3612,25.27,25.27
3613,25.29,25.29
3614,26.02,26.02
3615,25.02,25.02
3616,21.13,21.13
3617,19.34,19.34
3618,26.04,26.04
3619,25.92,25.92
3620,20.01,20.01
3621,16.68,16.68
3622,14.57,14.57
3623,16.63,16.63
3624,16.2,16.2
3625,15.53,15.53
3626,15.89,15.89
3627,17.73,17.73
3628,20.22,20.22
3629,28.02,28.02
3630,24.53,24.53
3631,21.24,21.24
3632,19.22,19.22
3633,20.18,20.18
3634,24.13,24.13
3635,28.15,28.15
3636,30.37,30.37
3637,31.04,31.04
3638,37.34,37.34
3639,50.93,50.93
3640,51.3,51.3
3641,39.3,39.3
3642,56.99,56.99
3643,68.01,68.01
3644,51.73,51.73
3645,29.81,29.81
3646,24.97,24.97
3647,24.79,24.79
3648,20.7,20.7
3649,21.85,21.85
3650,22.15,22.15
3651,23.36,23.36
3652,25.1,25.1
3653,24.39,24.39
3654,20.27,20.27
3655,19.56,19.56
3656,20.05,20.05
3657,21.4,21.4
