hour,timestamp_utc,total_gen_MW,co2_emissions_g,carbon_intensity_g_per_kwh,gen_Coal_MW,gen_NaturalGas_MW,gen_Nuclear_MW,gen_Petroleum_MW,gen_Hydro_MW,gen_Solar_MW,gen_Wind_MW,gen_Geothermal_MW,gen_BatteryStorage_MW,gen_Other_MW,gen_Unknown_MW
53,2022-01-03 12:00:00,53129.0,23101977000.0,434.8280035385571,9202.0,32263.0,5122.0,0.0,56.0,0.0,6329.0,0,0,157.0,0.0
54,2022-01-03 13:00:00,56022.0,24474594000.0,436.8746920852522,9626.0,34449.0,5122.0,0.0,80.0,0.0,6560.0,0,0,185.0,0.0
55,2022-01-03 14:00:00,57284.0,24957266000.0,435.6760351930731,9921.0,34849.0,5122.0,0.0,84.0,65.0,7031.0,0,0,212.0,0.0
56,2022-01-03 15:00:00,57098.0,23572175000.0,412.83713965462886,9784.0,31728.0,5122.0,0.0,82.0,2578.0,7639.0,0,0,165.0,0.0
57,2022-01-03 16:00:00,54658.0,21472243000.0,392.84721358264113,9296.0,27579.0,5122.0,0.0,81.0,6653.0,5746.0,0,0,181.0,0.0
58,2022-01-03 17:00:00,51826.0,20752593000.0,400.4282213560761,9324.0,25859.0,5122.0,0.0,48.0,7084.0,4225.0,0,0,164.0,0.0
59,2022-01-03 18:00:00,48956.0,19197618000.0,392.1402483863061,9222.0,22538.0,5122.0,0.0,10.0,6769.0,5177.0,0,0,118.0,0.0
60,2022-01-03 19:00:00,46382.0,17331728000.0,373.6735802682075,8714.0,19325.0,5122.0,0.0,14.0,6567.0,6507.0,0,0,133.0,0.0
61,2022-01-03 20:00:00,44408.0,15328961000.0,345.1846739326248,7262.0,17841.0,5122.0,0.0,14.0,6668.0,7277.0,0,0,224.0,0.0
62,2022-01-03 21:00:00,42785.0,13602187000.0,317.91952787191775,6211.0,16265.0,5123.0,0.0,13.0,6979.0,8052.0,0,0,142.0,0.0
63,2022-01-03 22:00:00,41979.0,12542815000.0,298.78784630410445,5574.0,15268.0,5122.0,0.0,13.0,6693.0,9180.0,0,0,129.0,0.0
64,2022-01-03 23:00:00,42438.0,13929367000.0,328.2286394269287,6230.0,17129.0,5123.0,0.0,14.0,4135.0,9580.0,0,0,227.0,0.0
65,2022-01-04 00:00:00,44704.0,17573891000.0,393.11674570508234,8619.0,20569.0,5122.0,0.0,14.0,566.0,9633.0,0,0,181.0,0.0
66,2022-01-04 01:00:00,47855.0,17905609000.0,374.1638073346568,9174.0,20026.0,5123.0,0.0,14.0,0.0,13327.0,0,0,191.0,0.0
67,2022-01-04 02:00:00,48938.0,16133556000.0,329.6733826474314,8473.0,17407.0,5122.0,0.0,14.0,0.0,17746.0,0,0,176.0,0.0
68,2022-01-04 03:00:00,49366.0,14400251000.0,291.7038244945914,7129.0,16366.0,5122.0,0.0,15.0,0.0,20557.0,0,0,177.0,0.0
69,2022-01-04 04:00:00,48816.0,13844887000.0,283.61371271714194,6678.0,16119.0,5122.0,0.0,15.0,0.0,20723.0,0,0,159.0,0.0
70,2022-01-04 05:00:00,47170.0,13072681000.0,277.1397286410854,6521.0,14715.0,5123.0,0.0,15.0,0.0,20665.0,0,0,131.0,0.0
71,2022-01-04 06:00:00,45300.0,12180888000.0,268.89377483443707,6326.0,13096.0,5128.0,0.0,15.0,0.0,20612.0,0,0,123.0,0.0
72,2022-01-04 07:00:00,44226.0,11868033000.0,268.3496811830145,6500.0,11964.0,5128.0,0.0,35.0,0.0,20467.0,0,0,132.0,0.0
73,2022-01-04 08:00:00,43839.0,11889561000.0,271.2096763156094,6637.0,11727.0,5123.0,0.0,10.0,0.0,20225.0,0,0,117.0,0.0
74,2022-01-04 09:00:00,43883.0,12416478000.0,282.94505845088077,7141.0,11826.0,5122.0,0.0,10.0,0.0,19674.0,0,0,110.0,0.0
75,2022-01-04 10:00:00,44561.0,13236285000.0,297.0374318350127,7790.0,12251.0,5123.0,0.0,11.0,0.0,19265.0,0,0,121.0,0.0
76,2022-01-04 11:00:00,45809.0,13807146000.0,301.40684145037,7917.0,13287.0,5122.0,0.0,10.0,0.0,19352.0,0,0,121.0,0.0
77,2022-01-04 12:00:00,48523.0,14727277000.0,303.51126270016283,7897.0,15409.0,5123.0,0.0,10.0,0.0,19921.0,0,0,163.0,0.0
78,2022-01-04 13:00:00,52046.0,16677003000.0,320.42814049110405,8612.0,18298.0,5123.0,0.0,34.0,0.0,19801.0,0,0,178.0,0.0
79,2022-01-04 14:00:00,53882.0,18155341000.0,336.9463086002747,9702.0,19237.0,5123.0,0.0,35.0,51.0,19542.0,0,0,192.0,0.0
80,2022-01-04 15:00:00,53039.0,17604757000.0,331.9209826731273,9569.0,18188.0,5123.0,0.0,37.0,1279.0,18676.0,0,0,167.0,0.0
81,2022-01-04 16:00:00,50763.0,16175558000.0,318.64858262908024,8955.0,16098.0,5122.0,0.0,36.0,3251.0,17127.0,0,0,174.0,0.0
82,2022-01-04 17:00:00,48545.0,14453619000.0,297.73651251416214,7907.0,14446.0,5122.0,0.0,46.0,3977.0,16900.0,0,0,147.0,0.0
83,2022-01-04 18:00:00,46412.0,12486017000.0,269.0256183745583,6735.0,12554.0,5123.0,0.0,10.0,3867.0,18000.0,0,0,123.0,0.0
84,2022-01-04 19:00:00,44646.0,11406601000.0,255.48987591273576,6319.0,11008.0,5127.0,0.0,13.0,3749.0,18318.0,0,0,112.0,0.0
85,2022-01-04 20:00:00,42946.0,10428592000.0,242.83034508452477,5803.0,9906.0,5126.0,0.0,11.0,3887.0,18105.0,0,0,108.0,0.0
86,2022-01-04 21:00:00,41771.0,9917026000.0,237.41413899595412,5518.0,9368.0,5127.0,0.0,10.0,4010.0,17632.0,0,0,106.0,0.0
87,2022-01-04 22:00:00,41386.0,9705475000.0,234.51106654424203,5236.0,9439.0,5126.0,0.0,10.0,4377.0,17042.0,0,0,156.0,0.0
88,2022-01-04 23:00:00,41675.0,10707218000.0,256.9218476304739,5749.0,10495.0,5124.0,0.0,11.0,4509.0,15519.0,0,0,268.0,0.0
89,2022-01-05 00:00:00,42821.0,14553507000.0,339.86845239485297,8168.0,14410.0,5125.0,0.0,11.0,930.0,13983.0,0,0,194.0,0.0
90,2022-01-05 01:00:00,44570.0,16085177000.0,360.89694862014807,9529.0,15040.0,5124.0,0.0,11.0,0.0,14755.0,0,0,111.0,0.0
91,2022-01-05 02:00:00,44421.0,14544168000.0,327.4164921996353,8640.0,13331.0,5124.0,0.0,11.0,0.0,17126.0,0,0,189.0,0.0
92,2022-01-05 03:00:00,44156.0,13862389000.0,313.9412310897726,8188.0,12811.0,5124.0,0.0,10.0,0.0,17881.0,0,0,142.0,0.0
93,2022-01-05 04:00:00,42880.0,12978069000.0,302.6601912313433,7521.0,12315.0,5124.0,0.0,10.0,0.0,17801.0,0,0,109.0,0.0
94,2022-01-05 05:00:00,40776.0,11875062000.0,291.2267510300177,6896.0,11182.0,5124.0,0.0,10.0,0.0,17454.0,0,0,110.0,0.0
95,2022-01-05 06:00:00,38938.0,11659198000.0,299.4298114951975,6901.0,10700.0,5124.0,0.0,10.0,0.0,16090.0,0,0,113.0,0.0
96,2022-01-05 07:00:00,37778.0,11765118000.0,311.42776218963417,7316.0,10027.0,5123.0,0.0,10.0,0.0,15192.0,0,0,110.0,0.0
97,2022-01-05 08:00:00,37242.0,11649611000.0,312.8084152301165,7200.0,10036.0,5123.0,0.0,10.0,0.0,14765.0,0,0,108.0,0.0
98,2022-01-05 09:00:00,37214.0,11547182000.0,310.29134196807655,6937.0,10404.0,5124.0,0.0,10.0,0.0,14634.0,0,0,105.0,0.0
99,2022-01-05 10:00:00,37897.0,10542635000.0,278.191809378051,5886.0,10390.0,5124.0,0.0,10.0,0.0,16357.0,0,0,130.0,0.0
100,2022-01-05 11:00:00,39394.0,10690902000.0,271.38401787074173,5746.0,11040.0,5124.0,0.0,10.0,0.0,17354.0,0,0,120.0,0.0
101,2022-01-05 12:00:00,41933.0,11767060000.0,280.61574416330814,6089.0,12745.0,5124.0,0.0,10.0,0.0,17842.0,0,0,123.0,0.0
102,2022-01-05 13:00:00,45553.0,14032909000.0,308.0567470858121,7651.0,14457.0,5124.0,0.0,11.0,0.0,18197.0,0,0,113.0,0.0
103,2022-01-05 14:00:00,47461.0,15569301000.0,328.0440993657951,9083.0,14730.0,5124.0,0.0,11.0,37.0,18338.0,0,0,138.0,0.0
104,2022-01-05 15:00:00,46146.0,14230838000.0,308.3872491656915,7852.0,14257.0,5125.0,0.0,11.0,2208.0,16560.0,0,0,133.0,0.0
105,2022-01-05 16:00:00,44629.0,12576320000.0,281.7970378005333,6432.0,13344.0,5125.0,0.0,11.0,6102.0,13490.0,0,0,125.0,0.0
106,2022-01-05 17:00:00,43399.0,13004111000.0,299.64079817507314,6658.0,13828.0,5125.0,0.0,46.0,6637.0,10976.0,0,0,129.0,0.0
107,2022-01-05 18:00:00,42267.0,14953040000.0,353.775758866255,8410.0,14463.0,5124.0,0.0,11.0,6516.0,7610.0,0,0,133.0,0.0
108,2022-01-05 19:00:00,41357.0,16366887000.0,395.7464758082066,9539.0,15289.0,5124.0,0.0,10.0,6391.0,4896.0,0,0,108.0,0.0
109,2022-01-05 20:00:00,40730.0,16759605000.0,411.4806039774122,9621.0,15983.0,5123.0,0.0,11.0,6468.0,3361.0,0,0,163.0,0.0
110,2022-01-05 21:00:00,40570.0,16664550000.0,410.760414099088,9559.0,15888.0,5123.0,0.0,11.0,6735.0,3095.0,0,0,159.0,0.0
111,2022-01-05 22:00:00,40580.0,16364853000.0,403.27385411532777,9181.0,16121.0,5124.0,0.0,35.0,6745.0,3280.0,0,0,94.0,0.0
112,2022-01-05 23:00:00,40698.0,16427649000.0,403.6475748194014,8775.0,17278.0,5124.0,0.0,35.0,5185.0,4166.0,0,0,135.0,0.0
113,2022-01-06 00:00:00,41517.0,18804576000.0,452.9367728882145,9817.0,20808.0,5124.0,0.0,36.0,1026.0,4546.0,0,0,160.0,0.0
114,2022-01-06 01:00:00,43291.0,20018340000.0,462.41343466309394,10746.0,21650.0,5124.0,0.0,36.0,0.0,5628.0,0,0,107.0,0.0
115,2022-01-06 02:00:00,43339.0,19623038000.0,452.7801287523939,10660.0,20847.0,5124.0,0.0,36.0,0.0,6516.0,0,0,156.0,0.0
116,2022-01-06 03:00:00,42871.0,18512575000.0,431.82046138415245,10068.0,19622.0,5124.0,0.0,13.0,0.0,7925.0,0,0,119.0,0.0
117,2022-01-06 04:00:00,41821.0,16826575000.0,402.347504842065,9080.0,17934.0,5124.0,0.0,11.0,0.0,9573.0,0,0,99.0,0.0
118,2022-01-06 05:00:00,40066.0,14244510000.0,355.52613188239405,7503.0,15439.0,5124.0,0.0,11.0,0.0,11868.0,0,0,121.0,0.0
119,2022-01-06 06:00:00,38285.0,11732352000.0,306.4477471594619,6142.0,12633.0,5124.0,0.0,11.0,0.0,14250.0,0,0,125.0,0.0
120,2022-01-06 07:00:00,37155.0,10972929000.0,295.3284618490109,6074.0,11005.0,5125.0,0.0,15.0,0.0,14809.0,0,0,127.0,0.0
121,2022-01-06 08:00:00,36637.0,10455600000.0,285.3836285722084,5948.0,10094.0,5121.0,0.0,15.0,0.0,15348.0,0,0,111.0,0.0
122,2022-01-06 09:00:00,36779.0,10243204000.0,278.5068653307594,5811.0,9871.0,5115.0,0.0,16.0,0.0,15830.0,0,0,136.0,0.0
123,2022-01-06 10:00:00,37341.0,11299035000.0,302.5905840764843,6610.0,10561.0,5115.0,0.0,16.0,0.0,14931.0,0,0,108.0,0.0
124,2022-01-06 11:00:00,38762.0,11179970000.0,288.42603580826585,6528.0,10428.0,5115.0,0.0,16.0,0.0,16566.0,0,0,109.0,0.0
125,2022-01-06 12:00:00,41794.0,11804954000.0,282.45571134612624,6568.0,11730.0,5114.0,0.0,16.0,0.0,18242.0,0,0,124.0,0.0
126,2022-01-06 13:00:00,46031.0,13870008000.0,301.3188503399883,8006.0,13231.0,5119.0,0.0,17.0,0.0,19542.0,0,0,116.0,0.0
127,2022-01-06 14:00:00,48161.0,14859510000.0,308.53823633230206,8732.0,13834.0,5118.0,0.0,17.0,35.0,20291.0,0,0,134.0,0.0
128,2022-01-06 15:00:00,48381.0,14668485000.0,303.1868915483351,8588.0,13628.0,5118.0,0.0,17.0,1338.0,19577.0,0,0,115.0,0.0
129,2022-01-06 16:00:00,48246.0,14304935000.0,296.49991709157234,8202.0,13523.0,5118.0,0.0,16.0,3072.0,18199.0,0,0,116.0,0.0
130,2022-01-06 17:00:00,48082.0,14104753000.0,293.34788486335844,8003.0,13427.0,5117.0,0.0,51.0,4279.0,17098.0,0,0,107.0,0.0
131,2022-01-06 18:00:00,47407.0,13801710000.0,291.13232223089415,7664.0,13338.0,5117.0,0.0,50.0,5601.0,15473.0,0,0,164.0,0.0
132,2022-01-06 19:00:00,46653.0,13621173000.0,291.96778342228794,7322.0,13634.0,5116.0,0.0,20.0,6436.0,13943.0,0,0,182.0,0.0
133,2022-01-06 20:00:00,45782.0,14839949000.0,324.1437464505701,8048.0,14943.0,5117.0,0.0,10.0,6665.0,10880.0,0,0,119.0,0.0
134,2022-01-06 21:00:00,45303.0,15863528000.0,350.16506633114807,8394.0,16593.0,5117.0,0.0,10.0,6979.0,8107.0,0,0,103.0,0.0
135,2022-01-06 22:00:00,45118.0,16175214000.0,358.5091094463407,8104.0,18008.0,5117.0,0.0,35.0,6889.0,6853.0,0,0,112.0,0.0
136,2022-01-06 23:00:00,45756.0,17874517000.0,390.64859253431246,8838.0,20466.0,5117.0,0.0,37.0,5132.0,6039.0,0,0,127.0,0.0
137,2022-01-07 00:00:00,47832.0,21020960000.0,439.47482856664993,10135.0,25143.0,5117.0,0.0,78.0,1083.0,6075.0,0,0,201.0,0.0
138,2022-01-07 01:00:00,50687.0,22552117000.0,444.9290153293744,10900.0,27136.0,5117.0,0.0,84.0,1.0,7334.0,0,0,115.0,0.0
139,2022-01-07 02:00:00,51334.0,22251743000.0,433.4698835080064,10953.0,26275.0,5117.0,0.0,83.0,0.0,8787.0,0,0,119.0,0.0
140,2022-01-07 03:00:00,51331.0,21950761000.0,427.63166507568525,10984.0,25501.0,5117.0,0.0,58.0,0.0,9565.0,0,0,106.0,0.0
141,2022-01-07 04:00:00,50642.0,21194890000.0,418.52395245053515,10517.0,24787.0,5117.0,0.0,56.0,0.0,10052.0,0,0,113.0,0.0
142,2022-01-07 05:00:00,49048.0,20529459000.0,418.55853449681945,10315.0,23722.0,5118.0,0.0,14.0,0.0,9777.0,0,0,102.0,0.0
143,2022-01-07 06:00:00,47858.0,19949223000.0,416.84196999456725,10024.0,23024.0,5117.0,0.0,11.0,0.0,9565.0,0,0,117.0,0.0
144,2022-01-07 07:00:00,46842.0,19520392000.0,416.72840613124976,9793.0,22579.0,5117.0,0.0,9.0,0.0,9242.0,0,0,102.0,0.0
145,2022-01-07 08:00:00,46629.0,19513548000.0,418.48523451071225,9837.0,22470.0,5118.0,0.0,9.0,0.0,9096.0,0,0,99.0,0.0
146,2022-01-07 09:00:00,46814.0,19653314000.0,419.8170205494083,9861.0,22742.0,5123.0,0.0,10.0,0.0,8978.0,0,0,100.0,0.0
147,2022-01-07 10:00:00,47659.0,20564487000.0,431.49220503997145,10581.0,23227.0,5128.0,0.0,10.0,0.0,8611.0,0,0,102.0,0.0
148,2022-01-07 11:00:00,48791.0,21088291000.0,432.21682277469205,10690.0,24200.0,5128.0,0.0,10.0,0.0,8665.0,0,0,98.0,0.0
149,2022-01-07 12:00:00,51064.0,22017228000.0,431.1692777690741,10818.0,26038.0,5128.0,0.0,10.0,0.0,8952.0,0,0,118.0,0.0
150,2022-01-07 13:00:00,54257.0,23407214000.0,431.41371620251766,10801.0,29191.0,5128.0,0.0,37.0,0.0,8880.0,0,0,220.0,0.0
151,2022-01-07 14:00:00,55827.0,24167902000.0,432.9070521432282,10992.0,30508.0,5128.0,0.0,58.0,27.0,8883.0,0,0,231.0,0.0
152,2022-01-07 15:00:00,55845.0,23955989000.0,428.9728534336109,11261.0,29336.0,5128.0,0.0,55.0,1960.0,7963.0,0,0,142.0,0.0
153,2022-01-07 16:00:00,54952.0,22787475000.0,414.67962949483183,11169.0,26496.0,5128.0,0.0,8.0,5681.0,6324.0,0,0,146.0,0.0
154,2022-01-07 17:00:00,53356.0,21827123000.0,409.0846952545168,11023.0,24607.0,5131.0,0.0,40.0,6247.0,6220.0,0,0,88.0,0.0
155,2022-01-07 18:00:00,51488.0,20826296000.0,404.4883467992542,11126.0,22047.0,5134.0,0.0,5.0,6059.0,7031.0,0,0,86.0,0.0
156,2022-01-07 19:00:00,49739.0,19443823000.0,390.9170469852631,11028.0,18997.0,5133.0,0.0,4.0,5934.0,8529.0,0,0,114.0,0.0
157,2022-01-07 20:00:00,48795.0,18489418000.0,378.9203401987909,11191.0,16384.0,5133.0,0.0,4.0,5849.0,10129.0,0,0,105.0,0.0
158,2022-01-07 21:00:00,47655.0,17299824000.0,363.02222222222224,10719.0,14624.0,5131.0,0.0,3.0,5900.0,11140.0,0,0,138.0,0.0
159,2022-01-07 22:00:00,48130.0,17145467000.0,356.23243299397467,10767.0,14115.0,5129.0,0.0,22.0,5811.0,12128.0,0,0,158.0,0.0
160,2022-01-07 23:00:00,48940.0,17671592000.0,361.08688189619943,11010.0,14895.0,5130.0,0.0,41.0,4517.0,13197.0,0,0,150.0,0.0
161,2022-01-08 00:00:00,49288.0,19076238000.0,387.0361548449927,11491.0,17411.0,5129.0,0.0,31.0,1032.0,14060.0,0,0,134.0,0.0
162,2022-01-08 01:00:00,50309.0,18357996000.0,364.9048082847999,11099.0,16716.0,5129.0,0.0,31.0,1.0,17251.0,0,0,82.0,0.0
163,2022-01-08 02:00:00,50091.0,16922570000.0,337.8365375017468,10489.0,14674.0,5129.0,0.0,31.0,0.0,19658.0,0,0,110.0,0.0
164,2022-01-08 03:00:00,49233.0,16314947000.0,331.38234517498427,9977.0,14416.0,5129.0,0.0,7.0,0.0,19581.0,0,0,123.0,0.0
165,2022-01-08 04:00:00,47727.0,15285945000.0,320.27877302156014,9399.0,13368.0,5129.0,0.0,4.0,0.0,19731.0,0,0,96.0,0.0
166,2022-01-08 05:00:00,45690.0,14032669000.0,307.12779601663385,8640.0,12188.0,5129.0,0.0,4.0,0.0,19635.0,0,0,94.0,0.0
167,2022-01-08 06:00:00,43685.0,13115926000.0,300.23866315668994,8469.0,10440.0,5129.0,0.0,4.0,0.0,19542.0,0,0,101.0,0.0
168,2022-01-08 07:00:00,41978.0,12270753000.0,292.31390252036783,8144.0,9176.0,5129.0,0.0,8.0,0.0,19383.0,0,0,138.0,0.0
169,2022-01-08 08:00:00,40950.0,11761876000.0,287.2252991452991,7894.0,8625.0,5129.0,0.0,8.0,0.0,19206.0,0,0,88.0,0.0
170,2022-01-08 09:00:00,40168.0,11169637000.0,278.07301832304324,7391.0,8393.0,5129.0,0.0,8.0,0.0,19157.0,0,0,90.0,0.0
171,2022-01-08 10:00:00,39841.0,10978634000.0,275.5612057930273,7267.0,8236.0,5129.0,0.0,8.0,0.0,19114.0,0,0,87.0,0.0
