hour,timestamp_utc,total_gen_MW,co2_emissions_g,carbon_intensity_g_per_kwh,gen_Coal_MW,gen_NaturalGas_MW,gen_Nuclear_MW,gen_Petroleum_MW,gen_Hydro_MW,gen_Solar_MW,gen_Wind_MW,gen_Geothermal_MW,gen_BatteryStorage_MW,gen_Other_MW,gen_Unknown_MW
1372,2023-02-27 11:00:00,37118.0,6039685000.0,162.7157982649927,3013.0,6378.0,5100.0,0.0,6.0,0.0,22551.0,0,0,70.0,0.0
1373,2023-02-27 12:00:00,38908.0,7352525000.0,188.97206230081218,3563.0,8225.0,5099.0,0.0,6.0,0.0,21973.0,0,0,42.0,0.0
1374,2023-02-27 13:00:00,42045.0,9111405000.0,216.70602925437032,3793.0,11693.0,5099.0,0.0,6.0,0.0,21313.0,0,0,141.0,0.0
1375,2023-02-27 14:00:00,43252.0,10027819000.0,231.84636548598908,4211.0,12868.0,5099.0,0.0,6.0,761.0,20204.0,0,0,103.0,0.0
1376,2023-02-27 15:00:00,43521.0,9841205000.0,226.12543369867421,4442.0,11638.0,5099.0,0.0,24.0,4490.0,17761.0,0,0,67.0,0.0
1377,2023-02-27 16:00:00,44184.0,9435764000.0,213.5561289154445,4164.0,10969.0,5099.0,0.0,24.0,6707.0,17019.0,0,0,202.0,0.0
1378,2023-02-27 17:00:00,44288.0,9922711000.0,224.04965227601156,4425.0,11402.0,5099.0,0.0,24.0,8514.0,14635.0,0,0,189.0,0.0
1379,2023-02-27 18:00:00,44668.0,11672036000.0,261.30643861377274,5475.0,13132.0,5098.0,0.0,24.0,9183.0,11605.0,0,0,151.0,0.0
1380,2023-02-27 19:00:00,44961.0,11537909000.0,256.6203821089389,4844.0,14358.0,5098.0,0.0,24.0,9611.0,10984.0,0,0,42.0,0.0
1381,2023-02-27 20:00:00,45495.0,11884691000.0,261.23070667106276,5028.0,14740.0,5098.0,0.0,25.0,9125.0,11400.0,0,0,79.0,0.0
1382,2023-02-27 21:00:00,46528.0,12383112000.0,266.14322558459423,5342.0,15227.0,5098.0,0.0,25.0,8537.0,12225.0,0,0,74.0,0.0
1383,2023-02-27 22:00:00,48402.0,13247796000.0,273.70348332713525,5426.0,16965.0,5097.0,0.0,25.0,8926.0,11844.0,0,0,119.0,0.0
1384,2023-02-27 23:00:00,48998.0,13722178000.0,280.0558798318299,5276.0,18406.0,5095.0,0.0,32.0,8789.0,11253.0,0,0,147.0,0.0
1385,2023-02-28 00:00:00,48494.0,15104917000.0,311.4801212521137,5662.0,20930.0,5095.0,0.0,114.0,5156.0,11243.0,0,0,294.0,0.0
1386,2023-02-28 01:00:00,47497.0,16964979000.0,357.1800113691391,6177.0,24672.0,5096.0,0.0,141.0,490.0,10723.0,0,0,198.0,0.0
1387,2023-02-28 02:00:00,47257.0,15810111000.0,334.5559599636033,5706.0,22959.0,5096.0,0.0,212.0,0.0,13011.0,0,0,273.0,0.0
1388,2023-02-28 03:00:00,46055.0,13912578000.0,302.0861578547389,5164.0,19703.0,5096.0,0.0,44.0,0.0,15760.0,0,0,288.0,0.0
1389,2023-02-28 04:00:00,44268.0,12419865000.0,280.5607888316617,5188.0,16322.0,5096.0,0.0,9.0,0.0,17527.0,0,0,126.0,0.0
1390,2023-02-28 05:00:00,42096.0,11282506000.0,268.0184815659445,5355.0,13359.0,5096.0,0.0,5.0,0.0,18224.0,0,0,57.0,0.0
1391,2023-02-28 06:00:00,39595.0,9015934000.0,227.70385149640106,4065.0,11009.0,5096.0,0.0,5.0,0.0,19372.0,0,0,48.0,0.0
1392,2023-02-28 07:00:00,37536.0,8060116000.0,214.73028559249786,3669.0,9672.0,5096.0,0.0,5.0,0.0,19024.0,0,0,70.0,0.0
1393,2023-02-28 08:00:00,36697.0,7879145000.0,214.70815053001607,3615.0,9394.0,5096.0,0.0,5.0,0.0,18523.0,0,0,64.0,0.0
1394,2023-02-28 09:00:00,35961.0,8106945000.0,225.43714023525487,3655.0,9889.0,5096.0,0.0,5.0,0.0,17273.0,0,0,43.0,0.0
1395,2023-02-28 10:00:00,36104.0,8697255000.0,240.89449922446266,3755.0,11057.0,5096.0,0.0,5.0,0.0,16143.0,0,0,48.0,0.0
1396,2023-02-28 11:00:00,36597.0,9882240000.0,270.0286908763013,4247.0,12662.0,5097.0,0.0,5.0,0.0,14476.0,0,0,110.0,0.0
1397,2023-02-28 12:00:00,38400.0,12027612000.0,313.2190625,5630.0,14554.0,5096.0,0.0,5.0,0.0,13020.0,0,0,95.0,0.0
1398,2023-02-28 13:00:00,41732.0,13884974000.0,332.7176746860922,6236.0,17213.0,5097.0,0.0,7.0,1.0,12839.0,0,0,339.0,0.0
1399,2023-02-28 14:00:00,42823.0,14575982000.0,340.37741400649185,6378.0,18554.0,5096.0,0.0,51.0,948.0,11562.0,0,0,234.0,0.0
1400,2023-02-28 15:00:00,43180.0,12983359000.0,300.6799212598425,5750.0,15949.0,5096.0,0.0,62.0,6286.0,9941.0,0,0,96.0,0.0
1401,2023-02-28 16:00:00,43428.0,13252188000.0,305.1530809615916,5795.0,16281.0,5095.0,0.0,65.0,8799.0,7291.0,0,0,102.0,0.0
1402,2023-02-28 17:00:00,43708.0,13092381000.0,299.5419831609774,5850.0,15782.0,5095.0,0.0,24.0,9205.0,7690.0,0,0,62.0,0.0
1403,2023-02-28 18:00:00,44750.0,12690712000.0,283.59132960893857,5703.0,15122.0,5093.0,0.0,24.0,9663.0,9101.0,0,0,44.0,0.0
1404,2023-02-28 19:00:00,46180.0,11630246000.0,251.8459506279775,5151.0,13816.0,5093.0,0.0,24.0,9817.0,12233.0,0,0,46.0,0.0
1405,2023-02-28 20:00:00,47911.0,11473176000.0,239.46851453737136,4960.0,13899.0,5092.0,0.0,25.0,8842.0,15036.0,0,0,57.0,0.0
1406,2023-02-28 21:00:00,49344.0,12063453000.0,244.47659289883268,5098.0,15013.0,5091.0,0.0,25.0,7740.0,16301.0,0,0,76.0,0.0
1407,2023-02-28 22:00:00,49925.0,12558201000.0,251.541331997997,5211.0,15979.0,5091.0,0.0,25.0,6778.0,16755.0,0,0,86.0,0.0
1408,2023-02-28 23:00:00,50422.0,13400035000.0,265.75770497005277,5470.0,17408.0,5090.0,0.0,29.0,5595.0,16694.0,0,0,136.0,0.0
1409,2023-03-01 00:00:00,49392.0,14782763000.0,299.2946833495303,5860.0,20057.0,5090.0,0.0,70.0,2342.0,15817.0,0,0,156.0,0.0
1410,2023-03-01 01:00:00,49040.0,16385855000.0,334.13244290375206,6498.0,22427.0,5090.0,0.0,70.0,252.0,14419.0,0,0,284.0,0.0
1411,2023-03-01 02:00:00,48924.0,15794810000.0,322.84379854468153,6449.0,21302.0,5091.0,0.0,163.0,0.0,15766.0,0,0,153.0,0.0
1412,2023-03-01 03:00:00,47747.0,14386713000.0,301.31134940415103,5899.0,19346.0,5091.0,0.0,43.0,0.0,17299.0,0,0,69.0,0.0
1413,2023-03-01 04:00:00,46043.0,13337989000.0,289.6854896509784,5662.0,17444.0,5091.0,0.0,8.0,0.0,17775.0,0,0,63.0,0.0
1414,2023-03-01 05:00:00,43739.0,11974721000.0,273.77674386702944,5302.0,15052.0,5091.0,0.0,5.0,0.0,18199.0,0,0,90.0,0.0
1415,2023-03-01 06:00:00,41455.0,10449560000.0,252.06995537329635,4965.0,12291.0,5092.0,0.0,5.0,0.0,19046.0,0,0,56.0,0.0
1416,2023-03-01 07:00:00,39203.0,9146687000.0,233.31599622477873,4201.0,10990.0,5091.0,0.0,5.0,0.0,18845.0,0,0,71.0,0.0
1417,2023-03-01 08:00:00,37970.0,9161042000.0,241.27052936528838,4114.0,11266.0,5091.0,0.0,5.0,0.0,17430.0,0,0,64.0,0.0
1418,2023-03-01 09:00:00,36837.0,10163770000.0,275.9119906615631,4805.0,12043.0,5091.0,0.0,5.0,0.0,14788.0,0,0,105.0,0.0
1419,2023-03-01 10:00:00,36208.0,11085646000.0,306.1656539991162,5311.0,13107.0,5091.0,0.0,5.0,0.0,12604.0,0,0,90.0,0.0
1420,2023-03-01 11:00:00,36550.0,12095581000.0,330.9324487004104,5543.0,14973.0,5091.0,0.0,5.0,0.0,10849.0,0,0,89.0,0.0
1421,2023-03-01 12:00:00,38030.0,13035926000.0,342.7800683670786,5451.0,17383.0,5091.0,0.0,5.0,0.0,10004.0,0,0,96.0,0.0
1422,2023-03-01 13:00:00,41014.0,14235594000.0,347.09109084702783,5777.0,19387.0,5092.0,0.0,7.0,0.0,10632.0,0,0,119.0,0.0
1423,2023-03-01 14:00:00,42368.0,14004461000.0,330.543358194864,6093.0,17901.0,5091.0,0.0,52.0,180.0,12801.0,0,0,250.0,0.0
1424,2023-03-01 15:00:00,43302.0,13617331000.0,314.4734885224701,5707.0,17861.0,5091.0,0.0,60.0,1101.0,13306.0,0,0,176.0,0.0
1425,2023-03-01 16:00:00,44631.0,13922882000.0,311.955412157469,5667.0,18668.0,5091.0,0.0,23.0,2197.0,12897.0,0,0,88.0,0.0
1426,2023-03-01 17:00:00,45707.0,14624943000.0,319.97162360251167,5792.0,19983.0,5090.0,0.0,32.0,3386.0,11377.0,0,0,47.0,0.0
1427,2023-03-01 18:00:00,46846.0,15948877000.0,340.4533364641592,6247.0,21911.0,5090.0,0.0,23.0,5058.0,8451.0,0,0,66.0,0.0
1428,2023-03-01 19:00:00,47827.0,16885844000.0,353.0609070190478,6510.0,23440.0,5095.0,0.0,23.0,5879.0,6805.0,0,0,75.0,0.0
1429,2023-03-01 20:00:00,48772.0,17912123000.0,367.2624251619782,6964.0,24652.0,5093.0,0.0,24.0,6067.0,5770.0,0,0,202.0,0.0
1430,2023-03-01 21:00:00,49084.0,18866529000.0,384.37228017276504,7163.0,26550.0,5087.0,0.0,25.0,4754.0,5293.0,0,0,212.0,0.0
1431,2023-03-01 22:00:00,49298.0,18929598000.0,383.983082477991,7114.0,27013.0,5085.0,0.0,25.0,4258.0,5734.0,0,0,69.0,0.0
1432,2023-03-01 23:00:00,49597.0,18946987000.0,382.0188116216707,7160.0,26991.0,5085.0,0.0,30.0,3118.0,7113.0,0,0,100.0,0.0
1433,2023-03-02 00:00:00,49130.0,18920686000.0,385.11471605943416,7171.0,27002.0,5085.0,0.0,70.0,1352.0,8310.0,0,0,140.0,0.0
1434,2023-03-02 01:00:00,49306.0,19037713000.0,386.11351559647915,7137.0,27450.0,5086.0,0.0,97.0,147.0,9252.0,0,0,137.0,0.0
1435,2023-03-02 02:00:00,49477.0,18420726000.0,372.30887078844717,6830.0,26762.0,5086.0,0.0,131.0,0.0,10590.0,0,0,78.0,0.0
1436,2023-03-02 03:00:00,48558.0,17204105000.0,354.3001153260019,6589.0,24393.0,5086.0,0.0,61.0,0.0,12309.0,0,0,120.0,0.0
1437,2023-03-02 04:00:00,47116.0,15682041000.0,332.83897189914256,6339.0,21418.0,5086.0,0.0,37.0,0.0,14151.0,0,0,85.0,0.0
1438,2023-03-02 05:00:00,44610.0,14458595000.0,324.1110737502802,6537.0,18101.0,5086.0,0.0,9.0,0.0,14787.0,0,0,90.0,0.0
1439,2023-03-02 06:00:00,41631.0,13249775000.0,318.2670365833153,6666.0,15045.0,5088.0,0.0,5.0,0.0,14779.0,0,0,48.0,0.0
1440,2023-03-02 07:00:00,39505.0,11624022000.0,294.2417921782053,5849.0,13116.0,5090.0,0.0,5.0,0.0,15402.0,0,0,43.0,0.0
1441,2023-03-02 08:00:00,38454.0,10693399000.0,278.0828782441358,5163.0,12481.0,5091.0,0.0,5.0,0.0,15647.0,0,0,67.0,0.0
1442,2023-03-02 09:00:00,37588.0,10205161000.0,271.5005054804725,4688.0,12444.0,5091.0,0.0,5.0,0.0,15299.0,0,0,61.0,0.0
1443,2023-03-02 10:00:00,37436.0,10088753000.0,269.49334864835987,4552.0,12431.0,5092.0,0.0,5.0,0.0,15249.0,0,0,107.0,0.0
1444,2023-03-02 11:00:00,37708.0,11106746000.0,294.5461440543121,5063.0,13653.0,5092.0,0.0,5.0,0.0,13772.0,0,0,123.0,0.0
1445,2023-03-02 12:00:00,39233.0,12931387000.0,329.60484795962583,5578.0,16674.0,5092.0,0.0,5.0,0.0,11673.0,0,0,211.0,0.0
1446,2023-03-02 13:00:00,41903.0,15814190000.0,377.39994749779254,7009.0,20072.0,5092.0,0.0,5.0,0.0,9426.0,0,0,299.0,0.0
1447,2023-03-02 14:00:00,42919.0,16488999000.0,384.1887975022717,7182.0,21435.0,5092.0,0.0,18.0,429.0,8646.0,0,0,117.0,0.0
1448,2023-03-02 15:00:00,43996.0,15429265000.0,350.69699518138015,6613.0,19966.0,5091.0,0.0,23.0,3848.0,8367.0,0,0,88.0,0.0
1449,2023-03-02 16:00:00,45176.0,14767770000.0,326.8941473348681,6449.0,18549.0,5086.0,0.0,24.0,6596.0,8404.0,0,0,68.0,0.0
1450,2023-03-02 17:00:00,46057.0,14594976000.0,316.8894196321949,6377.0,18173.0,5087.0,0.0,24.0,6866.0,9388.0,0,0,142.0,0.0
1451,2023-03-02 18:00:00,46966.0,14589877000.0,310.64763871737,6482.0,17926.0,5088.0,0.0,24.0,6678.0,10641.0,0,0,127.0,0.0
1452,2023-03-02 19:00:00,47526.0,14700535000.0,309.3156377561756,6558.0,18067.0,5088.0,0.0,24.0,7156.0,10595.0,0,0,38.0,0.0
1453,2023-03-02 20:00:00,48412.0,14029012000.0,289.7837726183591,6181.0,17330.0,5084.0,0.0,24.0,7009.0,12751.0,0,0,33.0,0.0
1454,2023-03-02 21:00:00,48890.0,13363419000.0,273.33644917160973,5855.0,16529.0,5085.0,0.0,24.0,5717.0,15602.0,0,0,78.0,0.0
1455,2023-03-02 22:00:00,49140.0,12765744000.0,259.78315018315016,5562.0,15727.0,5091.0,0.0,25.0,4875.0,17687.0,0,0,173.0,0.0
1456,2023-03-02 23:00:00,49732.0,12337052000.0,248.07069894635245,5439.0,15011.0,5091.0,0.0,25.0,3962.0,20004.0,0,0,200.0,0.0
1457,2023-03-03 00:00:00,49884.0,12234126000.0,245.25150348809237,5274.0,15250.0,5090.0,0.0,25.0,1781.0,22213.0,0,0,251.0,0.0
1458,2023-03-03 01:00:00,48845.0,12455170000.0,254.99375575801002,5487.0,15600.0,5090.0,0.0,53.0,355.0,22163.0,0,0,97.0,0.0
1459,2023-03-03 02:00:00,47497.0,12203564000.0,256.9333642124766,5487.0,15040.0,5089.0,0.0,123.0,0.0,21644.0,0,0,114.0,0.0
1460,2023-03-03 03:00:00,45846.0,12685001000.0,276.68719190332854,5604.0,15879.0,5090.0,0.0,45.0,0.0,19041.0,0,0,187.0,0.0
1461,2023-03-03 04:00:00,44181.0,12008566000.0,271.803852334714,5801.0,13935.0,5090.0,0.0,26.0,0.0,19212.0,0,0,117.0,0.0
1462,2023-03-03 05:00:00,42026.0,10177057000.0,242.16097177937468,5234.0,10840.0,5091.0,0.0,10.0,0.0,20655.0,0,0,196.0,0.0
1463,2023-03-03 06:00:00,39285.0,9906974000.0,252.18210512918418,5635.0,9465.0,5090.0,0.0,6.0,0.0,19000.0,0,0,89.0,0.0
1464,2023-03-03 07:00:00,37052.0,8234634000.0,222.24533088632194,4658.0,7849.0,5091.0,0.0,6.0,0.0,19408.0,0,0,40.0,0.0
1465,2023-03-03 08:00:00,35549.0,7914138000.0,222.6261779515598,4406.0,7704.0,5093.0,0.0,6.0,0.0,18298.0,0,0,42.0,0.0
1466,2023-03-03 09:00:00,34975.0,7561426000.0,216.19516797712652,4111.0,7549.0,5094.0,0.0,6.0,0.0,18164.0,0,0,51.0,0.0
1467,2023-03-03 10:00:00,34940.0,7082672000.0,202.709559244419,3960.0,6711.0,5095.0,0.0,6.0,0.0,19078.0,0,0,90.0,0.0
1468,2023-03-03 11:00:00,35625.0,7278089000.0,204.2972350877193,3827.0,7509.0,5096.0,0.0,6.0,0.0,19133.0,0,0,54.0,0.0
1469,2023-03-03 12:00:00,37514.0,7709515000.0,205.51034280535268,3793.0,8500.0,5098.0,0.0,6.0,0.0,20005.0,0,0,112.0,0.0
1470,2023-03-03 13:00:00,40798.0,9215381000.0,225.87825383597234,3992.0,11447.0,5098.0,0.0,6.0,2.0,20055.0,0,0,198.0,0.0
1471,2023-03-03 14:00:00,42283.0,9728602000.0,230.08305938556867,4029.0,12461.0,5098.0,0.0,6.0,1392.0,19116.0,0,0,181.0,0.0
1472,2023-03-03 15:00:00,42533.0,8971666000.0,210.93423929654622,3759.0,10928.0,5098.0,0.0,23.0,7330.0,15308.0,0,0,87.0,0.0
1473,2023-03-03 16:00:00,42537.0,8632285000.0,202.9359146155112,3460.0,10629.0,5099.0,0.0,26.0,10134.0,13131.0,0,0,58.0,0.0
1474,2023-03-03 17:00:00,42123.0,8661791000.0,205.6309142273817,3376.0,10844.0,5099.0,0.0,26.0,10392.0,12293.0,0,0,93.0,0.0
1475,2023-03-03 18:00:00,41782.0,9641396000.0,230.75477478339954,3668.0,12503.0,5100.0,0.0,25.0,11123.0,9307.0,0,0,56.0,0.0
1476,2023-03-03 19:00:00,41219.0,11016526000.0,267.2681530362212,4402.0,14103.0,5100.0,0.0,25.0,11281.0,6263.0,0,0,45.0,0.0
1477,2023-03-03 20:00:00,41335.0,11959889000.0,289.3404862707149,4953.0,15052.0,5100.0,0.0,25.0,11595.0,4564.0,0,0,46.0,0.0
1478,2023-03-03 21:00:00,41649.0,12245881000.0,294.0258109438402,4989.0,15655.0,5100.0,0.0,25.0,11729.0,4124.0,0,0,27.0,0.0
1479,2023-03-03 22:00:00,42101.0,12381936000.0,294.10075770171727,5002.0,15930.0,5099.0,0.0,26.0,11693.0,4315.0,0,0,36.0,0.0
1480,2023-03-03 23:00:00,42742.0,12528621000.0,293.122011136587,5001.0,16308.0,5099.0,0.0,26.0,11061.0,5206.0,0,0,41.0,0.0
1481,2023-03-04 00:00:00,42750.0,14054548000.0,328.7613567251462,5220.0,19623.0,5099.0,0.0,26.0,6582.0,6020.0,0,0,180.0,0.0
1482,2023-03-04 01:00:00,42753.0,16970616000.0,396.94561785137887,6548.0,23944.0,5100.0,0.0,54.0,737.0,6179.0,0,0,191.0,0.0
1483,2023-03-04 02:00:00,42678.0,16121928000.0,377.7573457050471,6346.0,22607.0,5100.0,0.0,101.0,0.0,8474.0,0,0,50.0,0.0
1484,2023-03-04 03:00:00,42450.0,13835709000.0,325.9295406360424,5503.0,19091.0,5100.0,0.0,26.0,0.0,12665.0,0,0,65.0,0.0
1485,2023-03-04 04:00:00,41696.0,11255625000.0,269.94495874904067,4081.0,16251.0,5100.0,0.0,26.0,0.0,16181.0,0,0,57.0,0.0
1486,2023-03-04 05:00:00,40322.0,9499892000.0,235.6007142502852,3617.0,13147.0,5101.0,0.0,10.0,0.0,18370.0,0,0,77.0,0.0
1487,2023-03-04 06:00:00,38956.0,8025151000.0,206.0055190471301,3231.0,10556.0,5101.0,0.0,6.0,0.0,19985.0,0,0,77.0,0.0
1488,2023-03-04 07:00:00,37427.0,7078943000.0,189.14000587810938,3019.0,8820.0,5101.0,0.0,6.0,0.0,20397.0,0,0,84.0,0.0
1489,2023-03-04 08:00:00,36730.0,6787332000.0,184.78987203920502,2930.0,8389.0,5102.0,0.0,6.0,0.0,20254.0,0,0,49.0,0.0
1490,2023-03-04 09:00:00,36394.0,6975891000.0,191.67695224487554,2962.0,8761.0,5102.0,0.0,6.0,0.0,19503.0,0,0,60.0,0.0
1491,2023-03-04 10:00:00,36351.0,7594947000.0,208.93364694231246,3216.0,9623.0,5102.0,0.0,6.0,0.0,18319.0,0,0,85.0,0.0
1492,2023-03-04 11:00:00,36473.0,7754038000.0,212.59666054341568,3136.0,10181.0,5102.0,0.0,6.0,0.0,17960.0,0,0,88.0,0.0
1493,2023-03-04 12:00:00,37205.0,8643781000.0,232.3284773551942,3591.0,11184.0,5103.0,0.0,6.0,0.0,17191.0,0,0,130.0,0.0
1494,2023-03-04 13:00:00,38451.0,9736254000.0,253.21198408363892,3977.0,12735.0,5103.0,0.0,6.0,3.0,16385.0,0,0,242.0,0.0
1495,2023-03-04 14:00:00,39556.0,10060019000.0,254.32346546668015,4176.0,13004.0,5103.0,0.0,6.0,1843.0,15290.0,0,0,134.0,0.0
1496,2023-03-04 15:00:00,40626.0,8650064000.0,212.91941121449318,3347.0,11018.0,5103.0,0.0,22.0,8790.0,12230.0,0,0,116.0,0.0
1497,2023-03-04 16:00:00,40701.0,8780256000.0,215.72580526276997,3137.0,11696.0,5103.0,0.0,53.0,11463.0,9209.0,0,0,40.0,0.0
1498,2023-03-04 17:00:00,40155.0,8490002000.0,211.4307558211929,3037.0,11230.0,5103.0,0.0,69.0,11673.0,9001.0,0,0,42.0,0.0
1499,2023-03-04 18:00:00,39889.0,8888320000.0,222.82634310210835,3032.0,12177.0,5102.0,0.0,49.0,11773.0,7701.0,0,0,55.0,0.0
1500,2023-03-04 19:00:00,39883.0,9976256000.0,250.1380538073866,3481.0,13778.0,5101.0,0.0,26.0,11437.0,6019.0,0,0,41.0,0.0
1501,2023-03-04 20:00:00,40402.0,11308792000.0,279.90673729023314,4328.0,14985.0,5100.0,0.0,26.0,11448.0,4474.0,0,0,41.0,0.0
1502,2023-03-04 21:00:00,41273.0,12496290000.0,302.7715455624743,4927.0,16419.0,5099.0,0.0,26.0,11450.0,3318.0,0,0,34.0,0.0
1503,2023-03-04 22:00:00,42232.0,12954981000.0,306.75745879901496,4882.0,17615.0,5100.0,0.0,26.0,11432.0,3161.0,0,0,16.0,0.0
1504,2023-03-04 23:00:00,43122.0,13475175000.0,312.4895644914429,4855.0,18924.0,5099.0,0.0,26.0,10678.0,3499.0,0,0,41.0,0.0
1505,2023-03-05 00:00:00,42872.0,15264914000.0,356.0578932636686,5548.0,21724.0,5098.0,0.0,27.0,6356.0,3902.0,0,0,217.0,0.0
1506,2023-03-05 01:00:00,41469.0,17202373000.0,414.82488123658635,6678.0,24160.0,5097.0,0.0,26.0,720.0,4535.0,0,0,253.0,0.0
1507,2023-03-05 02:00:00,41530.0,16553246000.0,398.5852636648206,6138.0,24098.0,5097.0,0.0,119.0,0.0,5986.0,0,0,92.0,0.0
1508,2023-03-05 03:00:00,41466.0,15093562000.0,363.99850479911254,5507.0,22095.0,5097.0,0.0,46.0,0.0,8644.0,0,0,77.0,0.0
1509,2023-03-05 04:00:00,40624.0,13859511000.0,341.16559176841275,5505.0,19225.0,5098.0,0.0,25.0,0.0,10735.0,0,0,36.0,0.0
1510,2023-03-05 05:00:00,38819.0,12285864000.0,316.490996676885,5575.0,15248.0,5098.0,0.0,6.0,0.0,12764.0,0,0,128.0,0.0
1511,2023-03-05 06:00:00,37282.0,10758038000.0,288.5585000804678,5300.0,12376.0,5098.0,0.0,6.0,0.0,14458.0,0,0,44.0,0.0
1512,2023-03-05 07:00:00,35813.0,9435768000.0,263.4732638985843,5086.0,9665.0,5098.0,0.0,6.0,0.0,15838.0,0,0,120.0,0.0
1513,2023-03-05 08:00:00,34850.0,7743855000.0,222.20530846484937,3998.0,8277.0,5099.0,0.0,6.0,0.0,17443.0,0,0,27.0,0.0
1514,2023-03-05 09:00:00,34361.0,6287831000.0,182.9932481592503,3119.0,6815.0,5091.0,0.0,6.0,0.0,19275.0,0,0,55.0,0.0
1515,2023-03-05 10:00:00,34151.0,5810937000.0,170.15422681619864,2925.0,6124.0,5088.0,0.0,6.0,0.0,19947.0,0,0,61.0,0.0
1516,2023-03-05 11:00:00,34046.0,5772407000.0,169.5472889619926,2918.0,6086.0,5088.0,0.0,6.0,0.0,19917.0,0,0,31.0,0.0
1517,2023-03-05 12:00:00,34436.0,5945004000.0,172.63921477523522,2910.0,6449.0,5089.0,0.0,6.0,0.0,19902.0,0,0,80.0,0.0
1518,2023-03-05 13:00:00,35298.0,6270856000.0,177.65471131508866,2950.0,7137.0,5089.0,0.0,6.0,3.0,20055.0,0,0,58.0,0.0
1519,2023-03-05 14:00:00,36285.0,6468074000.0,178.25751688025355,2948.0,7476.0,5088.0,0.0,6.0,1036.0,19646.0,0,0,85.0,0.0
1520,2023-03-05 15:00:00,37840.0,6449519000.0,170.44183403805496,2894.0,7196.0,5088.0,0.0,25.0,4436.0,18065.0,0,0,136.0,0.0
1521,2023-03-05 16:00:00,39387.0,6469946000.0,164.26602686165486,2833.0,7301.0,5088.0,0.0,25.0,6054.0,18018.0,0,0,68.0,0.0
1522,2023-03-05 17:00:00,39748.0,6365525000.0,160.14705142397102,2915.0,6832.0,5088.0,0.0,25.0,6126.0,18681.0,0,0,81.0,0.0
1523,2023-03-05 18:00:00,40258.0,6664793000.0,165.5520145064335,2954.0,7505.0,5087.0,0.0,25.0,6028.0,18625.0,0,0,34.0,0.0
1524,2023-03-05 19:00:00,40829.0,7077550000.0,173.34615102010827,3156.0,7923.0,5086.0,0.0,26.0,6162.0,18378.0,0,0,98.0,0.0
1525,2023-03-05 20:00:00,42035.0,7565637000.0,179.984227429523,3388.0,8518.0,5085.0,0.0,26.0,6719.0,18236.0,0,0,63.0,0.0
1526,2023-03-05 21:00:00,43500.0,8090602000.0,185.99085057471265,3655.0,9133.0,5083.0,0.0,26.0,7033.0,18543.0,0,0,27.0,0.0
1527,2023-03-05 22:00:00,44921.0,8423989000.0,187.52897308608445,3662.0,9875.0,5082.0,0.0,26.0,6852.0,19385.0,0,0,39.0,0.0
1528,2023-03-05 23:00:00,45626.0,8576878000.0,187.9822469644501,3630.0,10246.0,5082.0,0.0,26.0,6322.0,20204.0,0,0,116.0,0.0
1529,2023-03-06 00:00:00,45657.0,9543938000.0,209.03559147556783,4094.0,11646.0,5082.0,0.0,26.0,3921.0,20757.0,0,0,131.0,0.0
1530,2023-03-06 01:00:00,45033.0,11166736000.0,247.96784580196746,5016.0,13650.0,5083.0,0.0,54.0,387.0,20693.0,0,0,150.0,0.0
1531,2023-03-06 02:00:00,45470.0,10923142000.0,240.22744666813284,4899.0,13362.0,5083.0,0.0,128.0,0.0,21854.0,0,0,144.0,0.0
1532,2023-03-06 03:00:00,44839.0,9962735000.0,222.1890541715917,4229.0,12712.0,5083.0,0.0,45.0,0.0,22689.0,0,0,81.0,0.0
1533,2023-03-06 04:00:00,43447.0,9445600000.0,217.40511427716527,4257.0,11456.0,5084.0,0.0,26.0,0.0,22548.0,0,0,76.0,0.0
1534,2023-03-06 05:00:00,40811.0,8216854000.0,201.33919776530837,3632.0,10055.0,5084.0,0.0,6.0,0.0,21972.0,0,0,62.0,0.0
1535,2023-03-06 06:00:00,38172.0,7201780000.0,188.6665618778162,3382.0,8274.0,5083.0,0.0,6.0,0.0,21360.0,0,0,67.0,0.0
1536,2023-03-06 07:00:00,36279.0,6183949000.0,170.45533228589542,2801.0,7272.0,5083.0,0.0,6.0,0.0,21079.0,0,0,38.0,0.0
1537,2023-03-06 08:00:00,35315.0,5834627000.0,165.2166784652414,2635.0,6837.0,5083.0,0.0,6.0,0.0,20707.0,0,0,47.0,0.0
1538,2023-03-06 09:00:00,34864.0,5975356000.0,171.39043139054613,2633.0,7194.0,5084.0,0.0,6.0,0.0,19904.0,0,0,43.0,0.0
1539,2023-03-06 10:00:00,34876.0,6362624000.0,182.43560041289138,2676.0,8001.0,5085.0,0.0,6.0,0.0,19050.0,0,0,58.0,0.0
1540,2023-03-06 11:00:00,35348.0,6763015000.0,191.32666628946475,2667.0,8937.0,5085.0,0.0,6.0,0.0,18571.0,0,0,82.0,0.0
1541,2023-03-06 12:00:00,37255.0,8115762000.0,217.84356462219836,3033.0,11206.0,5084.0,0.0,6.0,0.0,17790.0,0,0,136.0,0.0
1542,2023-03-06 13:00:00,40153.0,10037719000.0,249.98677558339352,3304.0,14957.0,5085.0,0.0,6.0,2.0,16549.0,0,0,250.0,0.0
1543,2023-03-06 14:00:00,41542.0,11329753000.0,272.73008040055845,3915.0,16582.0,5085.0,0.0,6.0,1023.0,14740.0,0,0,191.0,0.0
