hour,timestamp_utc,total_gen_MW,co2_emissions_g,carbon_intensity_g_per_kwh,gen_Coal_MW,gen_NaturalGas_MW,gen_Nuclear_MW,gen_Petroleum_MW,gen_Hydro_MW,gen_Solar_MW,gen_Wind_MW,gen_Geothermal_MW,gen_BatteryStorage_MW,gen_Other_MW,gen_Unknown_MW
53,2023-01-03 12:00:00,36247.0,7653527000.0,211.1492537313433,3870.0,8211.0,5118.0,0.0,4.0,1.0,18922.0,0,0,121.0,0.0
54,2023-01-03 13:00:00,38466.0,9558982000.0,248.50470545416732,4311.0,11562.0,5117.0,0.0,24.0,1.0,17229.0,0,0,222.0,0.0
55,2023-01-03 14:00:00,39961.0,11055860000.0,276.66624959335354,4889.0,13789.0,5117.0,0.0,92.0,33.0,15849.0,0,0,192.0,0.0
56,2023-01-03 15:00:00,40340.0,11258798000.0,279.0976202280615,5130.0,13570.0,5116.0,0.0,93.0,1004.0,15182.0,0,0,245.0,0.0
57,2023-01-03 16:00:00,40561.0,12432327000.0,306.50938093242274,6008.0,14207.0,5116.0,0.0,37.0,2864.0,12095.0,0,0,234.0,0.0
58,2023-01-03 17:00:00,40912.0,11987598000.0,293.00933711380526,5454.0,14384.0,5119.0,0.0,11.0,4170.0,11596.0,0,0,178.0,0.0
59,2023-01-03 18:00:00,41623.0,11751719000.0,282.3371453283041,5119.0,14522.0,5123.0,0.0,5.0,4787.0,11882.0,0,0,185.0,0.0
60,2023-01-03 19:00:00,42066.0,12504909000.0,297.2687918984453,5628.0,15103.0,5123.0,0.0,11.0,5103.0,10910.0,0,0,188.0,0.0
61,2023-01-03 20:00:00,42369.0,12453133000.0,293.9208619509547,5460.0,15431.0,5124.0,0.0,14.0,5471.0,10766.0,0,0,103.0,0.0
62,2023-01-03 21:00:00,42569.0,12432284000.0,292.0501773591111,5399.0,15481.0,5122.0,0.0,11.0,5593.0,10837.0,0,0,126.0,0.0
63,2023-01-03 22:00:00,43003.0,12646655000.0,294.08773806478615,5363.0,16111.0,5118.0,0.0,37.0,5814.0,10489.0,0,0,71.0,0.0
64,2023-01-03 23:00:00,43208.0,12844228000.0,297.265043510461,5027.0,17382.0,5117.0,0.0,36.0,4610.0,10910.0,0,0,126.0,0.0
65,2023-01-04 00:00:00,43005.0,15124371000.0,351.6886641088246,5916.0,20996.0,5116.0,0.0,11.0,802.0,9979.0,0,0,185.0,0.0
66,2023-01-04 01:00:00,44206.0,16361093000.0,370.1102339048998,6604.0,22414.0,5116.0,0.0,16.0,1.0,9894.0,0,0,161.0,0.0
67,2023-01-04 02:00:00,43895.0,15573107000.0,354.7808862057182,6425.0,21056.0,5116.0,0.0,14.0,0.0,11209.0,0,0,75.0,0.0
68,2023-01-04 03:00:00,42886.0,14487009000.0,337.8027561441962,5820.0,19864.0,5117.0,0.0,9.0,0.0,11979.0,0,0,97.0,0.0
69,2023-01-04 04:00:00,41423.0,13394359000.0,323.35559954614587,5368.0,18340.0,5117.0,0.0,8.0,0.0,12493.0,0,0,97.0,0.0
70,2023-01-04 05:00:00,39341.0,12627492000.0,320.9753692076968,5187.0,16934.0,5117.0,0.0,8.0,0.0,11956.0,0,0,139.0,0.0
71,2023-01-04 06:00:00,37163.0,11621614000.0,312.72001722142994,4879.0,15374.0,5118.0,0.0,8.0,0.0,11706.0,0,0,78.0,0.0
72,2023-01-04 07:00:00,35882.0,10900259000.0,303.7806978429296,4896.0,13621.0,5117.0,0.0,9.0,0.0,12139.0,0,0,100.0,0.0
73,2023-01-04 08:00:00,35082.0,10131533000.0,288.7957642095662,4920.0,11767.0,5118.0,0.0,9.0,0.0,13181.0,0,0,87.0,0.0
74,2023-01-04 09:00:00,34988.0,9725098000.0,277.9552417971876,4664.0,11402.0,5117.0,0.0,9.0,0.0,13718.0,0,0,78.0,0.0
75,2023-01-04 10:00:00,35411.0,10057209000.0,284.0136963090565,4808.0,11847.0,5117.0,0.0,9.0,0.0,13549.0,0,0,81.0,0.0
76,2023-01-04 11:00:00,36250.0,10788679000.0,297.6187310344828,5023.0,13056.0,5117.0,0.0,9.0,0.0,12949.0,0,0,96.0,0.0
77,2023-01-04 12:00:00,38628.0,12024804000.0,311.29760795278037,5544.0,14670.0,5118.0,0.0,9.0,0.0,13132.0,0,0,155.0,0.0
78,2023-01-04 13:00:00,41903.0,14111066000.0,336.7555067656254,6399.0,17588.0,5118.0,0.0,15.0,0.0,12630.0,0,0,153.0,0.0
79,2023-01-04 14:00:00,44002.0,14918482000.0,339.04099813644837,6673.0,18760.0,5118.0,0.0,89.0,119.0,13043.0,0,0,200.0,0.0
80,2023-01-04 15:00:00,44241.0,13246432000.0,299.41529350602383,5849.0,16578.0,5117.0,0.0,87.0,2806.0,13702.0,0,0,102.0,0.0
81,2023-01-04 16:00:00,43816.0,11506807000.0,262.6165555961293,5066.0,13842.0,5117.0,0.0,15.0,7404.0,12221.0,0,0,151.0,0.0
82,2023-01-04 17:00:00,43140.0,10242252000.0,237.41891515994436,4563.0,11975.0,5117.0,0.0,11.0,8333.0,13025.0,0,0,116.0,0.0
83,2023-01-04 18:00:00,42553.0,9650098000.0,226.77832350245575,4418.0,10919.0,5123.0,0.0,11.0,8217.0,13747.0,0,0,118.0,0.0
84,2023-01-04 19:00:00,41892.0,9678020000.0,231.02310703714312,4290.0,11312.0,5123.0,0.0,5.0,7866.0,13166.0,0,0,130.0,0.0
85,2023-01-04 20:00:00,41868.0,9695758000.0,231.57920129932168,4205.0,11494.0,5118.0,0.0,5.0,8100.0,12782.0,0,0,164.0,0.0
86,2023-01-04 21:00:00,41750.0,9356847000.0,224.11609580838322,3919.0,11349.0,5116.0,0.0,5.0,8017.0,13174.0,0,0,170.0,0.0
87,2023-01-04 22:00:00,42151.0,9700759000.0,230.14303337999098,3959.0,12073.0,5117.0,0.0,50.0,7810.0,12965.0,0,0,177.0,0.0
88,2023-01-04 23:00:00,42296.0,11100867000.0,262.4566625685644,4219.0,14948.0,5117.0,0.0,23.0,5961.0,11848.0,0,0,180.0,0.0
89,2023-01-05 00:00:00,42511.0,15162517000.0,356.672790571852,5193.0,22708.0,5117.0,0.0,23.0,994.0,8249.0,0,0,227.0,0.0
90,2023-01-05 01:00:00,43765.0,17083404000.0,390.3439734948018,5776.0,26007.0,5117.0,0.0,21.0,1.0,6633.0,0,0,210.0,0.0
91,2023-01-05 02:00:00,43830.0,16510024000.0,376.68318503308234,5739.0,24754.0,5117.0,0.0,21.0,0.0,8016.0,0,0,183.0,0.0
92,2023-01-05 03:00:00,43630.0,15997734000.0,366.66820994728397,5711.0,23638.0,5117.0,0.0,6.0,0.0,9006.0,0,0,152.0,0.0
93,2023-01-05 04:00:00,42859.0,15857989000.0,370.0037098392403,5729.0,23317.0,5117.0,0.0,4.0,0.0,8569.0,0,0,123.0,0.0
94,2023-01-05 05:00:00,41125.0,15339266000.0,372.99127051671735,5610.0,22318.0,5117.0,0.0,5.0,0.0,7882.0,0,0,193.0,0.0
95,2023-01-05 06:00:00,39599.0,14420551000.0,364.16452435667566,5305.0,20928.0,5117.0,0.0,4.0,0.0,8101.0,0,0,144.0,0.0
96,2023-01-05 07:00:00,38360.0,14051371000.0,366.302685088634,5290.0,20128.0,5117.0,0.0,8.0,0.0,7685.0,0,0,132.0,0.0
97,2023-01-05 08:00:00,38107.0,14585848000.0,382.7603327472643,5576.0,20771.0,5117.0,0.0,8.0,0.0,6522.0,0,0,113.0,0.0
98,2023-01-05 09:00:00,37811.0,15174557000.0,401.3265187379334,5747.0,21765.0,5117.0,0.0,8.0,0.0,5041.0,0,0,133.0,0.0
99,2023-01-05 10:00:00,37772.0,15366824000.0,406.83109181404217,5752.0,22218.0,5117.0,0.0,8.0,0.0,4548.0,0,0,129.0,0.0
100,2023-01-05 11:00:00,39022.0,16079757000.0,412.06901235200655,5743.0,23883.0,5117.0,0.0,8.0,0.0,4121.0,0,0,150.0,0.0
101,2023-01-05 12:00:00,41446.0,17138754000.0,413.52009844134534,5697.0,26403.0,5117.0,0.0,8.0,0.0,4028.0,0,0,193.0,0.0
102,2023-01-05 13:00:00,44993.0,19097686000.0,424.45904918542885,5943.0,30338.0,5117.0,0.0,9.0,0.0,3326.0,0,0,260.0,0.0
103,2023-01-05 14:00:00,47046.0,20669953000.0,439.3562258215364,6621.0,32451.0,5117.0,0.0,79.0,125.0,2388.0,0,0,265.0,0.0
104,2023-01-05 15:00:00,46481.0,19254755000.0,414.2500161356253,6190.0,30024.0,5116.0,0.0,80.0,3170.0,1783.0,0,0,118.0,0.0
105,2023-01-05 16:00:00,45402.0,17058391000.0,375.7189330866482,5729.0,25411.0,5117.0,0.0,10.0,8041.0,894.0,0,0,200.0,0.0
106,2023-01-05 17:00:00,44269.0,16418784000.0,370.886715308681,5742.0,23912.0,5117.0,0.0,8.0,8686.0,670.0,0,0,134.0,0.0
107,2023-01-05 18:00:00,42927.0,15741878000.0,366.7127448924919,5694.0,22496.0,5121.0,0.0,8.0,8416.0,1086.0,0,0,106.0,0.0
108,2023-01-05 19:00:00,41886.0,15223211000.0,363.4438953349568,5641.0,21435.0,5121.0,0.0,3.0,8233.0,1358.0,0,0,95.0,0.0
109,2023-01-05 20:00:00,41291.0,14785419000.0,358.07849168099585,5579.0,20548.0,5120.0,0.0,4.0,8370.0,1583.0,0,0,87.0,0.0
110,2023-01-05 21:00:00,41031.0,14190127000.0,345.8391703833687,5242.0,19837.0,5120.0,0.0,3.0,8592.0,2099.0,0,0,138.0,0.0
111,2023-01-05 22:00:00,41182.0,13819400000.0,335.56893788548393,5064.0,19418.0,5116.0,0.0,50.0,8668.0,2784.0,0,0,82.0,0.0
112,2023-01-05 23:00:00,41548.0,15003870000.0,361.1213536150958,5454.0,21389.0,5116.0,0.0,58.0,6026.0,3298.0,0,0,207.0,0.0
113,2023-01-06 00:00:00,42113.0,17435597000.0,414.0193526939425,6656.0,24687.0,5116.0,0.0,61.0,1003.0,4302.0,0,0,288.0,0.0
114,2023-01-06 01:00:00,43637.0,17283771000.0,396.08064257396245,6494.0,24879.0,5116.0,0.0,35.0,1.0,6946.0,0,0,166.0,0.0
115,2023-01-06 02:00:00,43624.0,15288589000.0,350.46279570878414,5892.0,21586.0,5116.0,0.0,26.0,0.0,10903.0,0,0,101.0,0.0
116,2023-01-06 03:00:00,44111.0,13338889000.0,302.3937113191721,5598.0,17604.0,5117.0,0.0,7.0,0.0,15687.0,0,0,98.0,0.0
117,2023-01-06 04:00:00,43553.0,10635316000.0,244.19250109062523,4932.0,12626.0,5116.0,0.0,4.0,0.0,20708.0,0,0,167.0,0.0
118,2023-01-06 05:00:00,42286.0,8894649000.0,210.3450078040013,4643.0,9143.0,5116.0,0.0,2.0,0.0,23189.0,0,0,193.0,0.0
119,2023-01-06 06:00:00,40766.0,7709833000.0,189.12409851346712,4357.0,7124.0,5116.0,0.0,1.0,0.0,24067.0,0,0,101.0,0.0
120,2023-01-06 07:00:00,39459.0,7068418000.0,179.1332268937378,4159.0,6056.0,5116.0,0.0,8.0,0.0,23994.0,0,0,126.0,0.0
121,2023-01-06 08:00:00,39215.0,6916038000.0,176.3620553359684,4065.0,5964.0,5116.0,0.0,7.0,0.0,23978.0,0,0,85.0,0.0
122,2023-01-06 09:00:00,39183.0,6803986000.0,173.64637725544242,3973.0,5881.0,5116.0,0.0,7.0,0.0,24096.0,0,0,110.0,0.0
123,2023-01-06 10:00:00,39548.0,7006155000.0,177.15573480327703,4001.0,6288.0,5116.0,0.0,7.0,0.0,24025.0,0,0,111.0,0.0
124,2023-01-06 11:00:00,40334.0,7249649000.0,179.74039272078147,4025.0,6821.0,5117.0,0.0,7.0,0.0,24277.0,0,0,87.0,0.0
125,2023-01-06 12:00:00,42015.0,8048653000.0,191.56617874568607,4238.0,8162.0,5116.0,0.0,8.0,0.0,24379.0,0,0,112.0,0.0
126,2023-01-06 13:00:00,45274.0,9927268000.0,219.27083977558863,4883.0,11017.0,5116.0,0.0,8.0,0.0,24094.0,0,0,156.0,0.0
127,2023-01-06 14:00:00,46863.0,10398289000.0,221.88696839724304,5160.0,11525.0,5117.0,0.0,76.0,84.0,24809.0,0,0,92.0,0.0
128,2023-01-06 15:00:00,46745.0,9385340000.0,200.77740934859344,4589.0,10209.0,5116.0,0.0,75.0,2595.0,24043.0,0,0,118.0,0.0
129,2023-01-06 16:00:00,45707.0,8943329000.0,195.66650622442953,4356.0,9415.0,5117.0,0.0,8.0,6068.0,20589.0,0,0,154.0,0.0
130,2023-01-06 17:00:00,45074.0,8257630000.0,183.20162399609532,4144.0,8313.0,5115.0,0.0,7.0,6853.0,20563.0,0,0,79.0,0.0
131,2023-01-06 18:00:00,44753.0,7811642000.0,174.5501307174938,3976.0,7658.0,5114.0,0.0,7.0,6858.0,21072.0,0,0,68.0,0.0
132,2023-01-06 19:00:00,44356.0,7513630000.0,169.39376859951304,3791.0,7450.0,5113.0,0.0,1.0,6086.0,21852.0,0,0,63.0,0.0
133,2023-01-06 20:00:00,44179.0,7263492000.0,164.4105117816157,3541.0,7496.0,5113.0,0.0,1.0,5405.0,22567.0,0,0,56.0,0.0
134,2023-01-06 21:00:00,44198.0,7095814000.0,160.54604280736686,3329.0,7519.0,5112.0,0.0,1.0,5895.0,22261.0,0,0,81.0,0.0
135,2023-01-06 22:00:00,44334.0,7142200000.0,161.09983308521677,3211.0,7848.0,5111.0,0.0,46.0,6713.0,21335.0,0,0,70.0,0.0
136,2023-01-06 23:00:00,43963.0,8658972000.0,196.96044400973545,3708.0,10238.0,5111.0,0.0,21.0,4865.0,19751.0,0,0,269.0,0.0
137,2023-01-07 00:00:00,43014.0,11329282000.0,263.38592086297484,5091.0,13794.0,5111.0,0.0,21.0,901.0,17873.0,0,0,223.0,0.0
138,2023-01-07 01:00:00,43643.0,11945199000.0,273.7025181586967,5637.0,14106.0,5112.0,0.0,21.0,1.0,18588.0,0,0,178.0,0.0
139,2023-01-07 02:00:00,43471.0,11177031000.0,257.1146511467415,5412.0,12898.0,5112.0,0.0,20.0,0.0,19937.0,0,0,92.0,0.0
140,2023-01-07 03:00:00,42841.0,9847477000.0,229.8610443266964,4753.0,11252.0,5112.0,0.0,1.0,0.0,21619.0,0,0,104.0,0.0
141,2023-01-07 04:00:00,41754.0,9008724000.0,215.75714901566317,4725.0,9361.0,5112.0,0.0,1.0,0.0,22466.0,0,0,89.0,0.0
142,2023-01-07 05:00:00,40144.0,8575671000.0,213.62273316062175,4543.0,8800.0,5111.0,0.0,0.0,0.0,21609.0,0,0,81.0,0.0
143,2023-01-07 06:00:00,38014.0,8124037000.0,213.71171147471983,4301.0,8340.0,5110.0,0.0,1.0,0.0,20183.0,0,0,79.0,0.0
144,2023-01-07 07:00:00,36350.0,8503372000.0,233.9304539202201,4285.0,9327.0,5111.0,0.0,7.0,0.0,17542.0,0,0,78.0,0.0
145,2023-01-07 08:00:00,35170.0,8645141000.0,245.81009382996874,4567.0,9050.0,5110.0,0.0,7.0,0.0,16363.0,0,0,73.0,0.0
146,2023-01-07 09:00:00,34342.0,8330150000.0,242.56449828198708,4343.0,8838.0,5111.0,0.0,7.0,0.0,15970.0,0,0,73.0,0.0
147,2023-01-07 10:00:00,34299.0,8424839000.0,245.62928948365843,4208.0,9403.0,5111.0,0.0,7.0,0.0,15519.0,0,0,51.0,0.0
148,2023-01-07 11:00:00,34341.0,8534516000.0,248.5226405754055,4226.0,9629.0,5111.0,0.0,8.0,0.0,15322.0,0,0,45.0,0.0
149,2023-01-07 12:00:00,34942.0,8724775000.0,249.6930627897659,4186.0,10154.0,5112.0,0.0,7.0,0.0,15433.0,0,0,50.0,0.0
150,2023-01-07 13:00:00,35987.0,9399356000.0,261.18753994498013,4285.0,11462.0,5112.0,0.0,7.0,1.0,15031.0,0,0,89.0,0.0
151,2023-01-07 14:00:00,36807.0,10104237000.0,274.51943923710166,4548.0,12516.0,5112.0,0.0,7.0,43.0,14496.0,0,0,85.0,0.0
152,2023-01-07 15:00:00,37975.0,10736291000.0,282.7199736668861,4774.0,13281.0,5112.0,0.0,7.0,1723.0,12940.0,0,0,138.0,0.0
153,2023-01-07 16:00:00,39939.0,10828153000.0,271.11727885024663,4726.0,13311.0,5112.0,0.0,7.0,5835.0,10866.0,0,0,82.0,0.0
154,2023-01-07 17:00:00,41073.0,11642682000.0,283.46315097509313,4748.0,15173.0,5112.0,0.0,8.0,6066.0,9898.0,0,0,68.0,0.0
155,2023-01-07 18:00:00,41447.0,12170783000.0,293.64689844862113,4795.0,16318.0,5111.0,0.0,7.0,5674.0,9451.0,0,0,91.0,0.0
156,2023-01-07 19:00:00,41667.0,12814156000.0,307.53728370173036,4987.0,17405.0,5110.0,0.0,1.0,5858.0,8228.0,0,0,78.0,0.0
157,2023-01-07 20:00:00,41569.0,13214713000.0,317.89826553441264,5011.0,18312.0,5110.0,0.0,1.0,5898.0,7165.0,0,0,72.0,0.0
158,2023-01-07 21:00:00,41545.0,13419854000.0,323.0197135636057,4897.0,19080.0,5109.0,0.0,1.0,5713.0,6673.0,0,0,72.0,0.0
159,2023-01-07 22:00:00,41676.0,13825101000.0,331.728116901814,5007.0,19785.0,5109.0,0.0,35.0,5099.0,6526.0,0,0,115.0,0.0
160,2023-01-07 23:00:00,41778.0,14632934000.0,350.2545358801283,5154.0,21454.0,5109.0,0.0,55.0,3247.0,6595.0,0,0,164.0,0.0
161,2023-01-08 00:00:00,42160.0,16314530000.0,386.9670303605313,5986.0,23734.0,5109.0,0.0,24.0,554.0,6584.0,0,0,169.0,0.0
162,2023-01-08 01:00:00,43082.0,17051271000.0,395.78643052783065,6648.0,24005.0,5109.0,0.0,26.0,1.0,7146.0,0,0,147.0,0.0
163,2023-01-08 02:00:00,42561.0,16905244000.0,397.2003477361904,6504.0,24029.0,5109.0,0.0,24.0,0.0,6770.0,0,0,125.0,0.0
164,2023-01-08 03:00:00,41813.0,16740439000.0,400.36445603042114,6523.0,23606.0,5108.0,0.0,9.0,0.0,6437.0,0,0,130.0,0.0
165,2023-01-08 04:00:00,40886.0,16060908000.0,392.8216993591939,6241.0,22780.0,5108.0,0.0,1.0,0.0,6728.0,0,0,28.0,0.0
166,2023-01-08 05:00:00,39820.0,15032464000.0,377.5103967855349,5648.0,21635.0,5109.0,0.0,1.0,0.0,7322.0,0,0,105.0,0.0
167,2023-01-08 06:00:00,38465.0,14577234000.0,378.9739763421292,5368.0,21290.0,5109.0,0.0,1.0,0.0,6642.0,0,0,55.0,0.0
168,2023-01-08 07:00:00,37034.0,14222063000.0,384.02719122968085,5367.0,20489.0,5110.0,0.0,8.0,0.0,6011.0,0,0,49.0,0.0
169,2023-01-08 08:00:00,36019.0,14043695000.0,389.89685999056053,5313.0,20223.0,5110.0,0.0,8.0,0.0,5323.0,0,0,42.0,0.0
170,2023-01-08 09:00:00,35258.0,13658045000.0,387.3743547563673,5140.0,19739.0,5110.0,0.0,8.0,0.0,5233.0,0,0,28.0,0.0
171,2023-01-08 10:00:00,34961.0,12952662000.0,370.48888761763106,4739.0,18958.0,5110.0,0.0,8.0,0.0,6090.0,0,0,56.0,0.0
