group,run_id,case_id,year,pue,load_multiplier,reactor_scenario,bess_applied,carbon_price_usd_per_tco2,wacc_effective,crf_effective,smr_capex_usd_per_kWe,absorption_capex_usd_per_kWth,smr_capex_tag,absorption_capex_tag,tac_usd_per_yr,tac_case0_baseline_usd_per_yr,heat_recovery_premium,lcoe_usd_per_mwh_e,lcoc_usd_per_mwh_c,co2_annual_tonnes,co2_per_mwh_kg,epbt_years,water_total_l_per_mwh_e,water_direct_site_l_per_mwh_e,water_indirect_generation_l_per_mwh_e,water_scarcity_m3_world_eq_per_mwh_e,solve_seconds,it_energy_annual_MWh,cool_energy_annual_MWh,capex_annual_usd,fom_annual_usd,vom_annual_usd,carbon_annual_usd,grid_annual_usd,fuel_annual_usd,co2_direct_annual_tonnes,co2_lifecycle_annual_tonnes,ngcc_capacity_MWe,delivered_fuel_usd_per_mmbtu,co2_rx_lifecycle_tonnes,co2_grid_import_tonnes,co2_export_credit_tonnes,ptc_annual_usd,Q_abs_cool_annual_MWh,Q_to_abs_annual_MWh,P_grid_buy_annual_MWh,P_grid_sell_annual_MWh,co2_case0_baseline_tonnes
s5_feasibility_2d,case2_smr_Low_Mid_abs_Baseline,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,5000.0,750.0,Low_Mid,Baseline,71468882.28485054,75869050.00119022,0.05799687377488777,86.14159769749025,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.569,829667.48,921852.7555555556,111114642.83037882,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s5_feasibility_2d,case2_smr_Low_Mid_abs_Mid_High,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,5000.0,900.0,Low_Mid,Mid_High,73472986.8999924,75869050.00119022,0.0315815619301971,88.55714930515586,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.102,829667.48,921852.7555555556,113118747.4455207,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s5_feasibility_2d,case2_smr_Low_Mid_abs_Turnkey_High,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,5000.0,1200.0,Low_Mid,Turnkey_High,77481196.1302762,75869050.00119022,-0.021249061759185027,93.38825252048713,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.637,829667.48,921852.7555555556,117126956.6758045,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s6_carbon_price,case0_co2_0,0,2023,1.35,1.0,,False,0.0,0.067,0.0922,,,,,75869050.00119022,75869050.00119022,0.0,91.44512931999,24.133880223726717,362584.6742873656,437.02408859916454,,1963.973712271822,111.11111111111113,1852.862601160711,1.2765829129766844,0.035,829667.48,921852.7555555556,3340174.358569824,1280000.0,460926.3777777778,0.0,70787949.26484261,0.0,,,,,,,,,,,,,362584.6742873656
s5_feasibility_2d,case2_smr_ATB_Mid_abs_Bare_Low,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,7615.0,450.0,ATB_Mid,Bare_Low,118585986.49672678,75869050.00119022,-0.5630350781361627,142.93194485184208,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.507,829667.48,921852.7555555556,158231747.04225507,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s5_feasibility_2d,case2_smr_ATB_Mid_abs_Mid_Low,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,7615.0,600.0,ATB_Mid,Mid_Low,120590091.11186865,75869050.00119022,-0.5894503899808533,145.34749645950768,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.039,829667.48,921852.7555555556,160235851.65739694,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s6_carbon_price,case3_co2_0,3,2023,1.35,1.0,,False,0.0,0.067,0.0922,,,,,55576822.08038327,75869050.00119022,0.2674638461993211,66.98686331587116,,485855.05842715554,585.6021480161613,0.18474430390337926,1128.8807089317834,111.11111111111113,1017.7695978206723,0.7337724608056593,0.035,829667.48,921852.7555555556,24133828.269307002,7140000.0,3329756.3703776496,0.0,0.0,20973237.440698616,416447.1929375619,485855.05842715554,200.0,2.633095890410959,,,,,,,,,362584.6742873656
s6_carbon_price,case0_co2_50,0,2023,1.35,1.0,,False,50.0,0.067,0.0922,,,,,93998283.7155585,93998283.7155585,0.0,113.29633374994823,24.133880223726717,362584.6742873656,437.02408859916454,,1963.973712271822,111.11111111111113,1852.862601160711,1.2765829129766844,0.033,829667.48,921852.7555555556,3340174.358569824,1280000.0,460926.3777777778,18129233.71436828,70787949.26484261,0.0,,,,,,,,,,,,,362584.6742873656
s5_feasibility_2d,case2_smr_ATB_Mid_abs_Baseline,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,7615.0,750.0,ATB_Mid,Baseline,122594195.72701055,75869050.00119022,-0.6158657018255445,147.76304806717332,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.718,829667.48,921852.7555555556,162239956.27253884,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s5_feasibility_2d,case2_smr_ATB_Mid_abs_Mid_High,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,7615.0,900.0,ATB_Mid,Mid_High,124598300.34215245,75869050.00119022,-0.6422810136702355,150.17859967483895,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.657,829667.48,921852.7555555556,164244060.88768074,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s6_carbon_price,case3_co2_50,3,2023,1.35,1.0,,False,50.0,0.067,0.0922,,,,,79869575.00174105,93998283.7155585,0.1503081562273129,96.26697071667924,,485855.05842715554,585.6021480161613,0.18474430390337926,1128.8807089317834,111.11111111111113,1017.7695978206723,0.7337724608056593,0.036,829667.48,921852.7555555556,24133828.269307002,7140000.0,3329756.3703776496,24292752.921357777,0.0,20973237.440698616,416447.1929375619,485855.05842715554,200.0,2.633095890410959,,,,,,,,,362584.6742873656
s6_carbon_price,case0_co2_100,0,2023,1.35,1.0,,False,100.0,0.067,0.0922,,,,,112127517.42992678,112127517.42992678,0.0,135.14753817990646,24.133880223726717,362584.6742873656,437.02408859916454,,1963.973712271822,111.11111111111113,1852.862601160711,1.2765829129766844,0.034,829667.48,921852.7555555556,3340174.358569824,1280000.0,460926.3777777778,36258467.42873656,70787949.26484261,0.0,,,,,,,,,,,,,362584.6742873656
s5_feasibility_2d,case2_smr_ATB_Mid_abs_Turnkey_High,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,7615.0,1200.0,ATB_Mid,Turnkey_High,128606509.57243624,75869050.00119022,-0.6951116373596176,155.00970289017022,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.504,829667.48,921852.7555555556,168252270.11796454,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s5_feasibility_2d,case2_smr_High_Mid_abs_Bare_Low,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,11000.0,450.0,High_Mid,Bare_Low,184765407.5298862,75869050.00119022,-1.435319903530987,222.69814351393669,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.456,829667.48,921852.7555555556,224411168.07541445,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s6_carbon_price,case3_co2_100,3,2023,1.35,1.0,,False,100.0,0.067,0.0922,,,,,104162327.92309883,112127517.42992678,0.07103688451682463,125.5470781174873,,485855.05842715554,585.6021480161613,0.18474430390337926,1128.8807089317834,111.11111111111113,1017.7695978206723,0.7337724608056593,0.035,829667.48,921852.7555555556,24133828.269307002,7140000.0,3329756.3703776496,48585505.842715554,0.0,20973237.440698616,416447.1929375619,485855.05842715554,200.0,2.633095890410959,,,,,,,,,362584.6742873656
s6_carbon_price,case1_co2_0,1,2023,1.35,1.0,ATB_Mid,False,0.0,0.067,0.0922,,,,,113370159.47922154,75869050.00119022,-0.4942873210807703,136.64529731745245,,-343631.50826446357,-414.17979678372296,0.5583906813630124,6917.708903509777,111.11111111111113,6806.597792398666,4.4965107872813554,9.529,829667.48,921852.7555555556,152219433.19682938,33950000.0,8076562.064282004,-0.0,-59769471.507813305,21759300.0,,,,,26110.750925160002,24207.41317929641,393949.67236891994,-42865664.27407654,0.0,0.0,84814.94739490368,1178093.1534329941,362584.6742873656
s5_feasibility_2d,case2_smr_High_Mid_abs_Mid_High,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,11000.0,900.0,High_Mid,Mid_High,190777721.37531185,75869050.00119022,-1.5145658390650598,229.94479833693356,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,14.87,829667.48,921852.7555555556,230423481.9208401,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s5_feasibility_2d,case2_smr_High_Mid_abs_Mid_Low,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,11000.0,600.0,High_Mid,Mid_Low,186769512.14502805,75869050.00119022,-1.4617352153756777,225.1136951216023,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.769,829667.48,921852.7555555556,226415272.69055632,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s8_size_matching,case0_load_x050,0,2023,1.35,0.5,,False,0.0,0.067,0.0922,,,,,37934525.00059511,37934525.00059511,0.0,91.44512931999,24.133880223726717,181292.3371436828,437.02408859916454,,1963.973712271822,111.11111111111113,1852.862601160711,1.2765829129766844,0.035,414833.74,460926.3777777778,1670087.179284912,640000.0,230463.1888888889,0.0,35393974.63242131,0.0,,,,,,,,,,,,,181292.3371436828
s5_feasibility_2d,case2_smr_High_Mid_abs_Baseline,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,11000.0,750.0,High_Mid,Baseline,188773616.76016992,75869050.00119022,-1.4881505272203683,227.5292467292679,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.743,829667.48,921852.7555555556,228419377.30569822,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s5_feasibility_2d,case2_smr_FOAK_abs_Bare_Low,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,14700.0,450.0,FOAK,Bare_Low,257103327.12299976,75869050.00119022,-2.388777467478061,309.8871937501995,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.233,829667.48,921852.7555555556,296749087.668528,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s5_feasibility_2d,case2_smr_High_Mid_abs_Turnkey_High,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,11000.0,1200.0,High_Mid,Turnkey_High,194785930.6055956,75869050.00119022,-1.5673964627544412,234.77590155226477,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.582,829667.48,921852.7555555556,234431691.1511239,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s8_size_matching,case0_load_x100,0,2023,1.35,1.0,,False,0.0,0.067,0.0922,,,,,75869050.00119022,75869050.00119022,0.0,91.44512931999,24.133880223726717,362584.6742873656,437.02408859916454,,1963.973712271822,111.11111111111113,1852.862601160711,1.2765829129766844,0.035,829667.48,921852.7555555556,3340174.358569824,1280000.0,460926.3777777778,0.0,70787949.26484261,0.0,,,,,,,,,,,,,362584.6742873656
s8_size_matching,case3_load_x050,3,2023,1.35,0.5,,False,0.0,0.067,0.0922,,,,,27788411.040191635,37934525.00059511,0.2674638461993211,66.98686331587116,,242927.52921357777,585.6021480161613,0.18474430390337926,1128.8807089317834,111.11111111111113,1017.7695978206723,0.7337724608056593,0.037,414833.74,460926.3777777778,12066914.134653501,3570000.0,1664878.1851888248,0.0,0.0,10486618.720349308,208223.59646878095,242927.52921357777,100.0,2.633095890410959,,,,,,,,,181292.3371436828
s5_feasibility_2d,case2_smr_FOAK_abs_Mid_Low,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,14700.0,600.0,FOAK,Mid_Low,259107431.7381417,75869050.00119022,-2.4151927793227523,312.30274535786515,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.373,829667.48,921852.7555555556,298753192.28366995,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s8_size_matching,case3_load_x100,3,2023,1.35,1.0,,False,0.0,0.067,0.0922,,,,,55576822.08038327,75869050.00119022,0.2674638461993211,66.98686331587116,,485855.05842715554,585.6021480161613,0.18474430390337926,1128.8807089317834,111.11111111111113,1017.7695978206723,0.7337724608056593,0.038,829667.48,921852.7555555556,24133828.269307002,7140000.0,3329756.3703776496,0.0,0.0,20973237.440698616,416447.1929375619,485855.05842715554,200.0,2.633095890410959,,,,,,,,,362584.6742873656
s8_size_matching,case0_load_x150,0,2023,1.35,1.5,,False,0.0,0.067,0.0922,,,,,113803575.00178531,113803575.00178531,0.0,91.44512931998999,24.133880223726717,543877.0114310483,437.0240885991645,,1963.9737122718223,111.1111111111111,1852.8626011607112,1.2765829129766844,0.035,1244501.22,1382779.133333333,5010261.537854736,1920000.0,691389.5666666665,0.0,106181923.8972639,0.0,,,,,,,,,,,,,543877.0114310483
s5_feasibility_2d,case2_smr_FOAK_abs_Baseline,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,14700.0,750.0,FOAK,Baseline,261111536.35328355,75869050.00119022,-2.441608091167443,314.7182969655308,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.925,829667.48,921852.7555555556,300757296.8988118,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s5_feasibility_2d,case2_smr_FOAK_abs_Mid_High,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,14700.0,900.0,FOAK,Mid_High,263115640.96842548,75869050.00119022,-2.4680234030121344,317.1338485731964,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.123,829667.48,921852.7555555556,302761401.51395375,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s8_size_matching,case3_load_x150,3,2023,1.35,1.5,,False,0.0,0.067,0.0922,,,,,83365233.1205749,113803575.00178531,0.267463846199321,66.98686331587116,,728782.5876407333,585.6021480161613,0.18474430390337923,1128.8807089317836,111.1111111111111,1017.7695978206724,0.7337724608056594,0.036,1244501.22,1382779.133333333,36200742.4039605,10710000.0,4994634.555566475,0.0,0.0,31459856.161047924,624670.7894063429,728782.5876407333,300.0,2.633095890410959,,,,,,,,,543877.0114310483
s8_size_matching,case0_load_x200,0,2023,1.35,2.0,,False,0.0,0.067,0.0922,,,,,151738100.00238043,151738100.00238043,0.0,91.44512931999,24.133880223726717,725169.3485747311,437.02408859916454,,1963.973712271822,111.11111111111113,1852.862601160711,1.2765829129766844,0.034,1659334.96,1843705.5111111111,6680348.717139648,2560000.0,921852.7555555556,0.0,141575898.52968523,0.0,,,,,,,,,,,,,725169.3485747311
s6_carbon_price,case1_co2_50,1,2023,1.35,1.0,ATB_Mid,False,50.0,0.067,0.0922,,,,,96188584.06599833,93998283.7155585,-0.023301493004571693,115.93630747826627,,-343631.50826446357,-414.17979678372296,0.5583906813630124,6917.708903509777,111.11111111111113,6806.597792398666,4.4965107872813554,9.363,829667.48,921852.7555555556,152219433.19682938,33950000.0,8076562.064282004,-17181575.413223196,-59769471.507813305,21759300.0,,,,,26110.750925160002,24207.41317929641,393949.67236891994,-42865664.27407654,0.0,0.0,84814.94739490368,1178093.1534329941,362584.6742873656
s5_feasibility_2d,case2_smr_FOAK_abs_Turnkey_High,2,2023,1.35,1.0,,False,0.0,0.067,0.0922,14700.0,1200.0,FOAK,Turnkey_High,267123850.19870922,75869050.00119022,-2.520854026701516,321.9649517885276,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,15.583,829667.48,921852.7555555556,306769610.7442375,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s8_size_matching,case3_load_x200,3,2023,1.35,2.0,,False,0.0,0.067,0.0922,,,,,111153644.16076654,151738100.00238043,0.2674638461993211,66.98686331587116,,971710.1168543111,585.6021480161613,0.18474430390337926,1128.8807089317834,111.11111111111113,1017.7695978206723,0.7337724608056593,0.036,1659334.96,1843705.5111111111,48267656.538614005,14280000.0,6659512.740755299,0.0,0.0,41946474.88139723,832894.3858751238,971710.1168543111,400.0,2.633095890410959,,,,,,,,,725169.3485747311
s8_size_matching,case0_load_x250,0,2023,1.35,2.5,,False,0.0,0.067,0.0922,,,,,189672625.00297552,189672625.00297552,0.0,91.44512931998999,24.133880223726717,906461.6857184138,437.0240885991645,,1963.9737122718223,111.11111111111113,1852.8626011607112,1.2765829129766844,0.034,2074168.7,2304631.888888889,8350435.89642456,3200000.0,1152315.9444444445,0.0,176969873.1621065,0.0,,,,,,,,,,,,,906461.6857184138
s6_carbon_price,case1_co2_100,1,2023,1.35,1.0,ATB_Mid,False,100.0,0.067,0.0922,,,,,79007008.65277515,112127517.42992678,0.2953825210466292,95.22731763908013,,-343631.50826446357,-414.17979678372296,0.5583906813630124,6917.708903509777,111.11111111111113,6806.597792398666,4.4965107872813554,9.485,829667.48,921852.7555555556,152219433.19682938,33950000.0,8076562.064282004,-34363150.82644639,-59769471.507813305,21759300.0,,,,,26110.750925160002,24207.41317929641,393949.67236891994,-42865664.27407654,0.0,0.0,84814.94739490368,1178093.1534329941,362584.6742873656
s6_carbon_price,case2_co2_0,2,2023,1.35,1.0,ATB_Mid,False,0.0,0.067,0.0922,,,,,122594195.72701055,75869050.00119022,-0.6158657018255445,147.76304806717332,,-359613.1867216097,-433.4425482382528,0.5727502841696037,6785.866475226896,146.2796068527759,6639.58686837412,4.4108132088974825,16.016,829667.48,921852.7555555556,162239956.27253884,37150000.0,7850473.656540276,-0.0,-64614568.50087627,21759300.0,,,,,25456.120063106853,24207.41317929641,409276.7199640129,-41790965.70119229,351544.0631009371,303069.84354304953,84814.94739490368,1220247.2747023685,362584.6742873656
s8_size_matching,case3_load_x250,3,2023,1.35,2.5,,False,0.0,0.067,0.0922,,,,,138942055.2009582,189672625.00297552,0.267463846199321,66.98686331587118,,1214637.646067889,585.6021480161613,0.18474430390337923,1128.8807089317836,111.11111111111113,1017.7695978206724,0.7337724608056594,0.035,2074168.7,2304631.888888889,60334570.67326751,17850000.0,8324390.925944125,0.0,0.0,52433093.601746544,1041117.9823439048,1214637.646067889,500.0,2.633095890410959,,,,,,,,,906461.6857184138
s8_size_matching,case0_load_x300,0,2023,1.35,3.0,,False,0.0,0.067,0.0922,,,,,227607150.00357062,227607150.00357062,0.0,91.44512931998999,24.133880223726717,1087754.0228620965,437.0240885991645,,1963.9737122718223,111.1111111111111,1852.8626011607112,1.2765829129766844,0.033,2489002.44,2765558.266666666,10020523.075709471,3840000.0,1382779.133333333,0.0,212363847.7945278,0.0,,,,,,,,,,,,,1087754.0228620965
s8_size_matching,case1_load_x050,1,2023,1.35,0.5,ATB_Mid,False,0.0,0.067,0.0922,,,,,75431233.31305644,37934525.00059511,-0.9884586221093606,181.8348558462396,,-524930.9938122808,-1265.4009141403997,0.5583906813630124,13579.143448940196,111.11111111111113,13468.032337829085,8.826443241811129,9.151,414833.74,460926.3777777778,150549346.01754445,33310000.0,7846098.875393208,-0.0,-95167847.30580468,21759300.0,,,,,26110.750925160002,12103.706589648205,563145.451327089,-42865664.27407654,0.0,0.0,42407.47369745184,1676994.532194078,181292.3371436828
s6_carbon_price,case2_co2_50,2,2023,1.35,1.0,ATB_Mid,False,50.0,0.067,0.0922,,,,,104431310.55760616,93998283.7155585,-0.11099167378011177,125.87128346600515,,-366792.13950816076,-442.09535548887703,0.5838937076324305,6688.6337556253475,172.99087160029168,6515.6428840250555,4.347611941156476,14.507,829667.48,921852.7555555556,162239956.27253884,37150000.0,7682075.051283184,-18339606.97540805,-65067015.21808638,21759300.0,,,,,24970.298205676707,24207.41317929641,415969.8508931339,-40993398.57272146,618549.6981694218,527987.3701309944,84814.94739490368,1239994.3138254862,362584.6742873656
s8_size_matching,case3_load_x300,3,2023,1.35,3.0,,False,0.0,0.067,0.0922,,,,,166730466.2411498,227607150.00357062,0.267463846199321,66.98686331587116,,1457565.1752814667,585.6021480161613,0.18474430390337923,1128.8807089317836,111.1111111111111,1017.7695978206724,0.7337724608056594,0.038,2489002.44,2765558.266666666,72401484.807921,21420000.0,9989269.11113295,0.0,0.0,62919712.32209585,1249341.5788126858,1457565.1752814667,600.0,2.633095890410959,,,,,,,,,1087754.0228620965
s8_size_matching,case1_load_x100,1,2023,1.35,1.0,ATB_Mid,False,0.0,0.067,0.0922,,,,,113370159.47922154,75869050.00119022,-0.4942873210807703,136.64529731745245,,-343631.50826446357,-414.17979678372296,0.5583906813630124,6917.708903509777,111.11111111111113,6806.597792398666,4.4965107872813554,9.61,829667.48,921852.7555555556,152219433.19682938,33950000.0,8076562.064282004,-0.0,-59769471.507813305,21759300.0,,,,,26110.750925160002,24207.41317929641,393949.67236891994,-42865664.27407654,0.0,0.0,84814.94739490368,1178093.1534329941,362584.6742873656
s6_carbon_price,case2_co2_100,2,2023,1.35,1.0,ATB_Mid,False,100.0,0.067,0.0922,,,,,85980127.82571122,112127517.42992678,0.23319333383579252,103.63203319203402,,-370267.8061933916,-446.2845840280393,0.5917439621765457,6622.767760114267,191.63758752449678,6431.13017258977,4.304799044074274,14.628,829667.48,921852.7555555556,162239956.27253884,37150000.0,7566817.274571904,-37026780.61933913,-65259597.36496014,21759300.0,,,,,24639.034670285462,24207.41317929641,419114.2540429735,-40449567.737100236,804942.1537249773,681350.1179973084,84814.94739490368,1250779.2388791402,362584.6742873656
s8_size_matching,case1_load_x150,1,2023,1.35,1.5,ATB_Mid,False,0.0,0.067,0.0922,,,,,151309085.60867298,113803575.00178531,-0.32956355374863483,121.58211111168937,,-162332.0228073244,-130.43942440436047,0.5583906813630124,4722.408418176968,111.1111111111111,4611.297307065856,3.069565471815029,9.873,1244501.22,1382779.133333333,153889520.37611428,34590000.0,8307025.253170886,-0.0,-24371095.746535663,21759300.0,,,,,26110.750925160002,44116.46835434501,232559.24208682938,-42865664.27407654,0.0,0.0,149288.3886858951,701257.7425281086,543877.0114310483
s7_wacc,case2_wacc_50,2,2023,1.35,1.0,ATB_Mid,False,0.0,0.05,0.08024258719069129,,,,,93885993.14901362,75869050.00119022,-0.23747421573804817,113.16098968831902,,-360447.8055271425,-434.4485160815782,0.5738169419762615,6776.396574910768,148.8820716913935,6627.514503219375,4.404657773692,15.331,829667.48,921852.7555555556,131175206.43330297,37150000.0,7834070.592304499,-0.0,-64673590.92594016,21759300.0,,,,,25408.80014763169,24207.41317929641,410064.0188540706,-39358992.95065369,377558.2853231593,324977.2118185892,84814.94739490368,1222629.539320873,362584.6742873656
s8_size_matching,case1_load_x200,1,2023,1.35,2.0,ATB_Mid,False,0.0,0.067,0.0922,,,,,189248011.61173618,151738100.00238043,-0.24720166924963013,114.05051793263982,,18967.462314904064,11.430761583486474,0.5583906813630124,3824.2450874376764,111.11111111111113,3713.133976326565,2.4857593068344896,9.539,1659334.96,1843705.5111111111,155559607.5553992,35230000.0,8537488.442059739,0.0,11027279.888353804,21759300.0,,,,,26110.750925160002,143734.89373568297,150878.1823459389,-42865664.27407654,0.0,0.0,446871.41238752124,457531.91500373266,725169.3485747311
s8_size_matching,case1_load_x250,1,2023,1.35,2.5,ATB_Mid,False,0.0,0.067,0.0922,,,,,227186937.68437576,189672625.00297552,-0.19778453891705103,109.53156205875432,,200266.9476538362,96.552873280672,0.5583906813630124,3344.4857401432205,111.11111111111113,3233.374629032109,2.1739157310930937,9.209,2074168.7,2304631.888888889,157229694.7346841,35870000.0,8767951.630948605,0.0,46425655.592819594,21759300.0,,,,,26110.750925160002,272958.1479339472,98801.951205271,-42865664.27407654,0.0,0.0,830837.2101551484,300188.86091812636,906461.6857184138
