hour,time,temperature_2m,dew_point_2m,relative_humidity_2m,wet_bulb_C
7226,2024-10-28 02:00:00,20.5,19.6,95,19.887718087684394
7227,2024-10-28 03:00:00,19.5,18.9,96,19.01430201892795
7228,2024-10-28 04:00:00,20.0,19.1,94,19.265535937846384
7229,2024-10-28 05:00:00,19.7,18.9,95,19.090632133822414
7230,2024-10-28 06:00:00,21.0,19.8,93,20.133452941702576
7231,2024-10-28 07:00:00,20.6,19.8,95,19.987353773158215
7232,2024-10-28 08:00:00,20.5,20.0,97,20.13801662776982
7233,2024-10-28 09:00:00,23.3,21.2,88,21.756709117743203
7234,2024-10-28 10:00:00,26.0,21.0,74,22.44210723118775
7235,2024-10-28 11:00:00,27.8,20.0,63,22.484371558190993
7236,2024-10-28 12:00:00,28.9,19.4,57,22.521748610173628
7237,2024-10-28 13:00:00,29.7,18.8,52,22.386109729971423
7238,2024-10-28 14:00:00,29.9,18.5,51,22.38598804834501
7239,2024-10-28 15:00:00,29.5,18.1,50,21.86697002868113
7240,2024-10-28 16:00:00,29.0,17.9,51,21.608454119754782
7241,2024-10-28 17:00:00,28.0,18.4,56,21.562519888225676
7242,2024-10-28 18:00:00,26.5,18.9,63,21.302664595216648
7243,2024-10-28 19:00:00,25.0,19.1,70,20.9379185278721
7244,2024-10-28 20:00:00,23.7,20.7,83,21.482978880165952
7245,2024-10-28 21:00:00,22.9,20.4,86,21.102607072040147
7246,2024-10-28 22:00:00,23.2,20.8,86,21.395223458582723
7247,2024-10-28 23:00:00,23.5,20.5,83,21.289406054163347
7248,2024-10-29 00:00:00,23.6,20.5,83,21.38619247541842
7249,2024-10-29 01:00:00,23.6,20.2,81,21.119219463478615
7250,2024-10-29 02:00:00,23.5,20.1,81,21.02295094030664
7251,2024-10-29 03:00:00,23.4,20.1,82,21.059740351318695
7252,2024-10-29 04:00:00,23.3,19.9,81,20.83041384134408
7253,2024-10-29 05:00:00,23.2,19.6,80,20.601424598098813
7254,2024-10-29 06:00:00,23.1,19.5,80,20.505420080533767
7255,2024-10-29 07:00:00,23.1,19.5,80,20.505420080533767
7256,2024-10-29 08:00:00,23.6,19.3,77,20.582794953618183
7257,2024-10-29 09:00:00,25.7,19.1,67,21.158424642025317
7258,2024-10-29 10:00:00,27.5,18.6,59,21.59331314425805
7259,2024-10-29 11:00:00,28.7,18.1,53,21.685594435729474
7260,2024-10-29 12:00:00,29.5,17.8,49,21.692097678073697
7261,2024-10-29 13:00:00,29.8,17.4,47,21.59182460636178
7262,2024-10-29 14:00:00,29.9,17.0,46,21.495147974818316
7263,2024-10-29 15:00:00,29.5,16.9,47,21.33782729295184
7264,2024-10-29 16:00:00,29.0,17.0,49,21.264370468992176
7265,2024-10-29 17:00:00,28.3,16.9,50,20.83529249190285
7266,2024-10-29 18:00:00,27.0,18.0,58,20.990994100150367
7267,2024-10-29 19:00:00,26.0,18.2,62,20.699879027772823
7268,2024-10-29 20:00:00,24.9,20.1,75,21.543310225699845
7269,2024-10-29 21:00:00,24.5,20.2,77,21.43951086280806
7270,2024-10-29 22:00:00,24.0,20.4,80,21.369460088070777
7271,2024-10-29 23:00:00,23.9,20.6,82,21.5423860505468
7272,2024-10-30 00:00:00,23.9,20.4,81,21.40802492835916
7273,2024-10-30 01:00:00,23.6,20.9,85,21.652471032047707
7274,2024-10-30 02:00:00,23.5,21.0,86,21.68783970691671
7275,2024-10-30 03:00:00,23.6,21.2,86,21.78537842584449
7276,2024-10-30 04:00:00,23.6,21.3,87,21.91814568909352
7277,2024-10-30 05:00:00,23.5,21.2,87,21.820362473979888
7278,2024-10-30 06:00:00,23.9,21.0,84,21.810533828644644
7279,2024-10-30 07:00:00,24.4,20.9,81,21.889367024020075
7280,2024-10-30 08:00:00,22.8,21.6,93,21.918854975492117
7281,2024-10-30 09:00:00,23.8,22.0,90,22.512706530269526
7282,2024-10-30 10:00:00,24.0,22.0,89,22.57635370460449
7283,2024-10-30 11:00:00,23.5,21.4,88,21.952758532627048
7284,2024-10-30 12:00:00,25.2,22.6,86,23.34599589085975
7285,2024-10-30 13:00:00,27.1,22.5,76,23.770005495431835
7286,2024-10-30 14:00:00,28.6,22.4,69,24.13920485385085
7287,2024-10-30 15:00:00,24.3,21.1,83,22.063696964577126
7288,2024-10-30 16:00:00,25.6,22.2,82,23.183378314443768
7289,2024-10-30 17:00:00,26.5,22.4,78,23.485739255525633
7290,2024-10-30 18:00:00,25.9,22.1,80,23.193539864135815
7291,2024-10-30 19:00:00,25.0,22.2,85,23.014545268814352
7292,2024-10-30 20:00:00,24.0,22.0,89,22.57635370460449
7293,2024-10-30 21:00:00,23.6,22.0,90,22.315708972016672
7294,2024-10-30 22:00:00,23.7,22.1,91,22.54674788971869
7295,2024-10-30 23:00:00,24.1,22.5,91,22.941673955106587
7296,2024-10-31 00:00:00,24.2,22.4,89,22.77287993874167
7297,2024-10-31 01:00:00,24.0,22.4,91,22.842942458516518
7298,2024-10-31 02:00:00,24.5,22.6,89,23.067669186646857
7299,2024-10-31 03:00:00,24.5,22.8,90,23.20219755860746
7300,2024-10-31 04:00:00,24.3,22.8,91,23.139136908978514
7301,2024-10-31 05:00:00,23.8,22.8,94,23.043251624861927
7302,2024-10-31 06:00:00,24.0,22.8,93,23.109120667576917
7303,2024-10-31 07:00:00,23.6,22.9,95,22.976418465258416
7304,2024-10-31 08:00:00,22.2,20.6,91,21.065773237766347
7305,2024-10-31 09:00:00,22.4,20.4,89,21.004141810751225
7306,2024-10-31 10:00:00,23.1,20.7,86,21.297684678481335
7307,2024-10-31 11:00:00,25.5,22.0,81,22.94831814006648
7308,2024-10-31 12:00:00,26.3,22.2,78,23.29480901552926
7309,2024-10-31 13:00:00,25.1,21.8,81,22.563245242016748
7310,2024-10-31 14:00:00,23.6,22.2,92,22.580232288194317
7311,2024-10-31 15:00:00,24.3,22.1,88,22.736955618217007
7312,2024-10-31 16:00:00,24.7,22.0,85,22.72267246985345
7313,2024-10-31 17:00:00,24.5,21.5,83,22.25726952940228
7314,2024-10-31 18:00:00,24.0,21.3,85,22.041635406836566
7315,2024-10-31 19:00:00,23.0,21.3,90,21.72471596872833
7316,2024-10-31 20:00:00,23.6,22.9,96,23.108354237180855
7317,2024-10-31 21:00:00,23.0,22.6,98,22.770367615212056
7318,2024-10-31 22:00:00,22.9,22.5,98,22.670081617114537
7319,2024-10-31 23:00:00,22.7,22.4,98,22.46950958694345
7320,2024-11-01 00:00:00,22.8,22.4,98,22.569795607701042
7321,2024-11-01 01:00:00,23.1,22.4,96,22.609080670337487
7322,2024-11-01 02:00:00,22.6,22.2,98,22.36922355481354
7323,2024-11-01 03:00:00,22.5,22.1,98,22.268937511283003
7324,2024-11-01 04:00:00,22.8,22.0,96,22.309516388426744
7325,2024-11-01 05:00:00,22.5,21.5,94,21.750877282650062
7326,2024-11-01 06:00:00,22.2,21.1,93,21.323721437599147
7327,2024-11-01 07:00:00,22.0,20.8,93,21.125343487356076
7328,2024-11-01 08:00:00,22.1,21.0,93,21.224532469034667
7329,2024-11-01 09:00:00,22.4,20.8,90,21.133722466507955
7330,2024-11-01 10:00:00,23.0,20.7,87,21.33144617529103
7331,2024-11-01 11:00:00,23.9,20.8,83,21.67655164032368
7332,2024-11-01 12:00:00,25.0,20.9,78,22.053760718886572
7333,2024-11-01 13:00:00,26.2,20.9,73,22.48769251004208
7334,2024-11-01 14:00:00,26.5,21.0,72,22.625442744707033
7335,2024-11-01 15:00:00,26.9,21.0,70,22.707867582346683
7336,2024-11-01 16:00:00,27.4,20.9,67,22.726131428586225
7337,2024-11-01 17:00:00,27.0,20.6,68,22.50573892535775
7338,2024-11-01 18:00:00,26.4,20.6,70,22.24209230402107
7339,2024-11-01 19:00:00,24.9,20.6,77,21.82027298944781
7340,2024-11-01 20:00:00,24.0,21.2,84,21.907574154314933
7341,2024-11-01 21:00:00,24.2,20.6,81,21.696830237330904
7342,2024-11-01 22:00:00,23.8,20.0,79,21.042928613181623
7343,2024-11-01 23:00:00,23.3,19.9,81,20.83041384134408
7344,2024-11-02 00:00:00,23.0,19.7,82,20.673623484823008
7345,2024-11-02 01:00:00,22.1,19.5,85,20.193102378959008
7346,2024-11-02 02:00:00,21.4,19.5,89,20.021507506536192
7347,2024-11-02 03:00:00,21.0,19.5,91,19.880991288541594
7348,2024-11-02 04:00:00,21.0,19.6,92,20.00722793055387
7349,2024-11-02 05:00:00,21.1,19.9,93,20.23264205642515
7350,2024-11-02 06:00:00,21.6,20.4,93,20.728587428814095
7351,2024-11-02 07:00:00,22.0,20.8,93,21.125343487356076
7352,2024-11-02 08:00:00,21.7,21.0,96,21.21111309681995
7353,2024-11-02 09:00:00,23.1,21.6,91,21.954358393382282
7354,2024-11-02 10:00:00,23.5,21.3,87,21.820362473979888
7355,2024-11-02 11:00:00,24.5,21.2,82,22.121560334508853
7356,2024-11-02 12:00:00,25.1,21.5,80,22.425507034315682
7357,2024-11-02 13:00:00,27.0,21.9,73,23.240108069480122
7358,2024-11-02 14:00:00,25.7,21.0,75,22.30034398871887
7359,2024-11-02 15:00:00,24.4,22.3,88,22.83498018997873
7360,2024-11-02 16:00:00,24.5,22.0,85,22.528090528211134
7361,2024-11-02 17:00:00,24.6,21.5,83,22.3540557876477
7362,2024-11-02 18:00:00,24.3,21.4,84,22.19869503625805
7363,2024-11-02 19:00:00,23.1,21.1,89,21.691984960689492
7364,2024-11-02 20:00:00,23.1,21.8,92,22.085424456129754
7365,2024-11-02 21:00:00,23.2,21.7,91,22.05309000955442
7366,2024-11-02 22:00:00,23.2,21.5,90,21.92171369153626
7367,2024-11-02 23:00:00,23.5,21.8,90,22.217210172447576
7368,2024-11-03 00:00:00,23.5,21.8,90,22.217210172447576
7369,2024-11-03 01:00:00,23.5,21.8,90,22.217210172447576
7370,2024-11-03 02:00:00,23.2,21.8,92,22.184386048634767
7371,2024-11-03 03:00:00,23.1,21.9,93,22.216421570135296
7372,2024-11-03 04:00:00,23.2,21.9,92,22.184386048634767
7373,2024-11-03 05:00:00,23.2,21.8,92,22.184386048634767
7374,2024-11-03 06:00:00,23.1,21.9,93,22.216421570135296
7375,2024-11-03 07:00:00,23.4,21.9,91,22.250553201654164
7376,2024-11-03 08:00:00,23.6,22.6,94,22.84442493927852
7377,2024-11-03 09:00:00,23.7,22.6,94,22.94383828820231
7378,2024-11-03 10:00:00,25.1,23.0,88,23.52115180010784
7379,2024-11-03 11:00:00,25.2,22.5,85,23.209127059600508
7380,2024-11-03 12:00:00,27.1,23.3,80,24.345587095856484
7381,2024-11-03 13:00:00,27.7,23.1,76,24.339473641553983
7382,2024-11-03 14:00:00,25.2,22.4,84,23.07205683666233
7383,2024-11-03 15:00:00,24.1,21.4,84,22.004614464111288
7384,2024-11-03 16:00:00,27.0,23.0,79,24.106497030511296
7385,2024-11-03 17:00:00,26.6,22.6,78,23.58120434921451
7386,2024-11-03 18:00:00,26.0,22.4,80,23.289543891592203
7387,2024-11-03 19:00:00,25.0,22.2,84,22.87797654515931
7388,2024-11-03 20:00:00,23.4,22.1,93,22.51398804977411
7389,2024-11-03 21:00:00,23.5,22.4,94,22.745011578059245
7390,2024-11-03 22:00:00,24.2,23.0,93,23.30749810661632
7391,2024-11-03 23:00:00,24.0,22.9,94,23.242078261513353
7392,2024-11-04 00:00:00,24.1,22.9,93,23.20830939332344
7393,2024-11-04 01:00:00,24.0,22.9,94,23.242078261513353
7394,2024-11-04 02:00:00,24.1,22.7,92,23.07503979663569
7395,2024-11-04 03:00:00,24.0,23.2,96,23.507772880075336
7396,2024-11-04 04:00:00,24.1,23.1,94,23.341491561567256
7397,2024-11-04 05:00:00,24.2,22.8,92,23.174001259856773
7398,2024-11-04 06:00:00,24.0,22.6,92,22.976078320636418
7399,2024-11-04 07:00:00,24.0,22.6,92,22.976078320636418
7400,2024-11-04 08:00:00,24.4,23.0,92,23.371924148096095
7401,2024-11-04 09:00:00,24.7,23.2,91,23.534062660440718
7402,2024-11-04 10:00:00,26.0,22.0,79,23.14913382254549
7403,2024-11-04 11:00:00,26.9,22.6,78,23.86759952564578
7404,2024-11-04 12:00:00,28.1,22.2,70,23.825726024619673
7405,2024-11-04 13:00:00,28.7,21.6,66,23.77042042001934
7406,2024-11-04 14:00:00,28.4,21.7,67,23.648308657822593
7407,2024-11-04 15:00:00,28.5,22.0,68,23.893760340091756
7408,2024-11-04 16:00:00,28.1,21.8,69,23.674970138859376
7409,2024-11-04 17:00:00,27.0,21.9,73,23.240108069480122
7410,2024-11-04 18:00:00,26.4,22.0,77,23.248128299936983
7411,2024-11-04 19:00:00,25.8,21.5,78,22.817483106231094
7412,2024-11-04 20:00:00,25.8,21.9,79,22.95766097523238
7413,2024-11-04 21:00:00,26.0,21.7,77,22.86736728916429
7414,2024-11-04 22:00:00,25.6,21.7,79,22.766188058428252
7415,2024-11-04 23:00:00,25.6,21.4,77,22.486605985597045
7416,2024-11-05 00:00:00,25.4,22.2,83,23.128345279484304
7417,2024-11-05 01:00:00,25.0,22.1,84,22.87797654515931
7418,2024-11-05 02:00:00,24.9,21.5,82,22.507676192105755
7419,2024-11-05 03:00:00,24.6,22.0,85,22.62538150662674
7420,2024-11-05 04:00:00,24.9,22.0,84,22.780936376267384
7421,2024-11-05 05:00:00,24.9,22.0,84,22.780936376267384
7422,2024-11-05 06:00:00,22.4,21.4,94,21.65146378408321
7423,2024-11-05 07:00:00,21.0,20.7,98,20.76464547070793
7424,2024-11-05 08:00:00,21.3,20.4,95,20.68480321089319
7425,2024-11-05 09:00:00,19.8,18.1,90,18.572744658605366
7426,2024-11-05 10:00:00,19.5,17.5,88,18.03175884312283
7427,2024-11-05 11:00:00,20.2,17.4,83,18.095444577979862
7428,2024-11-05 12:00:00,22.5,17.4,72,18.875133823862445
7429,2024-11-05 13:00:00,24.0,16.5,63,19.030137771480103
7430,2024-11-05 14:00:00,24.5,16.4,60,19.05339124591331
7431,2024-11-05 15:00:00,25.0,15.1,55,18.761142094226216
7432,2024-11-05 16:00:00,25.2,15.0,53,18.633220797746404
7433,2024-11-05 17:00:00,25.0,15.3,55,18.761142094226216
7434,2024-11-05 18:00:00,23.8,16.8,65,19.12826850142205
7435,2024-11-05 19:00:00,21.9,16.1,70,18.05008859494698
7436,2024-11-05 20:00:00,21.4,18.5,83,19.25688731056725
7437,2024-11-05 21:00:00,20.6,15.6,73,17.220745002701193
7438,2024-11-05 22:00:00,19.6,14.1,71,16.031900337668098
7439,2024-11-05 23:00:00,19.1,13.0,68,15.195399828795406
7440,2024-11-06 00:00:00,18.5,11.9,65,14.275002318890824
7441,2024-11-06 01:00:00,18.1,11.6,66,14.029325311501466
7442,2024-11-06 02:00:00,18.3,11.4,64,13.970390602218853
7443,2024-11-06 03:00:00,18.5,11.4,64,14.15287107019163
7444,2024-11-06 04:00:00,18.8,11.4,63,14.303219131630062
7445,2024-11-06 05:00:00,18.9,11.6,63,14.394122287926038
7446,2024-11-06 06:00:00,18.8,11.9,64,14.42659150541602
7447,2024-11-06 07:00:00,18.9,12.5,67,14.887520622102457
7448,2024-11-06 08:00:00,18.0,12.4,70,14.416976702464666
7449,2024-11-06 09:00:00,19.0,13.8,72,15.593582535175866
7450,2024-11-06 10:00:00,20.8,15.7,73,17.408851510581812
7451,2024-11-06 11:00:00,22.8,17.4,72,19.156408250553664
7452,2024-11-06 12:00:00,24.8,17.8,65,20.043969642779928
7453,2024-11-06 13:00:00,25.9,18.2,63,20.757259803974588
7454,2024-11-06 14:00:00,26.6,18.9,63,21.39356529559205
7455,2024-11-06 15:00:00,27.0,19.6,64,21.908171306210505
7456,2024-11-06 16:00:00,27.8,19.2,60,22.01867853574588
7457,2024-11-06 17:00:00,27.5,20.0,64,22.36435888860218
7458,2024-11-06 18:00:00,26.2,21.4,75,22.77348945226576
7459,2024-11-06 19:00:00,24.2,21.0,82,21.831973267654714
7460,2024-11-06 20:00:00,24.0,21.6,86,22.175533150080778
7461,2024-11-06 21:00:00,23.6,21.6,89,22.183301069728248
7462,2024-11-06 22:00:00,23.5,22.0,91,22.34928477765206
7463,2024-11-06 23:00:00,23.3,22.5,95,22.677512495386633
7464,2024-11-07 00:00:00,23.2,22.6,97,22.839953770696614
7465,2024-11-07 01:00:00,23.2,22.8,97,22.839953770696614
7466,2024-11-07 02:00:00,23.4,22.9,97,23.04009692173086
7467,2024-11-07 03:00:00,23.4,22.6,96,22.908644845716555
7468,2024-11-07 04:00:00,23.5,22.8,95,22.876783153995458
7469,2024-11-07 05:00:00,23.6,22.9,95,22.976418465258416
7470,2024-11-07 06:00:00,23.8,22.6,94,23.043251624861927
7471,2024-11-07 07:00:00,23.5,22.9,96,23.00849954730787
7472,2024-11-07 08:00:00,23.4,23.2,99,23.302895774536758
7473,2024-11-07 09:00:00,23.6,22.9,96,23.108354237180855
7474,2024-11-07 10:00:00,25.0,22.8,88,23.42312732613657
7475,2024-11-07 11:00:00,26.2,23.1,83,23.90263376653889
7476,2024-11-07 12:00:00,27.6,22.9,75,24.098294206648845
7477,2024-11-07 13:00:00,28.2,22.5,71,24.06937176650085
7478,2024-11-07 14:00:00,28.5,22.3,69,24.0463579541333
7479,2024-11-07 15:00:00,28.8,21.9,67,24.01717890057451
7480,2024-11-07 16:00:00,28.8,21.6,65,23.706747476154558
7481,2024-11-07 17:00:00,28.2,21.6,67,23.463873398555897
7482,2024-11-07 18:00:00,26.8,22.5,77,23.628889021299624
7483,2024-11-07 19:00:00,25.0,22.2,84,22.87797654515931
7484,2024-11-07 20:00:00,24.1,23.0,93,23.20830939332344
7485,2024-11-07 21:00:00,23.5,22.9,96,23.00849954730787
7486,2024-11-07 22:00:00,23.5,22.6,94,22.745011578059245
7487,2024-11-07 23:00:00,23.5,21.3,87,21.820362473979888
7488,2024-11-08 00:00:00,22.8,20.9,89,21.39719512522416
7489,2024-11-08 01:00:00,22.4,20.9,91,21.263236701249674
7490,2024-11-08 02:00:00,22.3,21.0,93,21.422910393083637
7491,2024-11-08 03:00:00,22.4,21.3,94,21.65146378408321
7492,2024-11-08 04:00:00,23.0,21.7,92,21.986462850510634
7493,2024-11-08 05:00:00,23.4,22.0,92,22.382309194438815
7494,2024-11-08 06:00:00,23.8,22.4,92,22.778155330170918
7495,2024-11-08 07:00:00,24.1,22.7,92,23.07503979663569
7496,2024-11-08 08:00:00,23.2,22.1,94,22.446771420313848
7497,2024-11-08 09:00:00,23.0,22.0,94,22.24794458642734
7498,2024-11-08 10:00:00,25.0,22.5,86,23.15091891467487
7499,2024-11-08 11:00:00,25.0,22.8,88,23.42312732613657
7500,2024-11-08 12:00:00,24.8,22.5,87,23.09154312890733
7501,2024-11-08 13:00:00,25.9,23.1,85,23.890162858793985
7502,2024-11-08 14:00:00,26.0,22.9,83,23.709061737763808
7503,2024-11-08 15:00:00,25.5,22.3,82,23.086849488339208
7504,2024-11-08 16:00:00,25.7,22.9,85,23.69558127578561
7505,2024-11-08 17:00:00,25.5,22.6,85,23.500999633814498
7506,2024-11-08 18:00:00,24.0,22.5,91,22.842942458516518
7507,2024-11-08 19:00:00,24.0,22.8,93,23.109120667576917
7508,2024-11-08 20:00:00,23.6,22.2,92,22.580232288194317
7509,2024-11-08 21:00:00,23.3,22.1,93,22.414799235951172
7510,2024-11-08 22:00:00,23.6,22.2,92,22.580232288194317
7511,2024-11-08 23:00:00,23.5,22.1,92,22.481270747805734
7512,2024-11-09 00:00:00,22.1,21.5,97,21.739165610476736
7513,2024-11-09 01:00:00,22.0,21.1,95,21.382252025699312
7514,2024-11-09 02:00:00,21.9,21.1,96,21.410822895373066
7515,2024-11-09 03:00:00,21.8,21.1,96,21.310968002212995
7516,2024-11-09 04:00:00,21.6,21.1,97,21.238806884715135
7517,2024-11-09 05:00:00,20.8,19.8,94,20.06084606005174
7518,2024-11-09 06:00:00,19.6,18.6,94,18.867880553931844
7519,2024-11-09 07:00:00,18.9,17.4,91,17.80761790459297
7520,2024-11-09 08:00:00,18.8,17.4,92,17.8300631022552
7521,2024-11-09 09:00:00,19.0,16.9,87,17.420101817649467
7522,2024-11-09 10:00:00,19.8,17.4,86,18.07889603523115
7523,2024-11-09 11:00:00,21.1,17.8,81,18.71250100895246
7524,2024-11-09 12:00:00,22.1,18.2,79,19.415400331621356
7525,2024-11-09 13:00:00,23.4,18.8,75,20.123868435530234
7526,2024-11-09 14:00:00,25.0,19.2,70,20.9379185278721
7527,2024-11-09 15:00:00,26.5,19.8,67,21.896169891943078
7528,2024-11-09 16:00:00,27.0,19.8,65,22.058502560010027
7529,2024-11-09 17:00:00,27.5,19.5,62,22.058253544033487
7530,2024-11-09 18:00:00,25.8,20.5,73,22.11148424067438
7531,2024-11-09 19:00:00,23.8,20.8,83,21.57976526845231
7532,2024-11-09 20:00:00,22.9,20.1,85,20.971432773414488
7533,2024-11-09 21:00:00,22.8,20.4,87,21.135879550933943
7534,2024-11-09 22:00:00,23.0,20.9,88,21.46263488654246
7535,2024-11-09 23:00:00,23.0,20.9,88,21.46263488654246
7536,2024-11-10 00:00:00,22.9,20.9,88,21.36461011361849
7537,2024-11-10 01:00:00,22.6,20.9,90,21.33072035651059
7538,2024-11-10 02:00:00,22.6,21.0,91,21.460700109881994
7539,2024-11-10 03:00:00,22.5,21.0,92,21.491654624500914
7540,2024-11-10 04:00:00,22.2,21.2,94,21.45263674887784
7541,2024-11-10 05:00:00,22.1,21.3,95,21.4818875204716
7542,2024-11-10 06:00:00,22.1,21.2,94,21.353223212173734
7543,2024-11-10 07:00:00,22.1,21.0,93,21.224532469034667
7544,2024-11-10 08:00:00,21.3,21.0,98,21.065504089233404
7545,2024-11-10 09:00:00,21.8,21.0,95,21.182980998665887
7546,2024-11-10 10:00:00,22.1,20.9,93,21.224532469034667
7547,2024-11-10 11:00:00,24.0,21.9,88,22.442881818063015
7548,2024-11-10 12:00:00,25.5,21.8,80,22.80952358546141
7549,2024-11-10 13:00:00,26.5,21.5,74,22.913819973607907
7550,2024-11-10 14:00:00,27.5,21.2,69,23.117887759337957
7551,2024-11-10 15:00:00,28.1,20.9,65,23.065764300284464
7552,2024-11-10 16:00:00,28.2,20.5,63,22.847972783370537
7553,2024-11-10 17:00:00,27.7,20.6,65,22.69948765638627
7554,2024-11-10 18:00:00,26.2,21.1,74,22.63079238772628
7555,2024-11-10 19:00:00,24.3,20.6,80,21.657473102072334
7556,2024-11-10 20:00:00,22.8,20.8,88,21.266585326033468
7557,2024-11-10 21:00:00,22.1,20.4,90,20.838225525794957
7558,2024-11-10 22:00:00,21.3,20.0,92,20.304113514882772
7559,2024-11-10 23:00:00,20.9,19.6,92,19.908266041442136
7560,2024-11-11 00:00:00,20.4,19.2,93,19.53831796867289
7561,2024-11-11 01:00:00,19.8,18.8,94,19.066708273026467
7562,2024-11-11 02:00:00,19.1,18.4,95,18.492817112800264
7563,2024-11-11 03:00:00,18.8,18.0,96,18.315315375400083
7564,2024-11-11 04:00:00,18.4,17.8,96,17.915894146215262
7565,2024-11-11 05:00:00,18.0,17.4,96,17.51647270332733
7566,2024-11-11 06:00:00,17.6,17.1,97,17.235925960577713
7567,2024-11-11 07:00:00,17.5,17.0,97,17.135853674056936
7568,2024-11-11 08:00:00,18.1,17.7,97,17.736287194576757
7569,2024-11-11 09:00:00,20.1,18.7,92,19.116570425179752
7570,2024-11-11 10:00:00,22.1,19.8,87,20.451395887661448
7571,2024-11-11 11:00:00,24.0,20.1,79,21.234402173748602
7572,2024-11-11 12:00:00,25.5,20.0,72,21.687868819377503
7573,2024-11-11 13:00:00,26.5,19.5,66,21.748708778222404
7574,2024-11-11 14:00:00,27.0,18.9,61,21.453025493582842
7575,2024-11-11 15:00:00,27.2,17.7,56,20.855454330279773
7576,2024-11-11 16:00:00,27.0,17.0,54,20.362592678269223
7577,2024-11-11 17:00:00,26.5,16.6,55,20.08113766564684
7578,2024-11-11 18:00:00,24.7,17.5,64,19.809699709679073
7579,2024-11-11 19:00:00,22.6,16.1,67,18.299646234490723
7580,2024-11-11 20:00:00,22.0,17.5,76,18.92949851398019
7581,2024-11-11 21:00:00,20.9,15.9,73,17.50290472814082
7582,2024-11-11 22:00:00,20.4,15.2,72,16.906206749791505
7583,2024-11-11 23:00:00,19.5,15.1,75,16.433297115099904
7584,2024-11-12 00:00:00,18.4,14.9,80,15.99318621122448
7585,2024-11-12 01:00:00,17.5,14.8,84,15.599917821254202
7586,2024-11-12 02:00:00,17.2,14.6,85,15.425805068353974
7587,2024-11-12 03:00:00,16.8,14.4,86,15.152708616320371
7588,2024-11-12 04:00:00,16.3,13.9,86,14.665009140624885
7589,2024-11-12 05:00:00,15.9,13.6,86,14.274849224194309
7590,2024-11-12 06:00:00,15.6,13.4,86,13.98222908863097
7591,2024-11-12 07:00:00,15.1,13.2,88,13.718629281689832
7592,2024-11-12 08:00:00,15.4,13.6,89,14.125668975735838
7593,2024-11-12 09:00:00,16.6,14.5,87,15.073282489823637
7594,2024-11-12 10:00:00,18.5,14.9,80,16.089191647403556
7595,2024-11-12 11:00:00,20.4,15.6,74,17.158888517138315
7596,2024-11-12 12:00:00,22.1,15.4,66,17.705247874034967
7597,2024-11-12 13:00:00,23.2,14.6,58,17.603937213598662
7598,2024-11-12 14:00:00,23.9,14.2,55,17.793139784010005
7599,2024-11-12 15:00:00,24.2,14.1,53,17.761104923357895
7600,2024-11-12 16:00:00,24.2,13.9,52,17.611788174766286
7601,2024-11-12 17:00:00,23.9,13.9,54,17.646713822183177
7602,2024-11-12 18:00:00,22.5,16.8,70,18.609025277667264
7603,2024-11-12 19:00:00,21.4,15.1,67,17.193015308884377
7604,2024-11-12 20:00:00,20.8,15.6,72,17.28124131717681
7605,2024-11-12 21:00:00,19.9,15.6,76,16.936332979182456
7606,2024-11-12 22:00:00,18.8,15.5,81,16.49830967465046
7607,2024-11-12 23:00:00,18.2,15.0,81,15.920692822906819
7608,2024-11-13 00:00:00,17.6,14.4,81,15.343075233725884
7609,2024-11-13 01:00:00,17.1,13.8,81,14.861726669661028
7610,2024-11-13 02:00:00,16.8,13.4,81,14.572917277571253
7611,2024-11-13 03:00:00,16.1,13.1,82,14.013061151369307
7612,2024-11-13 04:00:00,15.8,13.2,85,14.06371212990003
7613,2024-11-13 05:00:00,15.2,13.2,88,13.816655329414491
7614,2024-11-13 06:00:00,14.9,13.0,89,13.634346384723354
7615,2024-11-13 07:00:00,14.6,12.9,90,13.450757628725743
7616,2024-11-13 08:00:00,13.6,12.4,92,12.684008045277274
7617,2024-11-13 09:00:00,15.3,13.1,86,13.689608781470106
7618,2024-11-13 10:00:00,18.5,15.4,82,16.329788915467912
7619,2024-11-13 11:00:00,21.4,15.4,69,17.45416866251192
7620,2024-11-13 12:00:00,23.3,16.5,66,18.808015214205117
7621,2024-11-13 13:00:00,24.5,17.6,65,19.769259594542444
7622,2024-11-13 14:00:00,25.6,17.8,62,20.33764472216989
7623,2024-11-13 15:00:00,26.5,16.8,55,20.08113766564684
7624,2024-11-13 16:00:00,26.6,16.1,53,19.85417603215768
7625,2024-11-13 17:00:00,26.2,16.7,56,19.971619250482252
7626,2024-11-13 18:00:00,24.6,18.8,70,20.56529661807932
7627,2024-11-13 19:00:00,23.3,17.6,71,19.489903618430024
7628,2024-11-13 20:00:00,22.8,17.4,72,19.156408250553664
7629,2024-11-13 21:00:00,21.8,17.2,75,18.60979198126432
7630,2024-11-13 22:00:00,21.8,12.8,57,16.21966999648392
7631,2024-11-13 23:00:00,19.9,10.1,53,14.010954897743641
7632,2024-11-14 00:00:00,18.3,9.6,57,13.112938759879633
7633,2024-11-14 01:00:00,17.2,8.9,58,12.255839402910375
7634,2024-11-14 02:00:00,16.6,8.6,59,11.837875634486895
7635,2024-11-14 03:00:00,15.9,8.6,62,11.553299714154786
